province,city,city_code,level,index,pollutions,aqi,so2_24h,no2_24h,co_24h,o3_24h,o3_8h_24h,pm2_5_24h,pm10_24h,pubtime
河北省,廊坊市,131000,,,,155.0,11.0,19.0,1.332,86.0,120.0,117.0,154.0,2013-07-01 00:00:00
河北省,廊坊市,131000,,,,40.0,7.0,10.0,0.49,125.0,60.0,17.0,37.0,2013-07-02 00:00:00
河北省,廊坊市,131000,,,,72.0,14.0,14.0,0.62,190.0,110.0,26.0,84.0,2013-07-03 00:00:00
河北省,廊坊市,131000,,,,85.0,11.0,25.0,0.656,184.0,169.0,30.0,111.0,2013-07-04 00:00:00
河北省,廊坊市,131000,,,,52.0,8.0,15.0,0.415,131.0,164.0,18.0,53.0,2013-07-05 00:00:00
河北省,廊坊市,131000,,,,125.0,31.0,19.0,1.855,220.0,120.0,87.0,149.0,2013-07-06 00:00:00
河北省,廊坊市,131000,,,,115.0,10.0,13.0,0.912,199.0,200.0,86.0,124.0,2013-07-07 00:00:00
河北省,廊坊市,131000,,,,138.0,9.0,15.0,1.477,95.0,162.0,105.0,128.0,2013-07-08 00:00:00
河北省,廊坊市,131000,,,,69.0,16.0,11.0,1.093,111.0,77.0,49.0,54.0,2013-07-09 00:00:00
河北省,廊坊市,131000,,,,54.0,6.0,22.0,0.743,47.0,93.0,38.0,48.0,2013-07-10 00:00:00
河北省,廊坊市,131000,,,,68.0,7.0,23.0,0.854,57.0,41.0,49.0,72.0,2013-07-11 00:00:00
河北省,廊坊市,131000,,,,85.0,6.0,8.0,1.007,116.0,45.0,62.0,90.0,2013-07-12 00:00:00
河北省,廊坊市,131000,,,,127.0,14.0,13.0,1.59,211.0,98.0,96.0,141.0,2013-07-13 00:00:00
河北省,廊坊市,131000,,,,101.0,17.0,17.0,1.003,116.0,166.0,76.0,111.0,2013-07-14 00:00:00
河北省,廊坊市,131000,,,,91.0,6.0,12.0,0.86,46.0,104.0,66.0,96.0,2013-07-15 00:00:00
河北省,廊坊市,131000,,,,60.0,7.0,13.0,0.555,109.0,23.0,31.0,63.0,2013-07-16 00:00:00
河北省,廊坊市,131000,,,,85.0,17.0,23.0,0.801,169.0,100.0,47.0,114.0,2013-07-17 00:00:00
河北省,廊坊市,131000,,,,175.0,13.0,23.0,1.746,97.0,146.0,134.0,186.0,2013-07-18 00:00:00
河北省,廊坊市,131000,,,,132.0,9.0,16.0,0.901,138.0,84.0,100.0,133.0,2013-07-19 00:00:00
河北省,廊坊市,131000,,,,171.0,15.0,23.0,1.424,198.0,128.0,132.0,182.0,2013-07-20 00:00:00
河北省,廊坊市,131000,,,,83.0,20.0,26.0,0.929,168.0,141.0,52.0,113.0,2013-07-21 00:00:00
河北省,廊坊市,131000,,,,165.0,36.0,41.0,1.903,172.0,152.0,126.0,211.0,2013-07-22 00:00:00
河北省,廊坊市,131000,,,,71.0,6.0,16.0,0.511,122.0,141.0,47.0,72.0,2013-07-23 00:00:00
河北省,廊坊市,131000,,,,91.0,7.0,27.0,0.641,157.0,114.0,56.0,108.0,2013-07-24 00:00:00
河北省,廊坊市,131000,,,,100.0,22.0,39.0,1.105,226.0,133.0,58.0,141.0,2013-07-25 00:00:00
河北省,廊坊市,131000,,,,89.0,17.0,42.0,1.725,53.0,151.0,59.0,117.0,2013-07-26 00:00:00
河北省,廊坊市,131000,,,,159.0,9.0,36.0,1.813,23.0,40.0,119.0,178.0,2013-07-27 00:00:00
河北省,廊坊市,131000,,,,113.0,8.0,26.0,1.352,168.0,19.0,78.0,130.0,2013-07-28 00:00:00
河北省,廊坊市,131000,,,,137.0,10.0,28.0,1.096,61.0,131.0,102.0,174.0,2013-07-29 00:00:00
河北省,廊坊市,131000,,,,129.0,14.0,22.0,1.169,169.0,52.0,96.0,164.0,2013-07-30 00:00:00
河北省,廊坊市,131000,,,,103.0,9.0,18.0,0.655,189.0,149.0,63.0,124.0,2013-07-31 00:00:00
河北省,廊坊市,131000,,,,62.0,6.0,28.0,0.542,88.0,156.0,42.0,60.0,2013-08-01 00:00:00
