province,city,city_code,level,index,pollutions,aqi,so2_24h,no2_24h,co_24h,o3_24h,o3_8h_24h,pm2_5_24h,pm10_24h,pubtime
河北省,廊坊市,131000,,,,91,22,25,0.844,80,58,61,118,2013/5/1 0:00
河北省,廊坊市,131000,,,,129,51,41,1.363,86,74,95,181,2013/5/2 0:00
河北省,廊坊市,131000,,,,118,27,19,1.078,91,62,94,125,2013/5/3 0:00
河北省,廊坊市,131000,,,,126,27,26,0.891,88,87,91,171,2013/5/4 0:00
河北省,廊坊市,131000,,,,275,66,43,1.735,138,84,242,330,2013/5/5 0:00
河北省,廊坊市,131000,,,,220,53,41,1.286,144,117,176,280,2013/5/6 0:00
河北省,廊坊市,131000,,,,233,73,43,1.554,154,101,199,296,2013/5/7 0:00
河北省,廊坊市,131000,,,,141,38,30,1.335,91,116,99,178,2013/5/8 0:00
河北省,廊坊市,131000,,,,60,14,17,0.491,67,68,36,68,2013/5/9 0:00
河北省,廊坊市,131000,,,,145,16,26,0.698,99,61,98,183,2013/5/10 0:00
河北省,廊坊市,131000,,,,146,33,30,0.641,100,82,80,208,2013/5/11 0:00
河北省,廊坊市,131000,,,,112,35,43,0.939,97,89,60,166,2013/5/12 0:00
河北省,廊坊市,131000,,,,172,102,55,2.799,120,84,117,270,2013/5/13 0:00
河北省,廊坊市,131000,,,,152,19,38,0.632,116,83,87,230,2013/5/14 0:00
河北省,廊坊市,131000,,,,123,35,32,1.047,137,98,72,172,2013/5/15 0:00
河北省,廊坊市,131000,,,,111,40,39,1.047,149,122,83,149,2013/5/16 0:00
河北省,廊坊市,131000,,,,146,42,43,1.266,150,135,109,205,2013/5/17 0:00
河北省,廊坊市,131000,,,,145,39,17,1.067,146,133,104,164,2013/5/18 0:00
河北省,廊坊市,131000,,,,142,21,13,0.793,93,123,88,186,2013/5/19 0:00
河北省,廊坊市,131000,,,,115,17,17,0.446,107,85,62,168,2013/5/20 0:00
河北省,廊坊市,131000,,,,152,45,27,3.199,155,97,102,237,2013/5/21 0:00
河北省,廊坊市,131000,,,,111,41,25,0.987,121,112,68,157,2013/5/22 0:00
河北省,廊坊市,131000,,,,139,69,54,1.917,178,115,100,214,2013/5/23 0:00
河北省,廊坊市,131000,,,,199,43,52,1.775,147,135,145,286,2013/5/24 0:00
河北省,廊坊市,131000,,,,99,59,37,1.469,154,117,64,144,2013/5/25 0:00
河北省,廊坊市,131000,,,,135,43,24,1.594,59,103,111,149,2013/5/26 0:00
河北省,廊坊市,131000,,,,87,23,17,1.242,86,48,68,94,2013/5/27 0:00
河北省,廊坊市,131000,,,,97,14,23,0.89,53,74,78,108,2013/5/28 0:00
河北省,廊坊市,131000,,,,66,9,14,0.258,103,47,21,81,2013/5/29 0:00
河北省,廊坊市,131000,,,,111,50,25,0.846,136,96,62,172,2013/5/30 0:00
河北省,廊坊市,131000,,,,102,35,16,0.867,141,126,67,149,2013/5/31 0:00
河北省,廊坊市,131000,,,,122,25,21,0.777,136,129,78,163,2013/6/1 0:00
