province,city,city_code,level,index,pollutions,aqi,so2_24h,no2_24h,co_24h,o3_24h,o3_8h_24h,pm2_5_24h,pm10_24h,pubtime
河北省,廊坊市,131000,,,,122,25,21,0.777,136,129,78,163,2013/6/1 0:00
河北省,廊坊市,131000,,,,199,45,28,1.395,114,118,154,223,2013/6/2 0:00
河北省,廊坊市,131000,,,,161,45,34,1.562,161,101,119,206,2013/6/3 0:00
河北省,廊坊市,131000,,,,141,34,22,1.261,92,147,105,175,2013/6/4 0:00
河北省,廊坊市,131000,,,,139,14,20,1.16,62,82,105,151,2013/6/5 0:00
河北省,廊坊市,131000,,,,192,24,34,2.347,31,42,150,222,2013/6/6 0:00
河北省,廊坊市,131000,,,,135,20,25,1.54,48,22,103,147,2013/6/7 0:00
河北省,廊坊市,131000,,,,158,27,26,1.151,78,43,120,166,2013/6/8 0:00
河北省,廊坊市,131000,,,,61,12,21,0.553,53,51,43,62,2013/6/9 0:00
河北省,廊坊市,131000,,,,47,9,27,0.495,120,46,29,49,2013/6/10 0:00
河北省,廊坊市,131000,,,,86,17,19,0.721,143,95,61,98,2013/6/11 0:00
河北省,廊坊市,131000,,,,76,26,16,0.858,174,119,55,83,2013/6/12 0:00
河北省,廊坊市,131000,,,,122,29,23,0.972,211,149,90,163,2013/6/13 0:00
河北省,廊坊市,131000,,,,135,35,22,1.035,210,178,100,186,2013/6/14 0:00
河北省,廊坊市,131000,,,,164,38,33,1.238,223,189,126,214,2013/6/15 0:00
河北省,廊坊市,131000,,,,228,34,42,2.565,77,199,181,256,2013/6/16 0:00
河北省,廊坊市,131000,,,,119,16,21,1.417,141,47,90,114,2013/6/17 0:00
河北省,廊坊市,131000,,,,172,14,29,1.611,150,126,131,187,2013/6/18 0:00
河北省,廊坊市,131000,,,,83,14,23,0.866,183,126,51,102,2013/6/19 0:00
河北省,廊坊市,131000,,,,141,40,39,1.681,116,173,102,207,2013/6/20 0:00
河北省,廊坊市,131000,,,,95,14,18,0.672,138,87,69,111,2013/6/21 0:00
河北省,廊坊市,131000,,,,122,9,19,1.142,74,118,92,106,2013/6/22 0:00
河北省,廊坊市,131000,,,,96,10,14,0.956,160,51,71,88,2013/6/23 0:00
河北省,廊坊市,131000,,,,145,14,18,1.309,172,150,109,145,2013/6/24 0:00
河北省,廊坊市,131000,,,,156,11,19,1.482,88,161,120,145,2013/6/25 0:00
河北省,廊坊市,131000,,,,147,10,15,1.075,155,63,112,152,2013/6/26 0:00
河北省,廊坊市,131000,,,,239,22,22,1.808,218,137,193,248,2013/6/27 0:00
河北省,廊坊市,131000,,,,272,14,17,1.598,112,166,222,277,2013/6/28 0:00
河北省,廊坊市,131000,,,,128,11,18,1.479,101,98,96,130,2013/6/29 0:00
河北省,廊坊市,131000,,,,187,13,18,1.601,143,86,144,194,2013/6/30 0:00
河北省,廊坊市,131000,,,,155,11,19,1.332,86,120,117,154,2013/7/1 0:00
