province,city,city_code,level,index,pollutions,aqi,so2_24h,no2_24h,co_24h,o3_24h,o3_8h_24h,pm2_5_24h,pm10_24h,pubtime
河北省,张家口市,131200,,,,58.0,34.0,33.0,0.937,126.0,113.0,21.0,69.0,2013-05-01 00:00:00
河北省,张家口市,131200,,,,76.0,51.0,36.0,1.181,166.0,101.0,39.0,99.0,2013-05-02 00:00:00
河北省,张家口市,131200,,,,87.0,54.0,40.0,1.45,173.0,129.0,59.0,106.0,2013-05-03 00:00:00
河北省,张家口市,131200,,,,84.0,47.0,39.0,1.334,209.0,160.0,57.0,105.0,2013-05-04 00:00:00
河北省,张家口市,131200,,,,96.0,57.0,42.0,1.391,215.0,189.0,62.0,122.0,2013-05-05 00:00:00
河北省,张家口市,131200,,,,91.0,42.0,35.0,1.352,176.0,184.0,59.0,119.0,2013-05-06 00:00:00
河北省,张家口市,131200,,,,78.0,40.0,30.0,1.143,194.0,166.0,41.0,99.0,2013-05-07 00:00:00
河北省,张家口市,131200,,,,91.0,57.0,27.0,1.271,206.0,172.0,61.0,115.0,2013-05-08 00:00:00
河北省,张家口市,131200,,,,39.0,35.0,21.0,0.949,129.0,179.0,17.0,40.0,2013-05-09 00:00:00
河北省,张家口市,131200,,,,42.0,28.0,22.0,0.862,125.0,90.0,23.0,38.0,2013-05-10 00:00:00
河北省,张家口市,131200,,,,49.0,26.0,20.0,0.761,97.0,96.0,18.0,52.0,2013-05-11 00:00:00
河北省,张家口市,131200,,,,95.0,46.0,30.0,0.883,164.0,94.0,22.0,138.0,2013-05-12 00:00:00
河北省,张家口市,131200,,,,241.0,35.0,26.0,0.902,131.0,123.0,54.0,364.0,2013-05-13 00:00:00
河北省,张家口市,131200,,,,77.0,17.0,17.0,0.474,119.0,114.0,18.0,95.0,2013-05-14 00:00:00
河北省,张家口市,131200,,,,83.0,36.0,26.0,0.881,173.0,108.0,25.0,113.0,2013-05-15 00:00:00
河北省,张家口市,131200,,,,116.0,39.0,29.0,1.043,218.0,158.0,36.0,179.0,2013-05-16 00:00:00
河北省,张家口市,131200,,,,129.0,40.0,34.0,1.049,171.0,186.0,77.0,169.0,2013-05-17 00:00:00
河北省,张家口市,131200,,,,176.0,48.0,35.0,1.185,254.0,159.0,82.0,269.0,2013-05-18 00:00:00
河北省,张家口市,131200,,,,191.0,18.0,23.0,0.588,147.0,217.0,50.0,279.0,2013-05-19 00:00:00
河北省,张家口市,131200,,,,84.0,23.0,31.0,0.445,144.0,104.0,30.0,112.0,2013-05-20 00:00:00
河北省,张家口市,131200,,,,133.0,41.0,45.0,0.904,124.0,116.0,58.0,214.0,2013-05-21 00:00:00
河北省,张家口市,131200,,,,142.0,31.0,32.0,0.901,243.0,106.0,76.0,230.0,2013-05-22 00:00:00
河北省,张家口市,131200,,,,116.0,34.0,36.0,0.957,161.0,213.0,50.0,174.0,2013-05-23 00:00:00
河北省,张家口市,131200,,,,33.0,31.0,29.0,0.606,53.0,94.0,16.0,30.0,2013-05-24 00:00:00
河北省,张家口市,131200,,,,63.0,38.0,36.0,0.75,108.0,41.0,28.0,69.0,2013-05-25 00:00:00
河北省,张家口市,131200,,,,92.0,39.0,33.0,0.974,117.0,103.0,61.0,106.0,2013-05-26 00:00:00
河北省,张家口市,131200,,,,59.0,38.0,31.0,0.747,104.0,103.0,33.0,44.0,2013-05-27 00:00:00
河北省,张家口市,131200,,,,52.0,28.0,27.0,0.329,45.0,74.0,19.0,56.0,2013-05-28 00:00:00
河北省,张家口市,131200,,,,27.0,18.0,18.0,0.254,33.0,36.0,14.0,20.0,2013-05-29 00:00:00
河北省,张家口市,131200,,,,40.0,12.0,26.0,0.357,35.0,28.0,15.0,38.0,2013-05-30 00:00:00
河北省,张家口市,131200,,,,48.0,13.0,25.0,0.389,37.0,31.0,19.0,49.0,2013-05-31 00:00:00
河北省,张家口市,131200,,,,35.0,11.0,21.0,0.252,33.0,32.0,18.0,28.0,2013-06-01 00:00:00
