date,aqi,pm2.5,pm10,co,no2,so2,o3,class
20140425,100,75,141,1.2,56,46,138,2
20140426,64,43,78,1.3,32,11,92,2
20140427,98,73,114,2.3,50,31,76,2
20140428,78,55,105,1.3,55,25,96,2
20140429,93,69,132,1.3,60,36,136,2
20140430,105,76,137,1.2,53,36,165,3
20140501,107,80,159,1.3,41,45,168,3
20140502,58,29,65,0.7,21,5,106,2
20140503,97,40,143,1.0,36,21,98,2
20140504,72,29,94,0.7,20,4,76,2
20140505,60,32,69,1.0,40,19,86,2
20140506,95,71,140,1.4,58,51,94,2
20140507,99,74,114,1.6,43,22,108,2
20140508,81,60,88,1.5,52,26,104,2
20140509,76,52,101,1.4,49,31,106,2
20140510,62,39,74,1.1,44,19,99,2
20140511,44,29,21,1.1,26,8,88,1
20140512,63,46,71,1.3,37,22,111,2
20140513,90,67,129,1.2,54,35,135,2
20140514,65,31,80,0.7,33,11,85,2
20140515,114,75,179,1.4,63,42,86,3
20140516,109,76,167,1.8,61,42,107,3
20140517,74,53,97,1.5,65,26,90,2
20140518,98,66,128,1.3,58,56,158,2
20140519,141,108,183,1.7,50,45,140,3
20140520,156,119,174,1.8,41,24,124,4
20140521,204,154,215,2.1,65,36,141,5
20140522,149,114,176,1.3,56,25,124,3
20140523,130,99,169,1.4,53,40,156,3
20140524,96,72,108,1.1,46,17,119,2
20140525,146,112,172,1.2,47,13,82,3
20140526,82,47,114,1.2,53,32,102,2
20140527,128,66,205,1.3,51,27,92,3
20140528,81,46,112,1.1,59,25,114,2
20140529,107,61,133,1.3,61,36,168,3
20140530,126,96,197,2.1,66,50,189,3
20140531,157,120,213,2.2,73,34,155,4
20140601,86,64,114,1.5,26,15,126,2
20140602,59,30,53,1.1,21,11,111,2
20140603,71,51,83,1.4,38,21,125,2
20140604,92,68,109,1.8,53,34,138,2
20140605,107,40,67,1.3,32,20,168,3
20140606,97,73,122,1.5,41,36,112,2
20140607,47,17,27,0.8,28,6,94,1
20140608,81,58,98,1.2,49,30,137,2
20140609,109,49,78,1.3,41,20,170,3
20140610,79,58,84,1.5,38,17,120,2
20140611,101,76,89,1.5,37,17,137,3
20140612,103,71,100,1.8,46,26,163,3
20140613,73,39,83,1.6,48,24,128,2
20140614,126,38,73,1.3,43,19,189,3
20140615,115,72,130,1.4,43,24,177,3
20140616,141,108,137,1.4,26,14,184,3
20140617,122,93,124,1.7,36,20,164,3
20140618,130,99,129,1.9,47,17,136,3
20140619,101,76,101,1.6,47,22,102,3
20140620,54,31,50,1.2,36,12,105,2
20140621,69,43,64,1.0,31,14,123,2
20140622,93,46,73,1.0,39,11,151,2
20140623,111,38,61,1.2,39,19,172,3
20140624,120,52,94,1.4,45,30,182,3
20140625,97,73,109,1.4,54,29,137,2
20140626,140,101,128,1.6,40,18,204,3
20140627,80,28,63,0.9,39,10,136,2
20140628,78,40,88,1.3,57,29,133,2
20140629,111,54,145,1.6,68,30,172,3
20140630,127,54,114,1.4,49,36,190,3
20140701,118,78,140,1.4,46,38,180,3
20140702,93,59,82,1.2,30,10,151,2
20140703,149,114,136,1.6,42,32,155,3
20140704,177,134,156,1.8,57,7,127,4
20140705,134,103,137,1.9,58,10,151,3
20140706,125,87,109,1.2,33,19,187,3
20140707,133,63,100,1.2,41,41,196,3
20140708,150,115,156,1.5,40,21,187,3
20140709,72,34,94,1.3,62,18,110,2
20140710,114,32,84,1.5,37,25,175,3
20140711,141,74,115,1.6,31,22,205,3
20140712,138,92,140,2.6,38,34,202,3
20140713,111,71,106,1.6,41,26,172,3
20140714,136,62,133,1.4,59,40,200,3
20140715,119,41,74,1.0,22,20,181,3
20140716,116,88,115,1.3,37,26,153,3
20140717,98,54,76,1.3,32,12,157,2
20140718,120,91,123,1.2,36,8,166,3
20140719,111,83,114,1.1,30,10,172,3
20140720,88,51,87,1.0,24,14,145,2
20140721,85,63,98,1.2,30,10,137,2
20140722,63,31,75,1.4,54,18,71,2
20140723,63,27,66,1.5,43,23,116,2
20140724,73,53,96,1.8,51,22,97,2
20140725,106,63,116,2.3,45,32,167,3
20140726,123,67,110,1.4,33,29,185,3
20140727,128,97,139,1.4,33,29,178,3
20140728,149,114,149,1.4,30,23,190,3
20140729,165,125,179,1.9,34,34,170,4
20140730,117,89,124,1.8,33,14,156,3
20140731,115,87,112,1.6,34,20,123,3
20140801,80,59,87,1.4,33,12,82,2
20140802,64,46,77,1.1,32,16,116,2
20140803,86,64,122,2.0,48,23,127,2
20140804,85,63,84,2.5,38,13,91,2
20140805,59,30,51,1.4,37,13,111,2
20140806,80,59,102,1.9,56,26,130,2
20140807,71,45,91,1.7,47,30,114,2
20140808,86,48,112,1.8,57,36,143,2
20140809,76,43,88,1.1,36,14,131,2
20140810,115,49,98,1.4,32,21,176,3
20140811,87,51,103,1.4,44,23,144,2
20140812,82,50,114,2.2,63,45,138,2
20140813,48,25,48,1.2,31,10,86,1
20140814,89,38,60,1.1,35,14,147,2
20140815,108,49,96,1.4,44,28,169,3
20140816,134,102,171,1.8,55,31,179,3
20140817,73,42,80,1.3,28,16,127,2
20140818,79,58,92,1.4,36,23,120,2
20140819,97,68,105,1.7,40,29,156,2
20140820,101,76,124,1.5,36,32,146,3
20140821,131,100,157,1.6,35,25,149,3
20140822,88,62,126,1.6,40,19,134,2
20140823,111,84,131,1.7,34,22,117,3
20140824,63,32,60,1.5,29,10,116,2
20140825,54,24,59,1.3,33,14,92,2
20140826,80,53,110,1.0,53,18,109,2
20140827,106,75,162,1.0,68,19,139,3
20140828,108,82,139,1.0,44,21,100,3
20140829,89,66,85,0.9,24,9,102,2
20140830,101,76,100,0.9,30,14,97,3
20140831,63,45,58,1.2,25,7,65,2
20140901,89,66,85,1.3,29,11,78,2
20140902,51,36,39,0.9,18,7,64,2
20140903,37,15,33,0.7,22,9,73,1
20140904,60,33,71,0.8,29,17,89,2
20140905,81,60,95,1.0,29,22,118,2
20140906,133,101,130,1.0,34,17,121,3
20140907,150,115,137,1.2,34,18,109,3
20140908,60,43,71,0.8,23,10,75,2
20140909,69,25,58,1.0,29,15,123,2
20140910,61,30,72,0.9,39,12,110,2
20140911,70,45,90,1.0,41,28,80,2
20140912,70,51,74,1.0,36,13,55,2
20140913,89,53,87,1.4,42,26,147,2
20140914,94,70,111,1.6,59,24,94,2
20140915,57,35,65,1.4,48,20,52,2
20140916,91,67,113,1.4,55,36,65,2
20140917,53,38,54,1.1,35,22,69,2
20140918,87,65,98,2.0,58,30,120,2
20140919,90,67,95,1.2,40,29,98,2
20140920,120,91,127,1.7,48,34,72,3
20140921,63,45,77,1.4,41,21,85,2
20140922,79,58,97,1.5,48,27,111,2
20140923,110,83,106,2.9,49,27,58,3
20140924,56,40,58,2.0,41,31,37,2
20140925,66,48,72,1.6,51,27,116,2
20140926,136,104,151,2.0,50,44,114,3
20140927,95,71,100,1.2,43,13,72,2
20140928,66,37,83,0.7,51,14,48,2
20140929,82,61,106,1.1,43,20,35,2
20140930,47,19,47,0.9,36,18,33,1
20141001,95,71,99,0.9,48,33,48,2
20141002,103,77,82,1.1,41,13,47,3
20141003,87,64,74,1.3,32,15,70,2
20141004,48,34,44,0.8,22,8,53,1
20141005,49,32,49,1.0,27,7,57,1
20141006,55,31,61,0.7,41,11,58,2
20141007,133,101,165,1.3,58,28,103,3
20141008,212,162,222,1.2,64,28,96,5
20141009,222,172,222,1.4,69,30,98,5
20141010,231,181,229,1.6,63,26,104,5
20141011,131,100,133,1.2,50,13,70,3
20141012,42,17,42,0.5,25,5,41,1
20141013,55,26,60,0.6,33,9,47,2
20141014,110,83,131,0.9,54,26,58,3
20141015,110,83,141,0.9,43,17,49,3
20141016,71,35,91,0.8,45,14,52,2
20141017,153,117,232,1.3,76,29,63,4
20141018,212,162,260,1.4,79,28,75,5
20141019,188,142,194,1.3,57,22,40,4
20141020,165,126,154,1.2,39,12,33,4
20141021,60,27,69,0.8,36,17,30,2
20141022,73,43,95,0.8,53,17,23,2
20141023,213,163,234,1.2,64,19,14,5
20141024,285,235,296,1.3,60,12,29,5
20141025,262,212,268,1.9,70,9,12,5
20141026,159,121,189,1.6,43,10,37,4
20141027,59,24,68,0.7,39,12,34,2
20141028,63,36,75,0.8,54,13,40,2
20141029,136,104,166,1.3,78,39,51,3
20141030,190,143,202,1.8,97,48,33,4
20141031,191,143,178,1.8,76,24,31,4
20141101,153,117,150,1.7,67,14,38,4
20141102,51,20,53,0.6,33,8,58,2
20141103,91,67,107,1.2,62,34,56,2
20141104,105,79,142,1.3,63,45,69,3
20141105,103,77,131,1.3,66,35,55,3
20141106,50,21,51,1.1,34,19,52,1
20141107,57,37,64,1.2,49,24,32,2
20141108,82,61,81,1.1,50,23,66,2
20141109,156,119,144,1.8,65,26,67,4
20141110,224,174,192,2.2,79,45,90,5
20141111,126,96,133,1.2,47,17,52,3
20141112,61,14,73,0.6,25,14,66,2
20141113,66,41,81,1.2,56,37,57,2
20141114,85,63,109,1.9,73,68,43,2
20141115,104,78,127,1.9,81,91,39,3
20141116,113,86,103,1.4,53,51,37,3
20141117,53,29,57,1.0,50,39,54,2
20141118,177,134,181,2.4,83,104,29,4
20141119,189,142,177,2.0,84,103,40,4
20141120,240,190,245,2.6,92,84,21,5
20141121,422,383,483,5.2,171,97,22,6
20141122,142,109,144,2.1,83,62,34,3
20141123,174,132,184,2.6,88,65,13,4
20141124,154,118,159,2.7,74,56,26,4
20141125,96,72,119,1.5,73,52,34,2
20141126,307,257,311,2.8,88,94,22,6
20141127,249,199,259,3.0,70,68,22,5
20141128,132,101,149,2.3,64,67,33,3
20141129,242,192,225,2.8,70,69,9,5
20141130,153,117,250,1.9,45,48,58,4
20141201,78,21,106,1.1,27,33,58,2
20141202,54,31,57,1.2,47,51,20,2
20141203,65,22,80,0.8,30,31,52,2
20141204,58,23,66,0.9,36,43,54,2
20141205,61,40,72,1.1,45,45,41,2
20141206,160,122,165,2.9,85,94,17,4
20141207,97,73,93,2.3,59,61,22,2
20141208,106,80,115,2.2,64,67,32,3
20141209,206,156,184,2.7,80,123,11,5
20141210,194,145,188,2.0,54,55,43,4
