obj,day,aqi-bj-1,pm2.5-bj-1,pm10-bj-1,co-bj-1,no2-bj-1,so2-bj-1,o3-bj-1,aqi-lf-1,pm2.5-lf-1,pm10-lf-1,co-lf-1,no2-lf-1,so2-lf-1,o3-lf-1,aqi-ts-1,pm2.5-ts-1,pm10-ts-1,co-ts-1,no2-ts-1,so2-ts-1,o3-ts-1,aqi-tj-1,pm2.5-tj-1,pm10-tj-1,co-tj-1,no2-tj-1,so2-tj-1,o3-tj-1,aqi-zjk-1,pm2.5-zjk-1,pm10-zjk-1,co-zjk-1,no2-zjk-1,so2-zjk-1,o3-zjk-1,aqi-cd-1,pm2.5-cd-1,pm10-cd-1,co-cd-1,no2-cd-1,so2-cd-1,o3-cd-1,OvallGrd-bj-1,pm25Scr-bj-1,pm25Grd-bj-1,pm10Scr-bj-1,pm10Grd-bj-1,no2Scr-bj-1,no2Grd-bj-1,pollute-bj-1,OvallGrd-lf-1,pm25Scr-lf-1,pm25Grd-lf-1,pm10Scr-lf-1,pm10Grd-lf-1,pollute-lf-1,aqi-bj-1-s2,aqi-bj-1-s3,aqi-bj-1-sq,no2Grd-bj-1-s2,no2Grd-bj-1-s3,no2Grd-bj-1-sq,OvallGrd-bj-1-s2,OvallGrd-bj-1-s3,OvallGrd-bj-1-sq,pollute-bj-1-s2,pollute-bj-1-s3,pollute-bj-1-sq,no2Scr-bj-1-s2,no2Scr-bj-1-s3,no2Scr-bj-1-sq,pm2.5-bj-1-s2,pm2.5-bj-1-s3,pm2.5-bj-1-sq,pm25Grd-bj-1-s2,pm25Grd-bj-1-s3,pm25Grd-bj-1-sq,pm10Grd-bj-1-s2,pm10Grd-bj-1-s3,pm10Grd-bj-1-sq,pm10-bj-1-s2,pm10-bj-1-s3,pm10-bj-1-sq,year_2013,year_2014,year_2015,year_2016,year_2017,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,class-aqi_1,class-aqi_2,class-aqi_3,class-aqi_4,class-aqi_5,class-aqi_6,class-bj-1_1,class-bj-1_2,class-bj-1_3,class-bj-1_4,class-bj-1_5,class-bj-1_6,class-lf-1_1,class-lf-1_2,class-lf-1_3,class-lf-1_4,class-lf-1_5,class-lf-1_6,class-ts-1_1,class-ts-1_2,class-ts-1_3,class-ts-1_4,class-ts-1_5,class-ts-1_6,class-tj-1_1,class-tj-1_2,class-tj-1_3,class-tj-1_4,class-tj-1_5,class-tj-1_6,class-zjk-1_1,class-zjk-1_2,class-zjk-1_3,class-zjk-1_4,class-zjk-1_5,class-zjk-1_6,class-cd-1_1,class-cd-1_2,class-cd-1_3,class-cd-1_4,class-cd-1_5,class-cd-1_6,SimpClass-cd-1_1,SimpClass-cd-1_2,SimpClass-cd-1_3,SimpClass-cd-1_4,SimpClass-lf-1_1,SimpClass-lf-1_2,SimpClass-lf-1_3,SimpClass-lf-1_4,SimpClass-lf-1_5,SimpClass-tj-1_1,SimpClass-tj-1_2,SimpClass-tj-1_3,SimpClass-tj-1_4,SimpClass-ts-1_1,SimpClass-ts-1_2,SimpClass-ts-1_3,SimpClass-ts-1_4,SimpClass-zjk-1_1,SimpClass-zjk-1_2,SimpClass-zjk-1_3,class-bj-1-s2_1,class-bj-1-s2_4,class-bj-1-s2_9,class-bj-1-s2_16,class-bj-1-s2_25,class-bj-1-s2_36,class-bj-1-s3_1,class-bj-1-s3_8,class-bj-1-s3_27,class-bj-1-s3_64,class-bj-1-s3_125,class-bj-1-s3_216,class-bj-1-sq_1.0,class-bj-1-sq_1.41421356237,class-bj-1-sq_1.73205080757,class-bj-1-sq_2.0,class-bj-1-sq_2.2360679775,class-bj-1-sq_2.44948974278
5.549076085,23,4.859812404,4.59511985,4.804021045,1.098612289,4.394449155,3.688879454,26,5.147494477,4.875197323,5.198497031,1.098612289,4.110873864,4.219507705,28,4.976733742,4.709530201,5.117993812,1.193922468,4.394449155,4.343805422,40,4.770684624,4.48863637,4.8978398,1.064710737,4.17438727,4.219507705,40,4.127134385,3.63758616,4.276666119,0.955511445,3.465735903,4.369447852,49,4.204692619,3.737669618,4.418840608,0.916290732,3.912023005,4.143134726,41,5.953243334,9.437077459,5.686975356,9.647885374,5.897153868,9.23415455,5.484796933,5.462983988,6.529418838,10.00924299,6.255750042,10.3346529,6.580639137,5.616771098,9.704121561,14.55609127,11.3137085,10.96129521,16.44191684,2.802871376,11.90129189,17.85192768,3.025092898,10.91748631,16.37620234,2.792586493,18.46811381,27.7021707,4.626862058,9.170039075,13.7549035,2.388716452,11.3671711,17.05073934,2.898473748,11.78881326,17.68320852,2.998356771,9.59164939,14.3873722,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.844187086,24,5.549076085,5.332718793,5.455321115,1.526056303,4.804021045,4.127134385,13,5.420534999,5.170483995,5.459585514,1.30833282,4.49980967,4.634728988,16,5.293304825,5.003946306,5.384495063,1.252762968,4.634728988,4.615120517,33,5.308267697,5.023880521,5.493061443,1.280933845,4.477336814,4.49980967,21,4.219507705,3.583518938,4.442651256,0.916290732,3.258096538,4.127134385,53,4.905274778,4.644390899,5.220355825,1.252762968,4.248495242,4.574710979,24,7.155396302,10.87307258,6.938284484,10.99623266,7.061334367,10.34100027,6.406879986,6.117876909,7.026426809,10.58091177,6.775366091,10.87144051,7.065613364,5.894953647,11.09037015,16.63553239,16,12.81045965,19.21568538,3.242465302,14.30923132,21.46384607,3.604875033,12.23134758,18.34701406,3.103754373,20.68193598,31.02290397,5.176149733,10.6557759,15.98362862,2.73129136,13.87462911,20.81194224,3.499340305,14.12095347,21.1814291,3.559115138,10.90209533,16.35311544,15.26433752,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5.187385806,25,4.844187086,4.574710979,4.983606622,1.098612289,4.262679877,3.526360525,26,5.278114659,4.990432587,5.308267697,1.193922468,4.143134726,4.007333185,29,5.141663557,4.86753445,5.347107531,1.504077397,4.369447852,4.934473933,39,4.983606622,4.718498871,5.187385806,1.223775432,4.189654742,3.988984047,38,4.204692619,3.610917913,4.406719247,0.955511445,3.496507561,4.189654742,56,4.127134385,3.583518938,4.304065093,0.693147181,3.871201011,3.761200116,42,5.937536205,9.400712767,5.666426688,9.813070382,6.077642243,9.084890521,5.351858133,5.513428746,6.66057515,10.2566413,6.371611847,10.57632998,6.690842277,5.729450221,9.6726268,14.50884622,11.22497216,10.69423774,16.0413227,2.74028353,11.86979539,17.80468261,3.017602473,11.01879306,16.52816508,2.816380322,18.16955431,27.25433145,4.552980227,9.128804884,13.6930457,2.379357132,11.32593302,16.98888148,2.888735016,12.15069735,18.22603811,3.084505388,9.953515046,14.93020156,12.04159458,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.905274778,26,5.187385806,4.905274778,4.615120517,0.993251773,4.127134385,2.833213344,25,4.770684624,4.49980967,4.727387819,0.916290732,3.663561646,3.401197382,31,5.093750201,4.820281566,5.147494477,1.30833282,4.234106505,4.418840608,37,4.65396035,4.369447852,4.762173935,1.098612289,3.988984047,4.219507705,35,4.574710979,4.290459441,4.955827058,1.223775432,3.871201011,4.584967479,37,4.574710979,4.290459441,4.672828834,1.064710737,3.951243719,3.761200116,33,6.56948142,10.07966527,6.285998095,9.787009914,5.993961427,9.292749508,5.501258211,5.503296947,5.863631176,9.250906334,5.590986981,9.480749116,5.82008293,5.190732156,10.36359866,15.54535083,13.34166406,10.99435325,16.49150474,2.810636834,13.1361578,19.70423374,3.320830359,10.99844735,16.497646,2.811598823,18.58531484,27.87797224,4.655879721,9.79573529,14.69351982,2.531777267,12.5682718,18.85240249,3.184353686,11.98293534,17.97439366,3.044522438,9.210440367,13.81551156,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3.36729583,27,4.905274778,4.634728988,4.672828834,0.993251773,3.784189634,2.48490665,59,5.247024072,4.96284463,5.225746674,1.029619417,3.688879454,3.526360525,37,5.267858159,4.983606622,5.288267031,1.131402111,4.189654742,3.988984047,51,5.272999559,4.990432587,5.308267697,1.252762968,4.077537444,4.007333185,31,3.931825633,3.218875825,3.951243719,0.741937345,2.63905733,3.465735903,68,4.48863637,4.204692619,4.672828834,0.955511445,3.433987204,3.135494216,76,5.998936562,9.522885774,5.726847748,9.561349294,5.765191103,8.659213451,4.86753445,5.343768629,6.629363253,10.19761133,6.343880434,10.46213144,6.608000625,5.673323267,9.79573529,14.69351982,11.5758369,9.719684899,14.57943768,2.514288793,11.99291037,17.98935628,3.046897598,10.67798174,16.01693816,2.736482284,17.31807986,25.97711975,4.342607807,9.250041739,13.87491938,2.406900507,11.44718088,17.17075534,2.917384478,11.52411265,17.28615418,2.935586995,9.326967184,13.99031812,10.29563014,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.970291914,28,3.36729583,2.890371758,3.36729583,0.470003629,3.401197382,2.708050201,56,3.688879454,2.890371758,3.688879454,0.470003629,3.258096538,3.091042453,38,4.043051268,3.433987204,4.158883083,0.832909123,3.871201011,3.583518938,65,3.610917913,2.944438979,3.610917913,0.587786665,3.496507561,3.135494216,55,3.496507561,2.890371758,3.401197382,0.587786665,2.708050201,3.433987204,64,3.688879454,2.890371758,3.526360525,0.530628251,2.995732274,2.708050201,77,3.36729583,6.167516491,2.890371758,6.665683718,3.36729583,6.70073111,3.401197382,4.005513349,3.688879454,6.498282149,2.890371758,7.327780538,3.688879454,3.895893623,6.665683718,9.996659083,5.291502622,6.735780014,10.10192849,1.853977301,6.665683718,9.996659083,1.839199933,7.974605106,11.96139782,2.12126247,13.3990022,20.09850102,3.384241564,5.669880923,8.499843553,1.633760823,5.669880923,8.499843553,1.633760823,6.665683718,9.996659083,1.839199933,6.665683718,9.996659083,5.291502622,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4.454347296,29,3.970291914,3.63758616,3.871201011,0.693147181,3.912023005,3.091042453,41,4.477336814,4.189654742,4.553876892,1.064710737,4.007333185,4.025351691,23,4.454347296,4.158883083,4.709530201,1.252762968,4.077537444,4.317488114,54,4.454347296,4.158883083,4.700480366,1.064710737,4.248495242,4.418840608,23,3.912023005,3.295836866,3.912023005,0.693147181,3.218875825,4.127134385,57,3.988984047,3.401197382,4.043051268,0.78845736,3.713572067,3.583518938,52,4.65396035,7.562681247,4.317488114,7.801800402,4.553876892,7.843456404,4.59511985,4.606169686,5.164785974,8.640472208,4.875197323,9.009325173,5.241747015,4.950177325,7.902857191,11.85373827,7.211102551,9.170039075,13.7549035,2.388716452,9.28887425,13.93317359,2.415738676,9.192360702,13.78838935,2.393786689,15.68612819,23.52919205,3.941149051,7.222566019,10.83277348,1.957664019,8.608312785,12.91219775,2.262005284,9.086702732,13.62988555,2.369809976,7.700747795,11.55045244,6.8556546,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3.496507561,30,4.454347296,4.158883083,4.356708827,0.78845736,3.737669618,3.135494216,61,4.418840608,4.127134385,4.521788577,0.641853886,3.36729583,3.555348061,34,4.584967479,4.290459441,4.700480366,0.832909123,3.951243719,3.63758616,48,4.406719247,4.110873864,4.510859507,0.78845736,3.784189634,4.077537444,39,3.80666249,3.33220451,3.80666249,0.587786665,2.944438979,3.63758616,73,4.110873864,3.63758616,4.262679877,0.78845736,3.401197382,3.496507561,71,5.141663557,8.585972707,4.844187086,8.786609455,5.043425117,8.156510226,4.418840608,4.984291319,5.105945474,8.517793011,4.812184355,8.917712757,5.209486153,4.903792198,8.885440912,13.3279554,9.219544457,8.813587204,13.22015956,2.308108326,10.27163148,15.40739551,2.641796775,9.954893816,14.93226981,2.568462114,16.31244673,24.46866997,4.094909212,8.286521374,12.42940818,2.190228376,9.6726268,14.50884622,2.503480758,10.07394737,15.11085808,2.59597636,8.687779492,13.03141846,8.774964387,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3.761200116,31,3.496507561,2.564949357,3.091042453,0.405465108,3.295836866,2.564949357,63,3.784189634,2.944438979,3.784189634,0.530628251,3.465735903,3.218875825,39,4.025351691,3.36729583,4.127134385,0.741937345,3.688879454,3.401197382,68,3.80666249,2.995732274,3.80666249,0.470003629,3.526360525,3.401197382,53,3.583518938,3.091042453,3.583518938,0.587786665,2.708050201,3.583518938,65,3.663561646,2.833213344,3.526360525,0.587786665,2.944438979,2.48490665,75,3.496507561,5.953243334,2.564949357,6.51174533,3.091042453,6.725033642,3.295836866,3.756538103,3.784189634,6.652863029,2.944438979,7.522940918,3.784189634,3.977810746,6.932447892,10.39723823,5.656854249,6.517671273,9.774346508,1.808128023,6.932447892,10.39723823,1.895647038,7.466364847,11.19870271,2.010264539,13.44766633,20.17149732,3.395997559,4.976733742,7.455298486,1.496067988,4.976733742,7.455298486,1.496067988,6.091309882,9.133675287,1.719650264,6.091309882,9.133675287,4.582575695,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4.634728988,1,3.761200116,3.433987204,3.761200116,0.587786665,3.784189634,2.995732274,49,3.951243719,3.401197382,3.951243719,0.641853886,3.663561646,3.36729583,37,4.234106505,3.891820298,4.465908119,1.029619417,4.077537444,3.931825633,63,4.127134385,3.663561646,4.304065093,0.693147181,3.951243719,3.912023005,47,3.555348061,3.044522438,3.555348061,0.587786665,2.772588722,3.465735903,60,3.871201011,3.17805383,3.871201011,0.693147181,3.555348061,3.33220451,65,3.761200116,7.139660336,3.433987204,7.475905969,3.761200116,7.499423291,3.784189634,4.455509411,4.634728988,7.299797367,4.077537444,7.864035659,4.634728988,4.259859001,7.475905969,11.21302235,6.480740698,7.522940918,11.28361292,2.022532313,7.475905969,11.21302235,2.012331811,8.887792145,13.33148273,2.324832389,14.99773977,22.4966092,3.77269332,6.803505258,10.20362918,1.868292267,6.803505258,10.20362918,1.868292267,7.475905969,11.21302235,2.012331811,7.475905969,11.21302235,6.480740698,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5.225746674,2,4.634728988,4.356708827,4.59511985,1.064710737,4.219507705,3.737669618,27,5.220355825,4.941642423,5.170483995,1.360976553,4.343805422,4.418840608,14,5.147494477,4.875197323,5.278114659,1.223775432,4.584967479,4.532599493,45,5.187385806,4.912654886,5.327876169,1.30833282,4.510859507,4.663439094,24,4.143134726,3.688879454,4.317488114,0.875468737,3.555348061,4.521788577,54,4.219507705,3.761200116,4.454347296,0.875468737,3.850147602,3.891820298,42,5.726847748,8.968905551,5.446737372,9.210040327,5.686975356,8.829811749,5.308267697,5.246497618,6.602587892,10.14944879,6.32256524,10.37975279,6.552507887,5.634789603,9.250041739,13.87491938,10.09950494,10.60663457,15.90991485,2.719810568,11.44718088,17.17075534,2.917384478,10.48246357,15.72365347,2.6908423,17.65933089,26.4889963,4.426856715,8.687779492,13.03141846,2.279824463,10.88485416,16.32725321,2.784930014,11.3671711,17.05073934,2.898473748,9.170039075,13.7549035,9.899494937,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.036952602,3,5.225746674,4.941642423,5.056245805,1.252762968,4.477336814,4.060443011,15,5.459585514,5.220355825,5.442417711,1.435084525,4.49980967,4.795790546,15,5.288267031,5.003946306,5.393627546,1.335001067,4.744932128,4.96284463,38,5.117993812,4.844187086,5.198497031,1.131402111,4.605170186,4.852030264,19,4.510859507,4.189654742,4.882801923,1.193922468,4.043051268,5.003946306,26,4.574710979,4.290459441,4.905274778,1.16315081,4.127134385,4.418840608,32,6.608000625,10.15486865,6.32256524,10.27024648,6.43775165,9.686326073,5.855071922,5.731073335,7.065613364,10.6702801,6.825460036,10.893419,7.048386409,5.910796644,10.44074087,15.66106763,13.60147051,11.70441322,17.55660746,2.978319452,13.2133022,19.81995056,3.339426264,11.45565953,17.18347344,2.919389655,19.37252789,29.05879183,4.850983397,9.868999622,14.80342217,2.548650021,12.64153982,18.96230489,3.201918956,12.8723033,19.30845111,3.257326703,10.09975311,15.14956829,12.489996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3.610917913,4,5.036952602,4.770684624,4.382026635,1.064710737,4.127134385,3.401197382,69,5.141663557,4.86753445,5.111987788,1.029619417,4.143134726,3.970291914,36,5.298317367,5.010635294,5.332718793,1.131402111,4.510859507,4.369447852,49,5.303304908,5.017279837,5.332718793,1.223775432,4.477336814,4.691347882,37,4.17438727,3.258096538,4.356708827,0.955511445,3.610917913,4.584967479,79,4.736198448,4.454347296,4.976733742,1.029619417,3.891820298,4.077537444,82,6.418364936,9.792667717,6.150602768,9.399968504,5.758901774,9.141418927,5.501258211,5.355170178,6.523562306,9.99565644,6.248042875,10.24177956,6.49375384,5.568344504,10.06091856,15.09131404,12.36931688,10.99435325,16.49150474,2.810636834,12.83346723,19.25019685,3.247993122,10.70089317,16.05130607,2.741840101,18.28262358,27.42393536,4.580953855,9.524420918,14.28652243,2.469509878,12.29694116,18.4454049,3.119422611,11.51149444,17.26722667,2.932600167,8.739055923,13.10834559,8.888194417,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3.688879454,5,3.610917913,2.397895273,3.496507561,0.336472237,3.044522438,2.302585093,71,3.891820298,2.302585093,3.891820298,0.405465108,2.772588722,2.63905733,45,4.304065093,3.951243719,4.564348191,0.78845736,3.912023005,3.496507561,72,3.931825633,2.944438979,3.931825633,0.470003629,3.401197382,3.526360525,59,3.63758616,2.833213344,3.583518938,0.530628251,2.63905733,3.36729583,73,3.784189634,2.63905733,3.401197382,0.405465108,2.564949357,2.397895273,85,3.610917913,5.888877958,2.397895273,7.05012252,3.496507561,6.580639137,3.044522438,3.841600541,3.891820298,6.070737728,2.302585093,7.742835955,3.891820298,3.879499814,7.167809184,10.75057825,6,5.993961427,8.987321813,1.699669026,7.167809184,10.75057825,1.945910149,7.640296235,11.4597337,2.048051128,13.15850435,19.73775364,3.326215746,4.615120517,6.908754779,1.426062439,4.615120517,6.908754779,1.426062439,6.932447892,10.39723823,1.895647038,6.932447892,10.39723823,5.656854249,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4.48863637,6,3.688879454,3.33220451,3.583518938,0.530628251,3.761200116,2.833213344,70,3.891820298,3.33220451,3.891820298,0.530628251,3.401197382,3.218875825,47,4.043051268,3.433987204,4.127134385,0.641853886,3.80666249,3.33220451,77,3.970291914,3.33220451,4.007333185,0.587786665,3.737669618,3.610917913,58,3.63758616,3.044522438,3.63758616,0.641853886,3.044522438,3.80666249,73,3.80666249,3.091042453,3.688879454,0.587786665,3.36729583,3.135494216,87,3.688879454,6.960347729,3.33220451,7.21964204,3.583518938,7.401841579,3.761200116,4.343805422,3.891820298,7.167809184,3.33220451,7.742835955,3.891820298,4.195697056,7.327780538,10.9907018,6.244997998,7.475905969,11.21302235,2.012331811,7.327780538,10.9907018,1.980311299,8.661639796,12.9922023,2.273959038,14.8024629,22.20369379,3.725023629,6.593044534,9.887561402,1.823928522,6.593044534,9.887561402,1.823928522,7.111512116,10.66606751,1.933849104,7.111512116,10.66606751,5.916079783,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.63758616,7,4.48863637,4.189654742,4.369447852,1.029619417,4.290459441,3.433987204,45,5.141663557,4.86753445,5.141663557,1.064710737,4.143134726,4.343805422,35,4.96284463,4.700480366,5.147494477,1.029619417,4.33073334,4.276666119,52,4.927253685,4.663439094,5.123963979,1.131402111,4.304065093,4.634728988,32,3.80666249,3.044522438,3.80666249,0.641853886,2.890371758,3.80666249,68,4.094344562,3.555348061,4.234106505,0.78845736,3.828641396,3.737669618,58,5.176149733,8.651898894,4.875197323,8.834191318,5.056245805,8.754160749,4.976733742,5.102302483,6.523562306,9.99565644,6.248042875,10.27163148,6.523562306,5.583496309,8.954802753,13.43201191,9.38083152,9.939674823,14.90944023,2.564949357,10.34100027,15.51145217,2.657914073,10.19243982,15.28860378,2.623421507,17.50800589,26.2620088,4.38948618,8.349011198,12.52316545,2.204118289,9.735128071,14.60260381,2.517837934,10.09975311,15.14956829,2.601948373,8.713582005,13.07012859,8.831760866,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3.610917913,8,3.63758616,2.63905733,3.295836866,0.336472237,3.135494216,2.397895273,73,4.060443011,3.555348061,4.17438727,0.530628251,3.258096538,2.995732274,48,4.532599493,4.143134726,4.8978398,0.993251773,3.988984047,3.871201011,59,4.510859507,4.077537444,4.875197323,0.832909123,3.912023005,3.912023005,45,3.737669618,2.772588722,3.555348061,0.470003629,2.302585093,3.17805383,81,3.988984047,3.258096538,4.025351691,0.587786665,3.218875825,3.044522438,84,3.63758616,6.177944114,2.63905733,6.870053412,3.295836866,6.703188113,3.135494216,3.824284091,4.744932128,7.569927655,4.234106505,8.202208436,4.859812404,4.456670178,7.222566019,10.83277348,6.08276253,6.184148891,9.27322127,1.738783314,7.222566019,10.83277348,1.957664019,7.604914401,11.40663554,2.040347248,13.40392224,20.1058811,3.3854299,5.135798437,7.695303135,1.527262375,5.135798437,7.695303135,1.527262375,6.517671273,9.774346508,1.808128023,6.517671273,9.774346508,5.099019514,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4.96284463,9,3.610917913,3.218875825,3.496507561,0.470003629,3.433987204,2.890371758,71,3.737669618,2.944438979,3.737669618,0.470003629,3.258096538,3.091042453,43,3.891820298,3.091042453,3.891820298,0.530628251,3.401197382,2.772588722,71,3.761200116,2.772588722,3.761200116,0.530628251,3.401197382,3.091042453,59,3.663561646,3.17805383,3.663561646,0.641853886,2.995732274,3.761200116,70,3.737669618,2.772588722,3.295836866,0.470003629,2.995732274,2.772588722,82,3.610917913,6.762729507,3.218875825,7.05012252,3.496507561,6.985641818,3.433987204,4.183575696,3.737669618,6.605297921,2.944438979,7.427738841,3.737669618,3.947390149,7.167809184,10.75057825,6,6.803505258,10.20362918,1.868292267,7.167809184,10.75057825,1.945910149,8.336668419,12.50464694,2.201372908,13.9694335,20.95414896,3.52233341,6.357842267,9.534233826,1.774779367,6.357842267,9.534233826,1.774779367,6.932447892,10.39723823,1.895647038,6.932447892,10.39723823,5.656854249,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
