pm,day,aqi-bj-1,pm2.5-bj-1,pm10-bj-1,co-bj-1,no2-bj-1,so2-bj-1,o3-bj-1,aqi-lf-1,pm2.5-lf-1,pm10-lf-1,co-lf-1,no2-lf-1,so2-lf-1,o3-lf-1,aqi-ts-1,pm2.5-ts-1,pm10-ts-1,co-ts-1,no2-ts-1,so2-ts-1,o3-ts-1,aqi-tj-1,pm2.5-tj-1,pm10-tj-1,co-tj-1,no2-tj-1,so2-tj-1,o3-tj-1,aqi-zjk-1,pm2.5-zjk-1,pm10-zjk-1,co-zjk-1,no2-zjk-1,so2-zjk-1,o3-zjk-1,aqi-cd-1,pm2.5-cd-1,pm10-cd-1,co-cd-1,no2-cd-1,so2-cd-1,o3-cd-1,EVP,GST-mean,GST-max,GST-min,PRE-208,PRE-820,PRE-2020,PRS-mean,PRS-max,PRS-min,RHU-mean,RHU-min,SSD,TEM-mean,TEM-max,TEM-min,WIN-mean,WIN-max,WIN-ext,year_2013,year_2014,year_2015,year_2016,year_2017,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,class-bj-1_1,class-bj-1_2,class-bj-1_3,class-bj-1_4,class-bj-1_5,class-bj-1_6,class-lf-1_1,class-lf-1_2,class-lf-1_3,class-lf-1_4,class-lf-1_5,class-lf-1_6,class-ts-1_1,class-ts-1_2,class-ts-1_3,class-ts-1_4,class-ts-1_5,class-ts-1_6,class-tj-1_1,class-tj-1_2,class-tj-1_3,class-tj-1_4,class-tj-1_5,class-tj-1_6,class-zjk-1_1,class-zjk-1_2,class-zjk-1_3,class-zjk-1_4,class-zjk-1_5,class-zjk-1_6,class-cd-1_1,class-cd-1_2,class-cd-1_3,class-cd-1_4,class-cd-1_5,class-cd-1_6,WD-max_1,WD-max_2,WD-max_3,WD-max_4,WD-max_5,WD-max_6,WD-max_7,WD-max_8,WD-max_9,WD-max_10,WD-max_11,WD-max_12,WD-max_13,WD-max_14,WD-max_15,WD-max_16,WD-ext_1,WD-ext_2,WD-ext_3,WD-ext_4,WD-ext_5,WD-ext_6,WD-ext_7,WD-ext_8,WD-ext_9,WD-ext_10,WD-ext_11,WD-ext_12,WD-ext_13,WD-ext_14,WD-ext_15,WD-ext_16
4.49980967,29,5.590986981,5.384495063,5.697093487,1.481604541,4.532599493,2.995732274,6,5.488937726,5.257495372,5.541263545,1.386294361,4.276666119,4.060443011,13,5.446737372,5.204006687,5.598421959,1.30833282,4.584967479,4.369447852,21,5.493061443,5.262690189,5.420534999,1.335001067,4.262679877,4.248495242,9,4.574710979,4.290459441,4.465908119,1.252762968,4.219507705,5.003946306,3.218875825,4.844187086,4.406719247,5.308267697,1.16315081,4.158883083,4.262679877,8,3,17,62,-44,0,0.693147181,0.693147181,10169,10181,10151,96,4.262679877,0,30,46,2,2.63905733,23,3.610917913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.397895273,30,4.990432587,4.49980967,5.488937726,0.832909123,3.713572067,2.302585093,55,5.099866428,4.700480366,5.627621114,0.955511445,3.737669618,3.258096538,50,4.96284463,4.691347882,5.370638028,0.916290732,4.043051268,3.610917913,58,5.036952602,4.770684624,5.525452939,1.064710737,3.828641396,3.891820298,58,4.204692619,2.995732274,4.418840608,0.470003629,2.48490665,3.135494216,4.262679877,4.941642423,4.094344562,5.433722004,0.78845736,3.433987204,3.218875825,53,41,36,135,-23,0.693147181,0,0.693147181,10195,10245,10159,41,2.302585093,26,40,79,-2,3.871201011,85,5.099866428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.564949357,1,3.988984047,2.397895273,4.060443011,0.405465108,2.944438979,1.945910149,53,4.189654742,2.890371758,4.382026635,0.405465108,3.36729583,2.995732274,50,4.219507705,3.33220451,4.430816799,0.470003629,3.555348061,2.564949357,64,4.369447852,3.091042453,4.672828834,0.741937345,3.33220451,3.526360525,58,3.465735903,2.708050201,3.465735903,0.530628251,2.302585093,3.044522438,4.143134726,4.430816799,2.995732274,4.762173935,0.182321557,1.945910149,1.609437912,52,35,-30,92,-79,0,0,0,10279,10303,10244,19,2.197224577,83,-33,-2,-54,3.713572067,96,5.220355825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.197224577,2,3.091042453,2.564949357,3.091042453,0.530628251,3.555348061,2.397895273,38,3.784189634,2.995732274,3.784189634,0.587786665,3.912023005,3.295836866,19,4.077537444,3.610917913,4.204692619,0.741937345,4.060443011,3.610917913,31,4.007333185,3.465735903,4.060443011,0.78845736,3.871201011,3.951243719,20,3.465735903,3.135494216,3.433987204,0.587786665,2.564949357,3.526360525,3.891820298,3.871201011,3.218875825,3.871201011,0.470003629,3.091042453,2.890371758,50,14,-50,103,-128,0,0,0,10242,10296,10202,25,2.944438979,81,-40,3,-95,3.135494216,45,4.382026635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.079441542,3,4.060443011,2.197224577,4.158883083,0.262364264,2.708050201,1.945910149,58,4.110873864,2.397895273,4.262679877,0.470003629,3.044522438,3.044522438,43,4.094344562,3.401197382,4.219507705,0.530628251,3.761200116,2.890371758,63,4.189654742,3.135494216,4.394449155,0.587786665,3.433987204,3.465735903,52,4.077537444,2.772588722,4.219507705,0.587786665,1.945910149,2.890371758,4.276666119,4.143134726,2.772588722,4.33073334,0.182321557,1.945910149,1.791759469,67,30,-36,97,-111,0,0,0,10227,10249,10210,19,2.397895273,72,-19,10,-61,3.713572067,70,4.844187086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.258096538,4,3.433987204,2.079441542,3.401197382,0.262364264,2.890371758,1.945910149,60,3.951243719,2.63905733,3.988984047,0.405465108,3.33220451,3.17805383,48,4.025351691,3.33220451,4.110873864,0.470003629,3.63758616,2.772588722,61,4.077537444,3.17805383,4.204692619,0.641853886,3.610917913,3.784189634,54,3.555348061,2.772588722,3.555348061,0.587786665,2.197224577,3.258096538,4.234106505,3.688879454,2.772588722,3.688879454,0.262364264,2.197224577,1.945910149,67,32,-29,101,-107,0,0,0,10237,10251,10220,15,2.48490665,84,-11,18,-39,3.526360525,67,4.8978398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.077537444,5,3.828641396,3.258096538,3.828641396,0.587786665,3.713572067,2.833213344,49,4.110873864,3.737669618,4.262679877,0.693147181,3.931825633,3.526360525,32,3.988984047,3.465735903,4.060443011,0.587786665,3.784189634,3.135494216,61,4.127134385,3.713572067,4.290459441,0.741937345,3.828641396,3.828641396,41,3.912023005,3.135494216,3.912023005,0.693147181,3.091042453,3.912023005,4.007333185,3.496507561,2.890371758,3.433987204,0.405465108,2.944438979,2.48490665,63,21,-45,141,-131,0,0,0,10235,10256,10210,22,2.564949357,85,-20,38,-69,2.944438979,50,4.33073334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.912023005,6,4.382026635,4.077537444,4.521788577,1.029619417,4.248495242,3.526360525,30,5.204006687,4.927253685,5.214935758,1.410986974,4.574710979,4.369447852,19,4.718498871,4.442651256,4.96284463,1.335001067,4.406719247,4.691347882,36,5.081404365,4.812184355,5.111987788,1.360976553,4.454347296,4.553876892,17,4.234106505,3.761200116,4.454347296,0.916290732,3.713572067,4.33073334,3.871201011,4.077537444,3.526360525,4.204692619,0.641853886,3.737669618,3.258096538,52,13,-41,148,-123,0,0,0,10224,10246,10209,36,2.833213344,54,-20,36,-66,2.564949357,30,3.931825633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.025351691,7,4.234106505,3.912023005,4.356708827,0.916290732,3.891820298,3.33220451,50,4.418840608,4.127134385,4.584967479,0.955511445,3.891820298,3.610917913,31,4.762173935,4.48863637,4.753590191,1.481604541,4.290459441,4.521788577,25,4.584967479,4.304065093,4.543294782,1.193922468,4.094344562,4.127134385,22,3.401197382,2.890371758,3.17805383,0.587786665,2.772588722,3.401197382,4.077537444,4.189654742,3.688879454,4.394449155,0.741937345,3.610917913,3.526360525,55,27,-3,136,-72,0,0,0,10228,10256,10211,44,2.708050201,64,11,52,-24,3.465735903,56,4.59511985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.384495063,8,4.343805422,4.025351691,4.394449155,0.832909123,4.110873864,3.433987204,37,4.356708827,4.060443011,4.521788577,0.916290732,4.219507705,4.077537444,30,5.267858159,4.983606622,5.187385806,1.887069649,4.465908119,4.634728988,34,4.672828834,4.394449155,4.753590191,1.16315081,4.17438727,4.219507705,32,3.663561646,3.295836866,3.663561646,0.832909123,3.433987204,4.234106505,3.891820298,4.077537444,3.465735903,4.189654742,0.641853886,3.663561646,3.526360525,47,19,-35,117,-110,0,0,0,10299,10318,10256,38,3.218875825,72,-6,42,-52,2.708050201,44,4.234106505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.852030264,9,5.590986981,5.384495063,5.638354669,1.757857918,4.691347882,4.189654742,9,5.645446898,5.451038454,5.666426688,1.609437912,4.65396035,4.912654886,8,5.828945618,5.669880923,5.97126184,2.557227311,4.804021045,5.433722004,15,5.332718793,5.056245805,5.220355825,1.30833282,4.394449155,4.820281566,11,4.276666119,3.931825633,4.543294782,1.30833282,4.094344562,5.030437921,3.36729583,4.48863637,4.060443011,4.844187086,0.955511445,4.060443011,3.970291914,14,8,-35,63,-103,0,0,0,10298,10331,10264,62,3.80666249,0,-20,5,-61,2.772588722,23,3.583518938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.044522438,10,5.129898715,4.852030264,5.379897354,1.252762968,4.127134385,3.36729583,59,5.298317367,5.010635294,5.429345629,1.029619417,3.970291914,3.610917913,42,5.370638028,5.105945474,5.429345629,1.280933845,4.369447852,3.970291914,38,5.272999559,4.983606622,5.241747015,1.098612289,4.007333185,4.025351691,43,4.49980967,3.663561646,4.859812404,0.875468737,3.433987204,3.871201011,4.219507705,4.744932128,4.465908119,5.105945474,0.955511445,3.828641396,3.433987204,57,26,-16,121,-89,0.693147181,0,0.693147181,10240,10271,10214,55,2.772588722,67,2,53,-44,3.433987204,77,4.9698133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.48490665,11,3.663561646,3.044522438,3.663561646,0.470003629,3.496507561,2.772588722,56,4.043051268,3.555348061,4.127134385,0.641853886,3.850147602,3.610917913,40,4.060443011,3.526360525,4.158883083,0.78845736,3.912023005,3.433987204,63,3.931825633,3.555348061,3.931825633,0.741937345,3.784189634,3.80666249,50,4.007333185,2.995732274,4.077537444,0.641853886,2.772588722,3.496507561,4.189654742,3.688879454,3.091042453,3.688879454,0.470003629,3.36729583,2.890371758,61,31,-11,149,-84,0,0,0,10275,10305,10242,30,2.944438979,74,-2,40,-30,3.218875825,59,4.644390899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.761200116,12,3.737669618,2.48490665,3.737669618,0.336472237,3.135494216,2.197224577,51,4.043051268,3.218875825,4.158883083,0.530628251,3.555348061,3.433987204,39,4.17438727,3.63758616,4.369447852,0.641853886,3.737669618,3.258096538,53,4.110873864,3.784189634,4.276666119,0.78845736,3.713572067,3.761200116,47,4.043051268,2.772588722,4.143134726,0.587786665,2.63905733,3.465735903,4.158883083,3.610917913,2.833213344,3.610917913,0.405465108,2.944438979,2.48490665,55,37,-17,124,-77,0,0,0,10244,10269,10219,21,2.708050201,83,2,34,-21,3.688879454,61,4.828313737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.418840608,13,4.189654742,3.761200116,4.394449155,0.741937345,3.912023005,3.218875825,33,4.553876892,4.262679877,4.736198448,0.993251773,4.189654742,4.17438727,29,4.852030264,4.584967479,5.030437921,1.360976553,4.317488114,4.49980967,32,4.663439094,4.382026635,4.770684624,1.029619417,4.17438727,4.262679877,29,4.110873864,3.258096538,4.276666119,0.78845736,3.401197382,4.17438727,3.912023005,4.060443011,3.555348061,4.189654742,0.741937345,3.713572067,3.555348061,38,22,-32,123,-98,0,0,0,10244,10263,10227,22,2.833213344,82,9,49,-31,3.091042453,49,4.49980967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.17438727,14,4.691347882,4.418840608,4.820281566,1.131402111,4.33073334,3.784189634,25,5.393627546,5.135798437,5.480638923,1.62924054,4.634728988,4.521788577,16,5.513428746,5.288267031,5.720311777,2.00148,4.804021045,5.356586275,16,5.225746674,4.94875989,5.176149733,1.252762968,4.343805422,4.634728988,25,4.304065093,3.526360525,4.574710979,0.875468737,3.737669618,4.418840608,3.737669618,4.356708827,3.931825633,4.644390899,0.955511445,3.931825633,3.891820298,22,7,-34,142,-126,0,0,0,10225,10243,10201,35,2.772588722,75,-5,62,-68,2.63905733,30,3.850147602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.079441542,15,4.465908119,4.17438727,4.770684624,0.916290732,3.80666249,3.33220451,58,5.18178355,4.905274778,5.433722004,1.360976553,4.158883083,4.127134385,41,4.927253685,4.663439094,5.081404365,1.609437912,4.025351691,4.477336814,53,5.187385806,4.905274778,5.332718793,1.335001067,4.110873864,4.262679877,47,4.17438727,3.135494216,4.369447852,0.587786665,2.564949357,3.36729583,4.077537444,4.248495242,3.663561646,4.48863637,0.741937345,3.401197382,3.465735903,58,35,-11,116,-74,0,0,0,10243,10298,10206,29,2.890371758,78,-2,31,-45,3.891820298,87,5.192956851,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.219507705,16,3.433987204,2.079441542,3.433987204,0.262364264,2.708050201,1.945910149,54,3.970291914,2.564949357,4.007333185,0.405465108,3.17805383,3.135494216,43,3.970291914,3.258096538,3.988984047,0.530628251,3.36729583,2.944438979,57,4.007333185,3.17805383,4.060443011,0.693147181,3.555348061,3.871201011,49,3.828641396,2.772588722,3.828641396,0.587786665,2.197224577,2.944438979,4.143134726,3.433987204,2.63905733,3.401197382,0.336472237,2.564949357,2.48490665,60,35,-34,86,-94,0,0,0,10277,10307,10259,22,2.890371758,80,-23,-3,-42,4.204692619,85,5.056245805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.9698133,17,4.510859507,4.219507705,4.718498871,0.955511445,4.158883083,3.526360525,52,4.663439094,4.382026635,4.836281907,1.064710737,3.970291914,4.219507705,28,4.605170186,4.317488114,4.86753445,1.098612289,4.262679877,4.477336814,51,4.615120517,4.33073334,4.859812404,1.029619417,4.204692619,4.304065093,37,4.043051268,3.295836866,4.143134726,0.78845736,3.433987204,4.158883083,4.110873864,4.094344562,3.555348061,4.234106505,0.78845736,3.761200116,3.912023005,53,21,-37,131,-122,0,0,0,10250,10272,10233,29,2.995732274,81,-15,54,-65,3.091042453,61,4.820281566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.465735903,18,5.252273428,4.9698133,5.272999559,1.589235205,4.543294782,4.382026635,9,5.480638923,5.247024072,5.517452896,1.609437912,4.189654742,4.276666119,7,5.225746674,4.941642423,5.342334252,1.568615918,4.454347296,4.9698133,16,5.549076085,5.332718793,5.673323267,1.410986974,4.672828834,4.795790546,12,4.828313737,4.521788577,5.298317367,1.30833282,4.219507705,5.293304825,3.295836866,4.682131227,4.394449155,5.093750201,1.193922468,4.219507705,4.369447852,13,9,-41,92,-108,0,0,0,10245,10277,10214,55,3.583518938,64,-20,21,-50,2.772588722,38,4.143134726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.302585093,19,3.970291914,3.465735903,4.007333185,0.693147181,3.526360525,2.708050201,61,4.905274778,4.634728988,5.093750201,1.16315081,3.583518938,3.555348061,39,5.187385806,4.905274778,5.342334252,1.589235205,4.356708827,4.510859507,34,5.129898715,4.859812404,5.147494477,1.223775432,4.110873864,4.219507705,49,4.143134726,3.044522438,4.304065093,0.587786665,2.63905733,3.496507561,4.127134385,4.430816799,4.127134385,4.727387819,0.955511445,3.555348061,3.526360525,67,28,-20,135,-113,0,0,0,10208,10252,10182,40,2.995732274,82,7,51,-50,3.433987204,65,4.844187086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.772588722,20,3.218875825,2.302585093,2.890371758,0.405465108,3.218875825,2.397895273,47,3.80666249,2.995732274,3.80666249,0.530628251,3.135494216,3.091042453,30,3.931825633,3.433987204,3.931825633,0.641853886,3.63758616,3.218875825,45,3.784189634,3.433987204,3.761200116,0.693147181,3.688879454,3.871201011,41,3.583518938,3.091042453,3.583518938,0.693147181,2.63905733,3.80666249,3.988984047,3.496507561,2.995732274,3.496507561,0.470003629,2.944438979,2.890371758,59,26,-39,125,-125,0,0,0,10264,10275,10241,24,2.772588722,83,-15,22,-56,3.295836866,53,4.624972813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.248495242,21,3.610917913,2.772588722,3.610917913,0.470003629,3.433987204,2.63905733,48,3.951243719,3.135494216,3.951243719,0.530628251,3.091042453,3.258096538,34,4.060443011,3.688879454,4.17438727,0.641853886,3.713572067,3.258096538,48,4.043051268,3.526360525,4.143134726,0.693147181,3.663561646,3.850147602,49,4.043051268,2.995732274,4.143134726,0.78845736,3.044522438,3.891820298,3.988984047,3.663561646,3.135494216,3.663561646,0.587786665,3.218875825,3.17805383,55,26,-45,111,-129,0,0,0,10240,10285,10200,24,2.890371758,78,-23,23,-63,3.36729583,60,4.700480366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.304065093,22,4.543294782,4.248495242,4.744932128,1.131402111,4.317488114,3.688879454,28,4.94875989,4.682131227,5.164785974,1.131402111,3.988984047,4.276666119,22,4.852030264,4.574710979,5.081404365,1.16315081,4.343805422,4.369447852,32,5.159055299,4.882801923,5.318119994,1.280933845,4.382026635,4.770684624,21,4.234106505,3.583518938,4.465908119,0.916290732,3.63758616,4.430816799,3.737669618,4.204692619,3.737669618,4.418840608,0.832909123,3.891820298,3.784189634,45,18,-40,160,-122,0,0,0,10198,10218,10182,34,2.944438979,75,2,94,-64,2.48490665,31,3.871201011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.564949357,23,4.59511985,4.304065093,4.709530201,1.223775432,4.356708827,3.912023005,22,5.493061443,5.262690189,5.575949103,1.458615023,4.382026635,4.510859507,9,5.463831805,5.225746674,5.609471795,1.568615918,4.718498871,4.990432587,15,5.472270674,5.236441963,5.513428746,1.30833282,4.584967479,4.836281907,15,4.110873864,3.610917913,4.262679877,0.832909123,3.401197382,4.248495242,3.828641396,4.454347296,4.143134726,4.795790546,1.064710737,4.094344562,4.110873864,20,16,-39,149,-115,0,0,0,10170,10191,10146,46,2.890371758,76,0,93,-49,2.397895273,31,3.850147602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.33220451,24,3.465735903,2.564949357,3.465735903,0.405465108,3.496507561,2.890371758,57,4.025351691,3.218875825,4.094344562,0.470003629,3.33220451,2.995732274,40,4.955827058,4.691347882,5.135798437,1.360976553,4.382026635,4.532599493,56,5.093750201,4.820281566,5.036952602,1.223775432,4.290459441,4.189654742,47,3.555348061,3.135494216,3.555348061,0.693147181,2.833213344,3.912023005,4.204692619,3.988984047,3.496507561,4.043051268,0.587786665,3.610917913,3.295836866,77,47,-3,138,-80,0,0,0,10270,10301,10180,24,2.890371758,84,31,62,-9,3.401197382,58,4.779123493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.753590191,25,3.784189634,3.33220451,3.784189634,0.693147181,3.988984047,3.135494216,53,4.477336814,4.189654742,4.634728988,0.875468737,3.761200116,3.784189634,37,4.33073334,4.025351691,4.615120517,1.029619417,4.234106505,4.007333185,37,4.736198448,4.454347296,4.736198448,1.131402111,4.189654742,4.369447852,49,3.988984047,3.401197382,4.043051268,0.78845736,3.17805383,4.204692619,4.025351691,4.110873864,3.583518938,4.276666119,0.741937345,3.912023005,3.496507561,55,21,-30,162,-110,0,0,0,10292,10313,10271,36,3.044522438,80,14,74,-44,2.397895273,37,4.234106505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
