pm,day,aqi-bj-1,pm2.5-bj-1,pm10-bj-1,co-bj-1,no2-bj-1,so2-bj-1,o3-bj-1,aqi-lf-1,pm2.5-lf-1,pm10-lf-1,co-lf-1,no2-lf-1,so2-lf-1,o3-lf-1,aqi-ts-1,pm2.5-ts-1,pm10-ts-1,co-ts-1,no2-ts-1,so2-ts-1,o3-ts-1,aqi-tj-1,pm2.5-tj-1,pm10-tj-1,co-tj-1,no2-tj-1,so2-tj-1,o3-tj-1,aqi-zjk-1,pm2.5-zjk-1,pm10-zjk-1,co-zjk-1,no2-zjk-1,so2-zjk-1,o3-zjk-1,aqi-cd-1,pm2.5-cd-1,pm10-cd-1,co-cd-1,no2-cd-1,so2-cd-1,o3-cd-1,EVP,GST-mean,GST-max,GST-min,PRE-208,PRE-820,PRE-2020,PRS-mean,PRS-max,PRS-min,RHU-mean,RHU-min,SSD,TEM-mean,TEM-max,TEM-min,WIN-mean,WIN-max,WIN-ext,year_2013,year_2014,year_2015,year_2016,year_2017,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,class-bj-1_1,class-bj-1_2,class-bj-1_3,class-bj-1_4,class-bj-1_5,class-bj-1_6,class-lf-1_1,class-lf-1_2,class-lf-1_3,class-lf-1_4,class-lf-1_5,class-lf-1_6,class-ts-1_1,class-ts-1_2,class-ts-1_3,class-ts-1_4,class-ts-1_5,class-ts-1_6,class-tj-1_1,class-tj-1_2,class-tj-1_3,class-tj-1_4,class-tj-1_5,class-tj-1_6,class-zjk-1_1,class-zjk-1_2,class-zjk-1_3,class-zjk-1_4,class-zjk-1_5,class-zjk-1_6,class-cd-1_1,class-cd-1_2,class-cd-1_3,class-cd-1_4,class-cd-1_5,class-cd-1_6,WD-max_1,WD-max_2,WD-max_3,WD-max_4,WD-max_5,WD-max_6,WD-max_7,WD-max_8,WD-max_9,WD-max_10,WD-max_11,WD-max_12,WD-max_13,WD-max_14,WD-max_15,WD-max_16,WD-ext_1,WD-ext_2,WD-ext_3,WD-ext_4,WD-ext_5,WD-ext_6,WD-ext_7,WD-ext_8,WD-ext_9,WD-ext_10,WD-ext_11,WD-ext_12,WD-ext_13,WD-ext_14,WD-ext_15,WD-ext_16
3.891820298,12,3.401197382,2.833213344,3.401197382,0.587786665,3.258096538,2.48490665,56,4.276666119,3.761200116,4.532599493,0.530628251,3.737669618,3.688879454,43,4.584967479,4.304065093,4.927253685,1.098612289,3.951243719,4.543294782,49,4.465908119,3.871201011,4.804021045,0.875468737,3.828641396,4.234106505,48,3.828641396,3.044522438,3.828641396,0.405465108,3.135494216,3.951243719,4.248495242,3.912023005,3.17805383,3.912023005,0.405465108,2.944438979,3.091042453,50,30,-39,124,-102,0,0,0,10173,10211,10122,26,2.63905733,85,-16,27,-42,3.526360525,70,4.852030264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.713572067,13,4.204692619,3.891820298,4.158883083,0.832909123,3.828641396,3.401197382,29,4.48863637,4.189654742,4.682131227,0.832909123,4.060443011,4.262679877,33,4.343805422,4.043051268,4.584967479,0.832909123,3.931825633,4.094344562,38,4.382026635,3.931825633,4.691347882,0.955511445,4.025351691,4.532599493,33,4.234106505,3.496507561,4.477336814,0.641853886,3.583518938,4.574710979,3.988984047,3.80666249,3.433987204,3.713572067,0.405465108,3.135494216,3.135494216,54,20,-56,130,-136,0,0,0,10219,10244,10197,31,2.833213344,74,-31,25,-78,3.091042453,49,4.343805422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.850147602,14,4.043051268,3.713572067,3.891820298,0.78845736,3.737669618,3.401197382,46,4.795790546,4.521788577,4.919980926,0.993251773,4.304065093,4.304065093,28,4.779123493,4.510859507,4.983606622,1.098612289,4.189654742,4.574710979,34,4.644390899,4.369447852,5.030437921,1.16315081,4.234106505,4.736198448,39,4.17438727,3.496507561,4.356708827,0.530628251,3.295836866,4.290459441,4.189654742,4.077537444,3.610917913,4.204692619,0.530628251,3.295836866,3.912023005,44,19,-29,152,-129,0,0,0,10244,10264,10211,28,2.708050201,74,-10,53,-57,3.044522438,55,4.564348191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.634728988,15,4.17438727,3.850147602,4.025351691,0.916290732,3.912023005,3.465735903,31,5.023880521,4.762173935,5.129898715,1.280933845,4.465908119,4.369447852,17,4.927253685,4.663439094,5.159055299,1.526056303,4.442651256,5.356586275,22,5.068904202,4.804021045,5.411646052,1.458615023,4.634728988,5.176149733,13,4.304065093,3.688879454,4.574710979,0.641853886,3.526360525,4.521788577,3.951243719,4.248495242,3.784189634,4.477336814,0.693147181,3.663561646,3.737669618,34,14,-39,140,-113,0,0,0,10292,10323,10264,31,2.772588722,76,-14,54,-60,2.48490665,32,3.931825633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.094344562,16,4.905274778,4.634728988,4.844187086,1.252762968,4.262679877,4.094344562,10,5.80814249,5.645446898,5.880532986,1.840549633,4.912654886,4.624972813,10,5.796057751,5.631211782,6.061456919,2.332143895,4.812184355,6.084499413,8,5.332718793,5.056245805,5.616771098,1.686398954,4.812184355,5.187385806,10,4.369447852,3.931825633,4.682131227,0.693147181,3.555348061,4.543294782,3.970291914,4.48863637,4.043051268,4.852030264,0.955511445,3.912023005,4.17438727,14,11,-35,79,-103,0,0,0,10271,10301,10249,41,3.401197382,55,-12,27,-50,2.397895273,21,3.465735903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.401197382,17,4.394449155,4.094344562,3.737669618,0.875468737,3.688879454,3.583518938,42,5.525452939,5.303304908,5.556828062,1.568615918,4.553876892,4.919980926,9,5.288267031,5.003946306,5.365976015,1.686398954,4.189654742,5.361292166,5,4.820281566,4.543294782,4.882801923,1.386294361,4.060443011,4.820281566,8,3.871201011,3.258096538,3.871201011,0.405465108,2.772588722,4.077537444,4.276666119,4.343805422,4.025351691,4.644390899,0.741937345,3.555348061,3.761200116,55,22,-22,87,-85,0,0,0,10289,10314,10263,49,3.218875825,11,-6,17,-32,2.995732274,43,4.290459441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.828641396,18,3.828641396,3.401197382,3.828641396,0.641853886,3.496507561,3.135494216,43,4.406719247,4.094344562,4.465908119,0.641853886,3.951243719,3.891820298,21,4.304065093,4.007333185,4.430816799,0.955511445,4.007333185,4.343805422,39,4.477336814,4.189654742,4.615120517,1.30833282,3.988984047,4.736198448,29,4.007333185,3.33220451,4.060443011,0.530628251,3.17805383,4.406719247,4.189654742,3.713572067,3.218875825,3.713572067,0.405465108,2.772588722,2.995732274,60,16,-59,119,-133,0,0,0,10289,10331,10250,37,3.218875825,77,-44,-3,-83,3.295836866,47,4.418840608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.433987204,19,4.158883083,3.828641396,4.110873864,0.78845736,3.931825633,3.433987204,35,4.510859507,4.219507705,4.564348191,0.741937345,4.043051268,4.025351691,24,4.394449155,4.094344562,4.510859507,0.955511445,4.007333185,4.356708827,38,4.615120517,4.33073334,4.828313737,1.223775432,4.143134726,4.795790546,27,3.988984047,3.258096538,4.043051268,0.530628251,3.17805383,4.382026635,4.189654742,3.931825633,3.33220451,3.931825633,0.470003629,3.401197382,3.496507561,59,13,-61,126,-143,0,0,0,10268,10283,10254,44,3.17805383,83,-45,15,-88,2.772588722,38,4.110873864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.127134385,20,3.828641396,3.433987204,3.828641396,0.741937345,3.850147602,3.36729583,47,4.510859507,4.219507705,4.644390899,0.832909123,4.143134726,3.931825633,35,4.941642423,4.682131227,5.049856007,1.30833282,4.276666119,4.919980926,28,4.736198448,4.454347296,4.934473933,1.280933845,4.234106505,4.8978398,32,4.007333185,3.433987204,4.060443011,0.530628251,3.135494216,4.304065093,4.158883083,3.951243719,3.401197382,3.988984047,0.530628251,3.526360525,3.465735903,64,17,-60,129,-142,0,0,0,10303,10318,10278,36,2.995732274,80,-28,28,-82,2.995732274,53,4.532599493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.912654886,21,4.418840608,4.127134385,4.406719247,0.955511445,4.248495242,3.784189634,30,4.736198448,4.465908119,4.744932128,0.832909123,4.418840608,4.204692619,23,5.220355825,4.941642423,5.236441963,1.458615023,4.49980967,4.997212274,17,4.727387819,4.442651256,4.94875989,1.16315081,4.290459441,4.934473933,25,4.094344562,3.496507561,4.219507705,0.641853886,3.465735903,4.430816799,4.219507705,4.17438727,3.828641396,4.369447852,0.641853886,3.828641396,3.713572067,48,14,-59,130,-140,0,0,0,10314,10334,10296,36,3.218875825,70,-24,26,-79,2.890371758,31,3.871201011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.844187086,22,5.192956851,4.912654886,5.187385806,1.335001067,4.564348191,4.219507705,14,5.894402834,5.746203191,5.888877958,1.481604541,4.762173935,4.9698133,9,5.762051383,5.590986981,5.846438775,1.686398954,4.795790546,5.429345629,14,5.493061443,5.262690189,5.616771098,1.410986974,4.49980967,5.220355825,16,4.33073334,3.912023005,4.615120517,0.741937345,3.610917913,4.49980967,3.970291914,4.584967479,4.276666119,4.9698133,1.064710737,4.060443011,4.343805422,23,8,-66,106,-122,0,0,0,10283,10302,10265,52,3.33220451,53,-33,20,-79,2.48490665,26,3.663561646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.393627546,23,5.117993812,4.844187086,5.117993812,1.360976553,4.510859507,4.143134726,30,5.762051383,5.590986981,5.780743516,1.481604541,4.882801923,4.844187086,19,5.883322388,5.733341277,5.966146739,1.931521412,4.852030264,5.513428746,14,5.752572639,5.579729826,6.008813185,1.85629799,4.844187086,5.564520407,12,4.382026635,3.891820298,4.691347882,0.641853886,3.218875825,4.127134385,4.043051268,4.574710979,4.234106505,4.96284463,1.029619417,4.060443011,4.290459441,29,11,-47,152,-130,0,0,0,10281,10305,10266,55,3.218875825,82,-27,53,-85,2.397895273,27,3.850147602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.135798437,24,5.598421959,5.393627546,5.59471138,1.757857918,4.820281566,4.553876892,10,5.926926026,5.783825182,5.97126184,1.808288771,5.023880521,5.010635294,11,5.129898715,4.859812404,5.220355825,1.547562509,4.430816799,5.272999559,18,5.429345629,5.18178355,5.552959585,1.686398954,4.574710979,5.111987788,20,4.644390899,4.356708827,5.017279837,0.832909123,3.891820298,4.795790546,3.951243719,4.753590191,4.477336814,5.117993812,1.252762968,4.17438727,4.442651256,13,7,-63,73,-125,0,0,0,10301,10326,10274,61,3.737669618,38,-27,23,-80,2.63905733,20,3.433987204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.397895273,25,5.393627546,5.135798437,5.393627546,1.458615023,4.553876892,4.189654742,54,6.045005314,5.948034989,6.192362489,1.722766598,4.912654886,4.564348191,22,5.811140993,5.648974238,5.948034989,1.648658626,4.86753445,5.209486153,8,5.918893854,5.774551546,6.137727054,1.648658626,4.709530201,5.365976015,16,4.691347882,4.127134385,5.111987788,0.741937345,3.36729583,4.262679877,4.143134726,4.955827058,4.691347882,5.288267031,1.252762968,4.094344562,4.17438727,48,14,-46,88,-112,0,0,0,10241,10278,10204,55,2.944438979,33,-16,52,-65,3.555348061,85,5.147494477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.833213344,26,3.433987204,2.397895273,3.044522438,0.336472237,3.091042453,2.302585093,59,4.007333185,2.63905733,4.077537444,0.262364264,3.218875825,2.63905733,48,4.189654742,3.583518938,4.382026635,0.741937345,3.688879454,3.688879454,48,3.465735903,2.833213344,3.465735903,0.741937345,3.526360525,3.871201011,45,3.891820298,3.17805383,3.891820298,0.470003629,2.944438979,3.931825633,4.17438727,3.583518938,2.564949357,3.555348061,0.336472237,2.63905733,2.833213344,70,37,-36,104,-94,0,0,0,10302,10320,10256,22,2.890371758,85,-19,15,-48,3.761200116,78,5.081404365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
