,pm,day,aqi-bj-1,pm2.5-bj-1,pm10-bj-1,no2-bj-1,so2-bj-1,o3-bj-1,aqi-lf-1,no2-lf-1,so2-lf-1,o3-lf-1,aqi-ts-1,no2-ts-1,so2-ts-1,o3-ts-1,pm2.5-tj-1,pm10-tj-1,co-tj-1,no2-tj-1,so2-tj-1,o3-tj-1,aqi-zjk-1,pm2.5-zjk-1,pm10-zjk-1,co-zjk-1,no2-zjk-1,so2-zjk-1,o3-zjk-1,aqi-cd-1,pm2.5-cd-1,pm10-cd-1,co-cd-1,no2-cd-1,so2-cd-1,o3-cd-1,EVP,GST-mean,GST-max,GST-min,PRS-mean,PRS-max,PRS-min,RHU-mean,RHU-min,SSD,TEM-max,TEM-min,WIN-mean,WIN-max,WD-max,WIN-ext,WD-ext,WD-max-sint,WIN-max-sin,WIN-max-cos,WIN-ext-sin,WIN-ext-cos,WIN-ext-sint,class-pm_1,class-pm_2,class-pm_3,class-pm_4,class-pm_5,class-pm_6,pollute-lf-1
0,4.174387269895637,2,4.962844630259907,4.700480365792417,4.9344739331306915,4.48863636973214,4.127134385045092,11,5.545177444479562,4.948759890378168,5.0369526024136295,12,5.902633333401366,4.762173934797756,5.056245805348308,13,5.564520407322694,6.042632833682381,1.5040773967762742,4.941642422609304,5.308267697401205,13,4.74493212836325,4.394449154672439,5.187385805840755,1.0647107369924282,4.31748811353631,4.836281906951478,3.5553480614894135,4.672828834461906,4.219507705176107,5.099866427824199,1.1939224684724346,4.04305126783455,4.5217885770490405,15,15.0,-11,220,-83,10151,10172,10129,47,2.995732273553991,79,115,-35,2.3978952727983707,22,4,3.58351893845611,2,0.5840872417395802,17.453773486407172,8.419035512031977,13.393920132778142,32.335783637895034,34.70057014808336,0,1,0,0,0,0,4.211178999953555
1,4.418840607796598,3,4.465908118654584,4.174387269895637,4.465908118654584,4.007333185232471,3.6635616461296463,45,5.0369526024136295,4.532599493153256,4.465908118654584,35,5.662960480135946,4.584967478670572,5.176149732573829,20,5.170483995038151,5.605802066295998,1.4350845252893227,4.718498871295094,4.969813299576001,31,4.430816798843313,3.828641396489095,4.770684624465665,0.7419373447293773,3.871201010907891,4.477336814478207,3.970291913552122,4.6443908991413725,4.30406509320417,5.056245805348308,1.0296194171811581,3.9889840465642745,4.174387269895637,17,27.0,27,240,-70,10177,10200,10153,42,2.833213344056216,82,147,-10,2.70805020110221,43,1,4.189654742026425,1,0.6238107163648714,37.23909236273086,43.0,0.0,65.0,56.291651245988504,0,0,1,0,0,0,3.7154240093360484
2,3.6888794541139363,4,4.700480365792417,4.418840607796598,4.624972813284271,4.143134726391533,3.7612001156935624,23,5.442417710521793,4.634728988229636,4.718498871295094,18,5.488937726156687,4.634728988229636,5.1647859739235145,15,5.420534999272286,5.8888779583328805,1.589235205116581,4.859812404361672,5.288267030694535,12,4.553876891600541,3.9318256327243257,4.9344739331306915,0.7884573603642702,3.9889840465642745,4.787491742782046,3.7376696182833684,4.584967478670572,4.127134385045092,4.983606621708336,1.0647107369924282,3.970291913552122,4.204692619390966,9,17.0,7,206,-73,10159,10179,10140,47,3.044522437723423,78,134,-16,2.4849066497880004,21,4,3.4965075614664802,4,0.5840872417395802,16.66042014611594,8.036352079666887,29.564145040361176,12.245869835682875,25.387306889319525,0,1,0,0,0,0,3.8383764652598473
3,4.859812404361672,5,4.04305126783455,3.6888794541139363,4.04305126783455,3.6635616461296463,3.4339872044851463,52,4.6913478822291435,4.143134726391533,4.31748811353631,35,4.605170185988092,4.007333185232471,4.795790545596741,31,4.574710978503383,5.214935757608986,1.1939224684724346,4.2626798770413155,4.624972813284271,26,4.127134385045092,3.4657359027997265,4.290459441148391,0.5306282510621704,3.4657359027997265,4.442651256490317,4.04305126783455,4.477336814478207,3.9318256327243257,4.8283137373023015,0.832909122935104,3.7376696182833684,3.9512437185814275,34,41.0,39,219,-52,10197,10231,10152,32,2.833213344056216,82,109,34,3.295836866004329,53,2,4.406719247264253,1,0.6888604362734987,52.54657765281195,48.9656152230982,0.0,81.0,70.14805770653952,0,0,0,1,0,0,3.258173458139977
4,5.488937726156687,6,5.135798437050262,4.859812404361672,5.093750200806762,4.3694478524670215,3.8918202981106265,15,5.337538079701318,4.454347296253507,4.532599493153256,16,4.948759890378168,4.2626798770413155,4.859812404361672,16,4.48863636973214,5.075173815233827,0.9555114450274363,4.2626798770413155,4.74493212836325,16,4.442651256490317,3.9889840465642745,4.787491742782046,0.7419373447293773,3.8066624897703196,4.543294782270004,3.713572066704308,4.553876891600541,3.784189633918261,4.941642422609304,0.9932517730102833,3.912023005428146,4.060443010546419,17,22.0,-3,177,-73,10160,10193,10135,50,3.332204510175204,68,99,-17,2.4849066497880004,34,11,3.9512437185814275,11,0.6759632927777782,32.84147809382833,24.04163056034262,36.062445840513924,36.06244584051393,49.26221714074249,0,0,0,0,1,0,4.26696645118873
5,5.159055299214529,7,5.676753802268282,5.488937726156687,5.655991810819852,4.59511985013459,4.174387269895637,6,6.059123195581797,4.976733742420574,4.59511985013459,9,5.638354669333745,4.394449154672439,5.605802066295998,8,5.5053315359323625,5.993961427306569,1.410986973710262,4.68213122712422,4.955827057601261,11,4.61512051684126,4.204692619390966,5.0106352940962555,0.832909122935104,4.02535169073515,4.912654885736052,3.58351893845611,4.727387818712341,4.110873864173311,5.1647859739235145,1.0986122886681098,4.007333185232471,4.204692619390966,11,7.0,-15,108,-75,10161,10178,10145,74,4.060443010546419,41,62,-20,2.70805020110221,27,5,3.7376696182833684,3,0.40546510810816466,13.500000000000012,1.6532731788489269e-15,28.99137802864845,28.99137802864845,39.602958877851805,0,0,0,0,1,0,4.714221880854271
6,2.4849066497880004,8,5.4116460518550396,5.159055299214529,5.247024072160486,4.110873864173311,3.871201010907891,41,5.82600010738045,4.553876891600541,4.007333185232471,11,5.831882477283517,4.343805421853684,5.480638923341991,6,5.293304824724492,5.799092654460526,1.6094379124341003,4.477336814478207,4.499809670330265,9,4.219507705176107,3.4011973816621555,4.430816798843313,0.4700036292457356,3.044522437723423,4.382026634673881,4.07753744390572,4.804021044733257,4.394449154672439,5.2574953720277815,1.1314021114911006,3.8918202981106265,4.060443010546419,19,26.0,32,175,-38,10167,10194,10142,66,3.044522437723423,11,102,11,3.1780538303479458,70,15,4.919980925828125,15,0.23017401566350837,18.117333157176407,49.497474683058314,96.16652224137049,96.16652224137044,35.199390133942735,1,0,0,0,0,0,4.2670225466632425
7,3.091042453358316,9,3.295836866004329,2.4849066497880004,2.833213344056216,3.1354942159291497,2.3978952727983707,51,4.04305126783455,3.5553480614894135,3.258096538021482,33,4.219507705176107,3.6109179126442243,4.04305126783455,48,3.2188758248682006,3.7612001156935624,0.6931471805599453,3.58351893845611,3.713572066704308,39,3.713572066704308,2.995732273553991,3.713572066704308,0.4054651081081644,2.9444389791664403,4.382026634673881,4.290459441148391,3.58351893845611,2.9444389791664403,3.58351893845611,0.33647223662121295,2.833213344056216,2.8903717578961645,49,50.0,13,178,-69,10200,10221,10181,29,2.9444389791664403,74,65,10,3.6375861597263857,70,16,4.962844630259907,16,0.47546458418188897,42.61330003061043,64.67156727579005,54.341047395842835,131.1908936166027,86.4441229192383,1,0,0,0,0,0,2.4686078768184974
8,2.995732273553991,10,3.828641396489095,3.091042453358316,3.828641396489095,3.4011973816621555,2.70805020110221,52,4.7535901911063645,4.007333185232471,4.0943445622221,33,4.762173934797756,4.007333185232471,4.406719247264253,35,4.382026634673881,5.123963979403259,1.0986122886681098,4.07753744390572,4.574710978503383,36,4.48863636973214,3.1354942159291497,4.844187086458591,0.33647223662121295,2.8903717578961645,3.9889840465642745,4.276666119016055,4.07753744390572,3.367295829986474,4.204692619390966,0.4700036292457356,3.2188758248682006,3.4339872044851463,49,29.0,-12,147,-88,10158,10188,10124,38,2.8903717578961645,47,70,-45,3.5553480614894135,91,14,5.081404364984463,14,0.12268318117165702,11.877883492024795,34.82419234522319,147.82072520180586,61.2293491784144,20.88419075520843,1,0,0,0,0,0,2.671386216730619
9,2.833213344056216,11,3.4339872044851463,2.995732273553991,3.4339872044851463,3.4339872044851463,2.772588722239781,45,4.189654742026425,3.9318256327243257,4.007333185232471,35,4.1588830833596715,3.912023005428146,3.9318256327243257,41,3.6888794541139363,4.5217885770490405,0.8754687373538999,3.9512437185814275,4.3694478524670215,36,4.007333185232471,3.367295829986474,4.0943445622221,0.5877866649021191,3.5553480614894135,4.574710978503383,4.23410650459726,3.828641396489095,3.258096538021482,3.828641396489095,0.4700036292457356,3.1354942159291497,3.295836866004329,50,31.0,-4,163,-92,10160,10195,10127,28,2.9444389791664403,80,63,-21,3.1780538303479458,51,15,4.653960350157523,16,0.23017401566350837,13.199771300228527,36.06244584051392,39.7990769659694,96.0834713811738,63.311188616906925,1,0,0,0,0,0,2.9940809108047604
