obj,day,aqi-bj-1,pm2.5-bj-1,pm10-bj-1,co-bj-1,no2-bj-1,so2-bj-1,o3-bj-1,aqi-lf-1,pm2.5-lf-1,pm10-lf-1,co-lf-1,no2-lf-1,so2-lf-1,o3-lf-1,aqi-ts-1,pm2.5-ts-1,pm10-ts-1,co-ts-1,no2-ts-1,so2-ts-1,o3-ts-1,aqi-tj-1,pm2.5-tj-1,pm10-tj-1,co-tj-1,no2-tj-1,so2-tj-1,o3-tj-1,aqi-zjk-1,pm2.5-zjk-1,pm10-zjk-1,co-zjk-1,no2-zjk-1,so2-zjk-1,o3-zjk-1,aqi-cd-1,pm2.5-cd-1,pm10-cd-1,co-cd-1,no2-cd-1,so2-cd-1,o3-cd-1,year_2013,year_2014,year_2015,year_2016,year_2017,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,class-aqi_1,class-aqi_2,class-aqi_3,class-aqi_4,class-aqi_5,class-aqi_6,class-bj-1_1,class-bj-1_2,class-bj-1_3,class-bj-1_4,class-bj-1_5,class-bj-1_6,class-lf-1_1,class-lf-1_2,class-lf-1_3,class-lf-1_4,class-lf-1_5,class-lf-1_6,class-ts-1_1,class-ts-1_2,class-ts-1_3,class-ts-1_4,class-ts-1_5,class-ts-1_6,class-tj-1_1,class-tj-1_2,class-tj-1_3,class-tj-1_4,class-tj-1_5,class-tj-1_6,class-zjk-1_1,class-zjk-1_2,class-zjk-1_3,class-zjk-1_4,class-zjk-1_5,class-zjk-1_6,class-cd-1_1,class-cd-1_2,class-cd-1_3,class-cd-1_4,class-cd-1_5,class-cd-1_6
4.875197323,2,4.927253685,4.65396035,4.770684624,0.641853886,4.110873864,2.890371758,125,5.023880521,4.762173935,5.170483995,0.916290732,4.077537444,3.401197382,116,5.375278408,5.111987788,5.442417711,1.526056303,4.356708827,4.644390899,150,5.003946306,4.744932128,4.997212274,0.832909123,4.077537444,3.688879454,117,3.988984047,3.218875825,4.043051268,0.693147181,3.496507561,4.110873864,92,4.477336814,4.060443011,4.828313737,0.741937345,3.713572067,3.713572067,121,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.189654742,3,4.875197323,4.605170186,5.075173815,0.693147181,4.077537444,3.091042453,135,4.9698133,4.709530201,5.379897354,0.78845736,3.871201011,3.784189634,96,5.036952602,4.770684624,5.365976015,1.193922468,4.219507705,4.248495242,115,4.852030264,4.584967479,5.129898715,0.741937345,4.007333185,3.583518938,86,3.931825633,3.044522438,3.931825633,0.587786665,2.772588722,3.737669618,94,4.382026635,3.784189634,4.682131227,0.470003629,3.526360525,3.496507561,114,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4.521788577,4,4.189654742,3.17805383,4.394449155,0.405465108,3.610917913,1.945910149,93,4.317488114,3.258096538,4.605170186,0.336472237,3.555348061,2.397895273,83,4.521788577,3.912023005,4.882801923,0.993251773,3.891820298,3.970291914,111,4.430816799,3.526360525,4.770684624,0.530628251,3.465735903,2.63905733,78,3.912023005,2.63905733,3.912023005,0.530628251,2.63905733,3.465735903,90,4.025351691,2.708050201,4.110873864,0.262364264,2.995732274,3.044522438,98,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4.189654742,5,4.521788577,3.496507561,4.890349128,0.470003629,3.713572067,2.197224577,100,4.430816799,3.401197382,4.762173935,0.405465108,3.433987204,2.772588722,81,4.564348191,3.737669618,4.941642423,0.875468737,3.871201011,3.784189634,96,4.564348191,3.871201011,4.94875989,0.641853886,3.737669618,3.496507561,82,4.189654742,2.944438979,4.394449155,0.587786665,2.708050201,3.555348061,96,4.17438727,2.833213344,4.382026635,0.336472237,3.433987204,3.218875825,104,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.574710979,6,4.189654742,3.135494216,4.394449155,0.336472237,3.401197382,1.945910149,100,4.343805422,3.295836866,4.624972813,0.405465108,3.295836866,2.564949357,80,4.584967479,3.401197382,4.983606622,0.875468737,3.737669618,3.33220451,102,4.65396035,3.526360525,5.075173815,0.587786665,3.583518938,2.833213344,80,3.871201011,2.772588722,3.80666249,0.587786665,2.708050201,3.401197382,93,3.891820298,2.708050201,3.850147602,0.262364264,2.995732274,3.044522438,96,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4.859812404,7,4.574710979,3.988984047,4.9698133,0.530628251,4.077537444,2.564949357,109,4.553876892,3.931825633,4.934473933,0.470003629,3.465735903,3.33220451,87,4.605170186,4.043051268,5.003946306,0.78845736,4.060443011,3.713572067,122,4.753590191,4.234106505,5.198497031,0.741937345,3.828641396,3.713572067,95,3.951243719,2.995732274,3.951243719,0.641853886,3.258096538,3.610917913,95,4.143134726,2.944438979,4.304065093,0.405465108,3.688879454,3.610917913,100,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.416100402,8,4.859812404,4.584967479,5.176149733,0.587786665,4.143134726,3.044522438,144,4.700480366,4.356708827,5.135798437,0.693147181,3.761200116,3.465735903,115,4.779123493,4.49980967,5.18178355,0.916290732,4.060443011,4.094344562,136,4.779123493,4.510859507,5.117993812,0.832909123,3.912023005,3.737669618,99,4.17438727,3.258096538,4.356708827,0.741937345,3.526360525,3.912023005,112,4.454347296,3.36729583,4.795790546,0.470003629,3.713572067,3.737669618,122,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.075173815,9,5.416100402,5.164785974,5.472270674,0.916290732,4.418840608,3.663561646,184,5.141663557,4.86753445,5.459585514,0.875468737,4.060443011,3.931825633,129,5.356586275,5.087596335,5.605802066,1.481604541,4.553876892,4.727387819,179,5.247024072,4.96284463,5.433722004,1.029619417,4.33073334,3.988984047,138,4.33073334,3.784189634,4.605170186,0.832909123,3.713572067,4.204692619,129,4.770684624,4.158883083,5.187385806,0.693147181,3.891820298,4.094344562,179,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.529429088,10,5.075173815,4.804021045,5.480638923,0.641853886,3.931825633,2.995732274,145,4.8978398,4.510859507,5.379897354,0.641853886,3.465735903,3.433987204,98,5.33753808,5.062595033,5.631211782,1.410986974,4.356708827,4.465908119,156,5.129898715,4.852030264,5.38907173,0.955511445,3.761200116,3.526360525,124,4.644390899,3.828641396,5.062595033,0.741937345,3.401197382,4.007333185,106,5.141663557,4.290459441,5.673323267,0.587786665,3.663561646,3.784189634,138,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4.406719247,11,5.529429088,4.477336814,5.958424693,0.832909123,3.970291914,3.33220451,94,5.147494477,4.17438727,5.680172609,0.741937345,3.828641396,3.526360525,76,5.023880521,4.219507705,5.533389489,1.223775432,4.043051268,4.248495242,90,5.068904202,4.234106505,5.587248658,0.875468737,3.871201011,3.433987204,84,4.912654886,3.784189634,5.402677382,0.832909123,3.36729583,4.110873864,99,4.976733742,3.465735903,5.472270674,0.336472237,3.583518938,3.295836866,91,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4.882801923,12,4.406719247,4.110873864,4.727387819,0.693147181,4.110873864,2.890371758,94,4.477336814,4.17438727,4.836281907,0.993251773,4.143134726,3.663561646,59,4.543294782,4.189654742,4.912654886,1.223775432,4.33073334,4.290459441,80,4.574710979,4.290459441,4.820281566,1.16315081,4.477336814,4.060443011,40,4.454347296,3.583518938,4.795790546,0.916290732,3.583518938,4.219507705,112,4.454347296,3.258096538,4.804021045,0.530628251,3.555348061,3.36729583,96,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.33753808,13,4.882801923,4.615120517,4.919980926,0.875468737,4.33073334,3.258096538,136,4.65396035,4.369447852,4.976733742,0.916290732,4.143134726,3.526360525,95,4.86753445,4.59511985,5.141663557,1.410986974,4.343805422,4.382026635,121,4.744932128,4.465908119,5.075173815,0.993251773,4.521788577,3.784189634,72,4.304065093,3.761200116,4.574710979,0.916290732,3.737669618,4.234106505,118,4.49980967,3.737669618,4.852030264,0.693147181,4.025351691,3.610917913,126,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.634789603,14,5.33753808,5.062595033,5.252273428,0.832909123,4.276666119,3.258096538,194,5.081404365,4.812184355,5.231108617,0.875468737,3.951243719,3.496507561,130,5.252273428,4.9698133,5.379897354,1.386294361,4.33073334,4.394449155,127,5.298317367,5.010635294,5.278114659,0.993251773,4.290459441,3.80666249,120,4.304065093,3.583518938,4.574710979,0.832909123,3.555348061,4.110873864,121,4.762173935,4.262679877,5.209486153,0.832909123,4.143134726,3.850147602,178,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4.795790546,15,5.634789603,5.438079309,5.575949103,1.064710737,4.382026635,3.526360525,188,5.342334252,5.068904202,5.451038454,0.955511445,3.891820298,3.663561646,124,5.313205979,5.030437921,5.476463552,1.30833282,4.356708827,4.430816799,162,5.147494477,4.86753445,5.170483995,0.875468737,3.951243719,3.433987204,123,4.48863637,3.610917913,4.65396035,0.78845736,3.555348061,4.304065093,146,5.017279837,4.753590191,5.455321115,0.916290732,4.094344562,3.931825633,196,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4.418840608,16,4.795790546,4.521788577,4.96284463,0.693147181,4.127134385,2.833213344,130,4.584967479,4.007333185,4.976733742,0.530628251,3.80666249,3.295836866,106,4.700480366,4.234106505,5.129898715,0.955511445,4.060443011,3.912023005,83,4.634728988,4.356708827,5.036952602,0.741937345,4.158883083,3.663561646,91,4.615120517,4.17438727,5.017279837,0.875468737,3.401197382,4.317488114,126,4.406719247,3.891820298,4.727387819,0.470003629,3.465735903,3.044522438,137,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.795790546,17,4.418840608,3.951243719,4.736198448,0.530628251,4.234106505,2.564949357,80,4.49980967,3.871201011,4.859812404,0.587786665,3.988984047,3.044522438,81,4.882801923,4.442651256,5.365976015,1.335001067,4.430816799,4.574710979,82,4.753590191,4.290459441,5.204006687,0.993251773,4.356708827,3.970291914,76,4.17438727,3.583518938,4.356708827,0.741937345,3.295836866,4.248495242,114,4.543294782,3.784189634,4.927253685,0.587786665,3.970291914,3.688879454,116,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.214935758,18,4.795790546,4.521788577,4.828313737,0.875468737,4.276666119,2.995732274,101,4.682131227,4.406719247,4.912654886,0.832909123,4.189654742,3.17805383,74,5.204006687,4.927253685,5.398162702,1.686398954,4.477336814,4.744932128,67,4.983606622,4.718498871,5.117993812,1.193922468,4.394449155,3.713572067,50,4.356708827,4.060443011,4.574710979,0.955511445,3.688879454,4.234106505,99,4.382026635,3.784189634,4.65396035,0.641853886,3.891820298,3.555348061,135,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.430816799,19,5.214935758,4.934473933,4.828313737,0.916290732,4.189654742,2.890371758,115,4.890349128,4.615120517,5.093750201,0.78845736,3.970291914,2.944438979,86,4.8978398,4.634728988,5.187385806,1.193922468,4.077537444,4.158883083,112,4.779123493,4.510859507,4.762173935,0.916290732,4.025351691,3.496507561,78,4.094344562,3.610917913,4.234106505,0.832909123,3.526360525,4.343805422,80,4.442651256,4.143134726,4.691347882,0.530628251,3.33220451,3.465735903,128,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.406719247,20,4.430816799,4.127134385,4.442651256,0.587786665,4.189654742,2.772588722,87,4.33073334,4.007333185,4.624972813,0.641853886,4.17438727,3.218875825,62,4.682131227,4.394449155,5.105945474,1.252762968,4.382026635,4.382026635,95,4.418840608,4.127134385,4.718498871,0.875468737,4.262679877,3.36729583,68,4.219507705,3.784189634,4.430816799,0.78845736,3.401197382,4.143134726,88,4.127134385,3.433987204,4.234106505,0.530628251,3.433987204,3.295836866,113,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.219507705,21,4.406719247,4.110873864,4.394449155,0.470003629,4.007333185,2.079441542,99,4.418840608,4.127134385,4.644390899,0.587786665,3.850147602,2.63905733,82,4.691347882,4.418840608,4.890349128,1.029619417,4.143134726,3.713572067,114,4.65396035,4.369447852,4.852030264,0.916290732,4.219507705,3.091042453,87,3.761200116,2.63905733,3.258096538,0.587786665,2.890371758,3.761200116,83,4.204692619,3.713572067,4.406719247,0.587786665,3.761200116,3.17805383,93,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4.465908119,22,4.219507705,3.891820298,4.382026635,0.470003629,4.043051268,2.079441542,107,4.276666119,3.850147602,4.521788577,0.530628251,3.761200116,2.63905733,91,4.553876892,4.248495242,4.927253685,1.098612289,4.343805422,3.988984047,124,5.030437921,4.762173935,5.18178355,0.875468737,4.060443011,3.433987204,99,3.871201011,2.890371758,3.526360525,0.530628251,3.044522438,3.80666249,94,4.189654742,3.258096538,4.219507705,0.405465108,3.63758616,2.890371758,118,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.023880521,23,4.465908119,4.077537444,4.624972813,0.470003629,4.007333185,2.302585093,143,4.382026635,4.060443011,4.700480366,0.530628251,3.555348061,2.708050201,104,4.691347882,4.406719247,4.9698133,1.029619417,3.951243719,3.988984047,154,4.820281566,4.543294782,4.94875989,0.916290732,3.828641396,3.63758616,113,4.077537444,2.995732274,3.850147602,0.641853886,3.295836866,3.912023005,109,4.17438727,3.17805383,4.33073334,0.470003629,3.688879454,3.218875825,117,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.023880521,24,5.023880521,4.762173935,4.997212274,0.641853886,3.737669618,3.091042453,145,4.828313737,4.564348191,5.105945474,0.641853886,3.044522438,3.465735903,129,4.912654886,4.644390899,5.204006687,1.131402111,3.761200116,4.060443011,140,4.919980926,4.65396035,5.017279837,0.741937345,3.496507561,3.36729583,107,4.276666119,3.135494216,4.406719247,0.741937345,3.33220451,4.406719247,125,4.663439094,4.110873864,4.905274778,0.530628251,3.688879454,3.295836866,165,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.147494477,25,5.023880521,4.753590191,4.8978398,0.641853886,3.871201011,2.995732274,140,4.852030264,4.584967479,5.093750201,0.641853886,3.295836866,3.496507561,139,5.010635294,4.532599493,5.056245805,1.16315081,3.931825633,4.234106505,214,4.795790546,4.521788577,4.882801923,0.78845736,3.891820298,3.828641396,147,4.465908119,3.761200116,4.795790546,0.832909123,3.33220451,4.86753445,143,4.59511985,4.007333185,4.663439094,0.587786665,3.555348061,3.433987204,157,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.204692619,26,5.147494477,4.86753445,5.252273428,0.693147181,4.248495242,3.044522438,153,5.075173815,4.804021045,5.379897354,0.741937345,3.912023005,3.80666249,158,4.682131227,4.248495242,4.934473933,1.098612289,3.891820298,4.406719247,168,4.615120517,4.33073334,4.955827058,0.78845736,4.043051268,3.850147602,138,5.023880521,3.663561646,5.537334267,0.587786665,2.708050201,4.727387819,128,5.036952602,4.430816799,5.123963979,0.693147181,3.63758616,3.737669618,218,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4.304065093,27,4.204692619,3.63758616,4.418840608,0.336472237,3.36729583,1.609437912,86,4.189654742,3.583518938,4.382026635,0.262364264,2.772588722,1.609437912,108,4.418840608,4.077537444,4.736198448,1.131402111,3.871201011,3.931825633,118,4.17438727,3.784189634,4.369447852,0.832909123,3.496507561,2.48490665,92,3.828641396,2.564949357,3.433987204,0.587786665,2.944438979,4.521788577,90,4.615120517,3.17805383,4.290459441,0.262364264,2.944438979,2.772588722,160,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4.442651256,28,4.304065093,3.951243719,4.543294782,0.470003629,3.891820298,1.945910149,127,4.406719247,4.060443011,4.718498871,0.641853886,3.610917913,2.48490665,86,4.804021045,4.532599493,5.159055299,1.435084525,4.007333185,4.33073334,104,4.59511985,4.304065093,4.744932128,1.193922468,3.931825633,3.465735903,76,4.060443011,2.48490665,3.583518938,0.587786665,2.833213344,4.262679877,108,4.127134385,2.995732274,4.204692619,0.262364264,3.36729583,2.772588722,113,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.779123493,29,4.442651256,4.127134385,4.59511985,0.530628251,3.912023005,2.197224577,141,4.442651256,4.025351691,4.779123493,0.530628251,3.663561646,2.564949357,119,4.553876892,4.158883083,4.934473933,1.029619417,3.970291914,4.110873864,117,4.369447852,4.025351691,4.663439094,0.832909123,4.025351691,3.258096538,96,4.304065093,2.772588722,4.127134385,0.693147181,3.36729583,4.204692619,128,4.248495242,3.135494216,4.477336814,0.336472237,3.401197382,2.833213344,115,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.919980926,30,4.779123493,4.49980967,4.9698133,0.641853886,4.234106505,2.890371758,175,4.65396035,4.382026635,5.036952602,0.641853886,3.713572067,3.258096538,132,4.770684624,4.276666119,5.003946306,1.193922468,4.143134726,4.219507705,179,4.543294782,4.248495242,4.890349128,0.832909123,4.110873864,3.610917913,136,4.234106505,2.944438979,4.204692619,0.693147181,3.295836866,4.17438727,122,4.418840608,3.295836866,4.48863637,0.405465108,3.555348061,2.944438979,138,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.075173815,1,4.919980926,4.644390899,5.068904202,0.693147181,4.219507705,2.995732274,200,4.624972813,4.343805422,4.997212274,0.470003629,3.218875825,3.135494216,148,5.278114659,4.997212274,5.549076085,1.435084525,4.290459441,4.584967479,210,4.663439094,4.343805422,4.927253685,0.78845736,3.988984047,3.610917913,165,4.454347296,2.890371758,4.276666119,0.693147181,3.33220451,4.304065093,142,4.912654886,4.143134726,4.955827058,0.587786665,3.784189634,3.433987204,199,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3.891820298,2,5.075173815,4.804021045,5.231108617,0.587786665,3.737669618,2.995732274,161,4.94875989,4.682131227,5.327876169,0.530628251,2.772588722,3.17805383,163,5.129898715,4.804021045,5.318119994,1.223775432,4.110873864,4.394449155,233,4.682131227,4.394449155,5.075173815,0.832909123,3.737669618,3.828641396,168,4.430816799,3.526360525,4.753590191,0.78845736,3.135494216,4.219507705,140,4.9698133,4.343805422,5.010635294,0.530628251,3.465735903,3.295836866,207,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
