obj,day,aqi-bj-1,pm2.5-bj-1,pm10-bj-1,co-bj-1,no2-bj-1,so2-bj-1,o3-bj-1,aqi-lf-1,pm2.5-lf-1,pm10-lf-1,co-lf-1,no2-lf-1,so2-lf-1,o3-lf-1,aqi-ts-1,pm2.5-ts-1,pm10-ts-1,co-ts-1,no2-ts-1,so2-ts-1,o3-ts-1,aqi-tj-1,pm2.5-tj-1,pm10-tj-1,co-tj-1,no2-tj-1,so2-tj-1,o3-tj-1,aqi-zjk-1,pm2.5-zjk-1,pm10-zjk-1,co-zjk-1,no2-zjk-1,so2-zjk-1,o3-zjk-1,aqi-cd-1,pm2.5-cd-1,pm10-cd-1,co-cd-1,no2-cd-1,so2-cd-1,o3-cd-1,year_2013,year_2014,year_2015,year_2016,year_2017,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,class-aqi_1,class-aqi_2,class-aqi_3,class-aqi_4,class-aqi_5,class-aqi_6,class-bj-1_1,class-bj-1_2,class-bj-1_3,class-bj-1_4,class-bj-1_5,class-bj-1_6,class-lf-1_1,class-lf-1_2,class-lf-1_3,class-lf-1_4,class-lf-1_5,class-lf-1_6,class-ts-1_1,class-ts-1_2,class-ts-1_3,class-ts-1_4,class-ts-1_5,class-ts-1_6,class-tj-1_1,class-tj-1_2,class-tj-1_3,class-tj-1_4,class-tj-1_5,class-tj-1_6,class-zjk-1_1,class-zjk-1_2,class-zjk-1_3,class-zjk-1_4,class-zjk-1_5,class-zjk-1_6,class-cd-1_1,class-cd-1_2,class-cd-1_3,class-cd-1_4,class-cd-1_5,class-cd-1_6
4.17438727,15,4.043051268,3.713572067,3.891820298,0.78845736,3.737669618,3.401197382,46,4.795790546,4.521788577,4.919980926,0.993251773,4.304065093,4.304065093,28,4.779123493,4.510859507,4.983606622,1.098612289,4.189654742,4.574710979,34,4.644390899,4.369447852,5.030437921,1.16315081,4.234106505,4.736198448,39,4.17438727,3.496507561,4.356708827,0.530628251,3.295836866,4.290459441,65,4.077537444,3.610917913,4.204692619,0.530628251,3.295836866,3.912023005,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.905274778,16,4.17438727,3.850147602,4.025351691,0.916290732,3.912023005,3.465735903,31,5.023880521,4.762173935,5.129898715,1.280933845,4.465908119,4.369447852,17,4.927253685,4.663439094,5.159055299,1.526056303,4.442651256,5.356586275,22,5.068904202,4.804021045,5.411646052,1.458615023,4.634728988,5.176149733,13,4.304065093,3.688879454,4.574710979,0.641853886,3.526360525,4.521788577,51,4.248495242,3.784189634,4.477336814,0.693147181,3.663561646,3.737669618,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.394449155,17,4.905274778,4.634728988,4.844187086,1.252762968,4.262679877,4.094344562,10,5.80814249,5.645446898,5.880532986,1.840549633,4.912654886,4.624972813,10,5.796057751,5.631211782,6.061456919,2.332143895,4.812184355,6.084499413,8,5.332718793,5.056245805,5.616771098,1.686398954,4.812184355,5.187385806,10,4.369447852,3.931825633,4.682131227,0.693147181,3.555348061,4.543294782,52,4.48863637,4.043051268,4.852030264,0.955511445,3.912023005,4.17438727,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3.828641396,18,4.394449155,4.094344562,3.737669618,0.875468737,3.688879454,3.583518938,42,5.525452939,5.303304908,5.556828062,1.568615918,4.553876892,4.919980926,9,5.288267031,5.003946306,5.365976015,1.686398954,4.189654742,5.361292166,5,4.820281566,4.543294782,4.882801923,1.386294361,4.060443011,4.820281566,8,3.871201011,3.258096538,3.871201011,0.405465108,2.772588722,4.077537444,71,4.343805422,4.025351691,4.644390899,0.741937345,3.555348061,3.761200116,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4.158883083,19,3.828641396,3.401197382,3.828641396,0.641853886,3.496507561,3.135494216,43,4.406719247,4.094344562,4.465908119,0.641853886,3.951243719,3.891820298,21,4.304065093,4.007333185,4.430816799,0.955511445,4.007333185,4.343805422,39,4.477336814,4.189654742,4.615120517,1.30833282,3.988984047,4.736198448,29,4.007333185,3.33220451,4.060443011,0.530628251,3.17805383,4.406719247,65,3.713572067,3.218875825,3.713572067,0.405465108,2.772588722,2.995732274,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3.828641396,20,4.158883083,3.828641396,4.110873864,0.78845736,3.931825633,3.433987204,35,4.510859507,4.219507705,4.564348191,0.741937345,4.043051268,4.025351691,24,4.394449155,4.094344562,4.510859507,0.955511445,4.007333185,4.356708827,38,4.615120517,4.33073334,4.828313737,1.223775432,4.143134726,4.795790546,27,3.988984047,3.258096538,4.043051268,0.530628251,3.17805383,4.382026635,65,3.931825633,3.33220451,3.931825633,0.470003629,3.401197382,3.496507561,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4.418840608,21,3.828641396,3.433987204,3.828641396,0.741937345,3.850147602,3.36729583,47,4.510859507,4.219507705,4.644390899,0.832909123,4.143134726,3.931825633,35,4.941642423,4.682131227,5.049856007,1.30833282,4.276666119,4.919980926,28,4.736198448,4.454347296,4.934473933,1.280933845,4.234106505,4.8978398,32,4.007333185,3.433987204,4.060443011,0.530628251,3.135494216,4.304065093,63,3.951243719,3.401197382,3.988984047,0.530628251,3.526360525,3.465735903,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.192956851,22,4.418840608,4.127134385,4.406719247,0.955511445,4.248495242,3.784189634,30,4.736198448,4.465908119,4.744932128,0.832909123,4.418840608,4.204692619,23,5.220355825,4.941642423,5.236441963,1.458615023,4.49980967,4.997212274,17,4.727387819,4.442651256,4.94875989,1.16315081,4.290459441,4.934473933,25,4.094344562,3.496507561,4.219507705,0.641853886,3.465735903,4.430816799,67,4.17438727,3.828641396,4.369447852,0.641853886,3.828641396,3.713572067,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.117993812,23,5.192956851,4.912654886,5.187385806,1.335001067,4.564348191,4.219507705,14,5.894402834,5.746203191,5.888877958,1.481604541,4.762173935,4.9698133,9,5.762051383,5.590986981,5.846438775,1.686398954,4.795790546,5.429345629,14,5.493061443,5.262690189,5.616771098,1.410986974,4.49980967,5.220355825,16,4.33073334,3.912023005,4.615120517,0.741937345,3.610917913,4.49980967,52,4.584967479,4.276666119,4.9698133,1.064710737,4.060443011,4.343805422,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5.598421959,24,5.117993812,4.844187086,5.117993812,1.360976553,4.510859507,4.143134726,30,5.762051383,5.590986981,5.780743516,1.481604541,4.882801923,4.844187086,19,5.883322388,5.733341277,5.966146739,1.931521412,4.852030264,5.513428746,14,5.752572639,5.579729826,6.008813185,1.85629799,4.844187086,5.564520407,12,4.382026635,3.891820298,4.691347882,0.641853886,3.218875825,4.127134385,56,4.574710979,4.234106505,4.96284463,1.029619417,4.060443011,4.290459441,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
