,pm,day,aqi-bj-1,pm2.5-bj-1,pm10-bj-1,co-bj-1,no2-bj-1,so2-bj-1,o3-bj-1,aqi-bd-1,pm2.5-bd-1,pm10-bd-1,co-bd-1,no2-bd-1,so2-bd-1,o3-bd-1,aqi-lf-1,pm2.5-lf-1,pm10-lf-1,co-lf-1,no2-lf-1,so2-lf-1,o3-lf-1,aqi-ts-1,pm2.5-ts-1,pm10-ts-1,co-ts-1,no2-ts-1,so2-ts-1,o3-ts-1,aqi-tj-1,pm2.5-tj-1,pm10-tj-1,co-tj-1,no2-tj-1,so2-tj-1,o3-tj-1,aqi-zjk-1,pm2.5-zjk-1,pm10-zjk-1,co-zjk-1,no2-zjk-1,so2-zjk-1,o3-zjk-1,aqi-cd-1,pm2.5-cd-1,pm10-cd-1,co-cd-1,no2-cd-1,so2-cd-1,o3-cd-1,EVP,GST-mean,GST-max,GST-min,PRE-208,PRE-820,PRE-2020,PRS-mean,PRS-max,PRS-min,RHU-mean,RHU-min,SSD,TEM-mean,TEM-max,TEM-min,WIN-mean,WIN-max,WD-max,WIN-ext,WD-ext,pm10-bj-1-poly,co-bj-1-poly,so2-bj-1-poly,o3-bj-1-poly,so2-lf-1-poly,pm10-tj-1-poly,no2-cd-1-poly,so2-cd-1-poly,no2-bd-1-poly,so2-ts-1-poly,month-sin,WD-max-sin,WD-max-cos,WD-max-sint,WD-max-sine,WD-ext-sin,WD-ext-cos,WD-ext-sint,WD-ext-sine,o3-bj-1-exp,o3-lf-1-exp,so2-tj-1-exp,o3-tj-1-exp,o3-zjk-1-exp,o3-cd-1-exp,o3-bd-1-exp,o3-ts-1-exp,EVP-exp,WIN-mean-exp,WIN-max-exp,WIN-ext-exp,pm2.5-zjk-1-log,pm10-zjk-1-log,so2-zjk-1-log,pm2.5-cd-1-log,pm10-cd-1-log,so2-bd-1-log,co-bd-1-hill,WIN-max-project1,WIN-max-project2,WIN-ext-project1,WIN-ext-project2,WIN-max-sin,WIN-max-cos,WIN-max-sint,WIN-max-sine,WIN-ext-sin,WIN-ext-cos,WIN-ext-sint,WIN-ext-sine,year_2013,year_2014,year_2015,year_2016,year_2017,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weekday_7,class-pm2.5-1_1,class-pm2.5-1_2,class-pm2.5-1_3,class-pm2.5-1_4,class-pm2.5-1_5,class-pm2.5-1_6,class-bj-1_1,class-bj-1_2,class-bj-1_3,class-bj-1_4,class-bj-1_5,class-bj-1_6,class-bd-1_1,class-bd-1_2,class-bd-1_3,class-bd-1_4,class-bd-1_5,class-bd-1_6,class-lf-1_1,class-lf-1_2,class-lf-1_3,class-lf-1_4,class-lf-1_5,class-lf-1_6,class-ts-1_1,class-ts-1_2,class-ts-1_3,class-ts-1_4,class-ts-1_5,class-ts-1_6,class-tj-1_1,class-tj-1_2,class-tj-1_3,class-tj-1_4,class-tj-1_5,class-tj-1_6,class-zjk-1_1,class-zjk-1_2,class-zjk-1_3,class-zjk-1_4,class-zjk-1_5,class-zjk-1_6,class-cd-1_1,class-cd-1_2,class-cd-1_3,class-cd-1_4,class-cd-1_5,class-cd-1_6,PRE-b_0,PRE-b_1,SimpClass-cd-1_1,SimpClass-cd-1_2,SimpClass-cd-1_3,SimpClass-cd-1_4,SimpClass-lf-1_1,SimpClass-lf-1_2,SimpClass-lf-1_3,SimpClass-lf-1_4,SimpClass-lf-1_5,SimpClass-tj-1_1,SimpClass-tj-1_2,SimpClass-tj-1_3,SimpClass-tj-1_4,SimpClass-ts-1_1,SimpClass-ts-1_2,SimpClass-ts-1_3,SimpClass-ts-1_4,SimpClass-zjk-1_1,SimpClass-zjk-1_2,SimpClass-zjk-1_3
0,4.174387269895637,2,4.962844630259907,4.700480365792417,4.9344739331306915,1.2809338454620642,4.48863636973214,4.127134385045092,11,5.68697535633982,5.501258210544727,5.934894195619588,1.6486586255873816,4.9344739331306915,4.976733742420574,29,5.545177444479562,5.327876168789581,5.648974238161206,1.410986973710262,4.948759890378168,5.0369526024136295,12,5.902633333401366,5.755742213586912,5.988961416889864,1.7047480922384253,4.762173934797756,5.056245805348308,13,5.739792912179234,5.564520407322694,6.042632833682381,1.5040773967762742,4.941642422609304,5.308267697401205,13,4.74493212836325,4.394449154672439,5.187385805840755,1.0647107369924282,4.31748811353631,4.836281906951478,3.5553480614894135,4.672828834461906,4.219507705176107,5.099866427824199,1.1939224684724346,4.04305126783455,4.5217885770490405,15,15.0,-11,220,-83,0.0,0.0,0.0,10151,10172,10129,47,2.995732273553991,79,29,115,-35,2.3978952727983707,22,4,3.58351893845611,2,4.585914904634151,4.890253092334226,4.979123429331542,4.980937034130935,169.77825948955143,5.128591351820495,4.885770240042671,143.03866,5.144281362051978,4.899764513664721,102.64487235393511,0.9238795325112867,0.32402612725132407,0.5840872417395802,4.462950608183038,0.3826834323650898,0.6543437372433648,0.6888604362734987,61.53724164220754,4.999567557364326,4.880583449514472,122.04419966477234,4.934026573755429,4.851958175877465,5.017075031352785,4.551808653920838,4.878824950231187,4.656100972335163,4.934349222098174,5.09704469975162,5.083204082533993,131.68143986448615,119.15127356891959,136.7729633449503,110.19332071000224,117.37571480795964,120.75172304387553,4.835165701629263,128.94997706578275,13936.498673254817,158.91871211780224,9863.805411740816,20.325349715248308,8.419035512031977,17.453773486407172,7.542927782483939,13.393920132778142,32.335783637895034,34.70057014808336,7.675454795351808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1,4.418840607796598,3,4.465908118654584,4.174387269895637,4.465908118654584,0.9555114450274363,4.007333185232471,3.6635616461296463,45,5.799092654460526,5.634789603169249,6.056784013228625,1.824549292051046,4.68213122712422,4.820281565605037,44,5.0369526024136295,4.770684624465665,5.187385805840755,1.0296194171811581,4.532599493153256,4.465908118654584,35,5.662960480135946,5.472270673671475,5.771441123130016,1.62924053973028,4.584967478670572,5.176149732573829,20,5.420534999272286,5.170483995038151,5.605802066295998,1.4350845252893227,4.718498871295094,4.969813299576001,31,4.430816798843313,3.828641396489095,4.770684624465665,0.7419373447293773,3.871201010907891,4.477336814478207,3.970291913552122,4.6443908991413725,4.30406509320417,5.056245805348308,1.0296194171811581,3.9889840465642745,4.174387269895637,17,27.0,27,240,-70,0.0,0.0,0.0,10177,10200,10153,42,2.833213344056216,82,50,147,-10,2.70805020110221,43,1,4.189654742026425,1,4.262332262041018,4.588088883171792,4.814274900531856,4.372670502249856,135.61471480631727,4.913417815219563,4.819598267694052,142.81456,4.959394537598741,4.94290277089377,102.64487235393511,0.0,0.6931471805599453,0.6238107163648714,3.9280353178762897,0.0,0.6931471805599453,0.6238107163648714,48.63124656303406,4.376497663553652,4.404082999944655,121.39024069248327,4.503790849786362,4.549443236853732,4.971070644537584,4.338734479615295,4.723218123339163,4.358662716035632,4.641431884824796,4.307690315171083,4.44392662993414,102.73915493399399,101.32245192400516,122.1479623574643,115.51389441524788,114.71344954522323,115.50495700822762,4.916805091830376,63.452601640939754,3649.3011777931406,72.84007680443177,4090.300029614802,0.0,43.0,37.23909236273086,7.66982366229747,0.0,65.0,56.291651245988504,8.05896983005436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
2,3.6888794541139363,4,4.700480365792417,4.418840607796598,4.624972813284271,1.0986122886681098,4.143134726391533,3.7612001156935624,23,5.6131281063880705,5.4116460518550396,5.8805329864007,1.5686159179138452,4.624972813284271,4.955827057601261,23,5.442417710521793,5.198497031265826,5.5093883366279774,1.3862943611198906,4.634728988229636,4.718498871295094,18,5.488937726156687,5.2574953720277815,5.697093486505405,1.4816045409242156,4.634728988229636,5.1647859739235145,15,5.62040086571715,5.420534999272286,5.8888779583328805,1.589235205116581,4.859812404361672,5.288267030694535,12,4.553876891600541,3.9318256327243257,4.9344739331306915,0.7884573603642702,3.9889840465642745,4.787491742782046,3.7376696182833684,4.584967478670572,4.127134385045092,4.983606621708336,1.0647107369924282,3.970291913552122,4.204692619390966,9,17.0,7,206,-73,0.0,0.0,0.0,10159,10179,10140,47,3.044522437723423,78,47,134,-16,2.4849066497880004,21,4,3.4965075614664802,4,4.372194834365762,4.7268654969783865,4.8491171446892585,4.768523986883735,149.80571464635847,5.065179033392728,4.795635161624451,143.93815999999998,4.899673326386648,4.939171944919311,102.64487235393511,0.9238795325112867,0.32402612725132407,0.5840872417395802,4.462950608183038,0.9238795325112867,0.32402612725132407,0.5840872417395802,83.59710776655277,4.702477990558852,4.709294974304731,122.02879108602465,4.967165067415792,4.717546222316296,5.165145062461582,4.698041796483866,4.831177936405812,4.598032483832563,4.857777315108135,5.143126573235852,5.156702246906051,108.03133012972732,108.32045504783018,134.77703291654444,104.495541750023,110.31514232053064,120.05042654089937,4.794584894679501,135.06869096383474,14597.789586697365,136.92568620205773,14428.112625379044,19.40147018273702,8.036352079666887,16.66042014611594,7.496432997201256,29.564145040361176,12.245869835682875,25.387306889319525,7.89211857310633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3,4.859812404361672,5,4.04305126783455,3.6888794541139363,4.04305126783455,0.7884573603642702,3.6635616461296463,3.4339872044851463,52,4.927253685157205,4.663439094112067,5.236441962829949,1.33500106673234,4.406719247264253,4.564348191467836,27,4.6913478822291435,4.406719247264253,4.882801922586371,0.9555114450274363,4.143134726391533,4.31748811353631,35,4.605170185988092,4.2626798770413155,5.003946305945459,1.2237754316221157,4.007333185232471,4.795790545596741,31,4.844187086458591,4.574710978503383,5.214935757608986,1.1939224684724346,4.2626798770413155,4.624972813284271,26,4.127134385045092,3.4657359027997265,4.290459441148391,0.5306282510621704,3.4657359027997265,4.442651256490317,4.04305126783455,4.477336814478207,3.9318256327243257,4.8283137373023015,0.832909122935104,3.7376696182833684,3.9512437185814275,34,41.0,39,219,-52,0.0,0.0,0.0,10197,10231,10152,32,2.833213344056216,82,64,109,34,3.295836866004329,53,2,4.406719247264253,1,3.970081132659867,4.409470861411269,4.732020474510263,4.249832633057478,127.89477131386116,4.66267221522995,4.469429497522921,131.19386,4.650017587693875,4.784938485994329,102.64487235393511,0.3826834323650898,0.6543437372433648,0.6888604362734987,4.151868736523929,0.0,0.6931471805599453,0.6238107163648714,48.63124656303406,4.318602380200052,4.404082999944655,118.98280393170833,4.593569544533052,4.5003276912960155,4.6489409112605475,4.595927402602547,4.538461948164042,4.148744251431935,4.006977867913564,4.0663965290878785,4.1865915805261515,84.05784191419384,80.90319834189229,120.74277574679392,92.86902406136323,101.06881896625157,106.92930379886886,4.661714597766746,56.85572816828036,3587.165306728106,56.1168359318901,3151.2143553936176,20.28222191534976,48.9656152230982,52.54657765281195,8.106602143830468,0.0,81.0,70.14805770653952,8.278969243263797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4,5.488937726156687,6,5.135798437050262,4.859812404361672,5.093750200806762,1.252762968495368,4.3694478524670215,3.8918202981106265,15,5.666426688112432,5.476463551931511,5.940171252720432,1.589235205116581,4.663439094112067,4.812184355372417,21,5.337538079701318,5.062595033026967,5.384495062789089,1.1631508098056809,4.454347296253507,4.532599493153256,16,4.948759890378168,4.68213122712422,5.14166355650266,1.1631508098056809,4.2626798770413155,4.859812404361672,16,4.762173934797756,4.48863636973214,5.075173815233827,0.9555114450274363,4.2626798770413155,4.74493212836325,16,4.442651256490317,3.9889840465642745,4.787491742782046,0.7419373447293773,3.8066624897703196,4.543294782270004,3.713572066704308,4.553876891600541,3.784189633918261,4.941642422609304,0.9932517730102833,3.912023005428146,4.060443010546419,17,22.0,-3,177,-73,0.0,0.0,0.0,10160,10193,10135,50,3.332204510175204,68,31,99,-17,2.4849066497880004,34,11,3.9512437185814275,11,4.6958929472047615,4.865814647206044,4.895618558681852,4.9107781257231915,139.228989678201,4.567295074306945,4.718017505457147,137.48713999999998,4.940304958960552,4.815147765011563,102.64487235393511,0.7071067811865475,0.5347999967395705,0.6759632927777782,4.498362978954259,0.7071067811865475,0.5347999967395705,0.6759632927777782,91.27768757882615,4.890344331006819,4.7622918225905275,120.11403399665154,4.84068424373756,4.735399073513627,4.971070644537584,4.756440301867213,4.808318167004209,4.467927272134647,4.857777315108135,4.60075515174467,4.718765161899716,110.95982327403676,102.03988130195721,124.82434132231587,84.48643883128068,107.79492676425025,115.2334944228298,4.805259152187112,95.20113727549635,8758.969425296853,107.24657885501482,10134.545999494176,24.041630560342615,24.04163056034262,32.84147809382833,8.013864834447098,36.062445840513924,36.06244584051393,49.26221714074249,8.445946796906888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
5,5.159055299214529,7,5.676753802268282,5.488937726156687,5.655991810819852,1.6486586255873816,4.59511985013459,4.174387269895637,6,6.169610732491456,5.950642552587727,6.359573868672378,1.9315214116032138,4.836281906951478,4.969813299576001,31,6.059123195581797,5.968707559985366,6.175867270105761,1.8870696490323797,4.976733742420574,4.59511985013459,9,5.638354669333745,5.442417710521793,5.762051382780177,1.791759469228055,4.394449154672439,5.605802066295998,8,5.69035945432406,5.5053315359323625,5.993961427306569,1.410986973710262,4.68213122712422,4.955827057601261,11,4.61512051684126,4.204692619390966,5.0106352940962555,0.832909122935104,4.02535169073515,4.912654885736052,3.58351893845611,4.727387818712341,4.110873864173311,5.1647859739235145,1.0986122886681098,4.007333185232471,4.204692619390966,11,7.0,-15,108,-75,0.0,0.0,0.0,10161,10178,10145,74,4.060443010546419,41,15,62,-20,2.70805020110221,27,5,3.7376696182833684,3,5.084165085467733,5.1894103977613835,4.995856354101515,5.0675533531273755,142.70217370136498,5.110420295420896,4.842607887424017,143.93815999999998,5.0931029438351425,4.991074965443389,102.64487235393511,1.0,6.123233995736766e-17,0.40546510810816466,4.561873284515705,0.7071067811865476,0.5347999967395705,0.6759632927777782,73.3336899255578,5.150185278975208,4.980222770652432,121.33679547366759,5.001313040045135,4.831397839741229,5.11413574267329,4.511993252939063,5.009243970977869,4.922732011213719,4.641431884824796,4.876881270408246,4.940846700186931,121.99415429537778,111.5790791709898,139.90165778344158,103.50538145218263,121.36585962733244,120.51957724432856,4.961902323033247,65.11039146267616,12340.073337467698,134.15612741741154,10185.216692506012,27.0,1.6532731788489269e-15,13.500000000000012,7.847603529851487,28.99137802864845,28.99137802864845,39.602958877851805,8.008924724319076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
6,2.4849066497880004,8,5.4116460518550396,5.159055299214529,5.247024072160486,1.3609765531356006,4.110873864173311,3.871201010907891,41,5.908082938168931,5.71042701737487,6.163314804034641,1.6863989535702288,4.61512051684126,4.330733340286331,20,5.82600010738045,5.666426688112432,6.0112671744041615,1.4350845252893227,4.553876891600541,4.007333185232471,11,5.831882477283517,5.673323267171493,6.003887067106539,1.916922612182061,4.343805421853684,5.480638923341991,6,5.517452896464707,5.293304824724492,5.799092654460526,1.6094379124341003,4.477336814478207,4.499809670330265,9,4.219507705176107,3.4011973816621555,4.430816798843313,0.4700036292457356,3.044522437723423,4.382026634673881,4.07753744390572,4.804021044733257,4.394449154672439,5.2574953720277815,1.1314021114911006,3.8918202981106265,4.060443010546419,19,26.0,32,175,-38,0.0,0.0,0.0,10167,10194,10142,66,3.044522437723423,11,46,102,11,3.1780538303479458,70,15,4.919980925828125,15,4.801729417596434,4.9583187285093935,4.888285747863991,4.444146138597089,113.10608894636441,5.021101650201331,4.690235336974613,137.48713999999998,4.889009885972395,5.001764464372026,102.64487235393511,0.7071067811865477,0.5347999967395702,0.23017401566350837,3.743484523364526,0.7071067811865477,0.5347999967395702,0.23017401566350837,47.40415284653825,4.417931989263571,4.912754253272273,117.38769179653175,5.072616744863761,4.477957418005893,4.926772567069544,4.7875431902546275,5.065914584931283,4.378911023292712,4.1296470364576,3.8281542335128083,3.721935779780899,80.72220284146975,86.85338534896933,118.29065892333021,121.30652229785119,127.11919956928921,99.1112966822518,4.8535241118466566,11.641058437566501,1855.0981328301355,10.441886207548881,1912.489745848255,49.497474683058336,49.497474683058314,18.117333157176407,7.968369922117779,96.16652224137049,96.16652224137044,35.199390133942735,8.771519823118389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7,3.091042453358316,9,3.295836866004329,2.4849066497880004,2.833213344056216,0.4700036292457356,3.1354942159291497,2.3978952727983707,51,4.330733340286331,3.912023005428146,4.61512051684126,0.9932517730102833,3.9512437185814275,4.07753744390572,29,4.04305126783455,3.1780538303479458,4.127134385045092,0.4054651081081644,3.5553480614894135,3.258096538021482,33,4.219507705176107,3.5553480614894135,4.442651256490317,0.7419373447293773,3.6109179126442243,4.04305126783455,48,3.7612001156935624,3.2188758248682006,3.7612001156935624,0.6931471805599453,3.58351893845611,3.713572066704308,39,3.713572066704308,2.995732273553991,3.713572066704308,0.4054651081081644,2.9444389791664403,4.382026634673881,4.290459441148391,3.58351893845611,2.9444389791664403,3.58351893845611,0.33647223662121295,2.833213344056216,2.8903717578961645,49,50.0,13,178,-69,0.0,0.0,0.0,10200,10221,10181,29,2.9444389791664403,74,31,65,10,3.6375861597263857,70,16,4.962844630259907,16,3.1281759920756187,3.9808673535529553,4.350619514342553,4.267148189108567,83.76238262788313,3.7062082396716316,3.634011356672381,65.42154,4.184036331030438,4.399205233982654,102.64487235393511,0.3826834323650904,0.6543437372433647,0.47546458418188897,3.414072374122388,0.3826834323650904,0.6543437372433647,0.47546458418188897,33.816696457430766,4.325854748333794,4.42841225082061,96.96455828183987,4.398405711738417,4.356747009009308,4.460302113046428,4.551808653920838,4.368091001315321,4.070747203486463,3.7290473514273517,3.8281542335128083,3.699567673312998,59.64223642547505,56.66521499669055,118.29065892333021,44.41950384287321,37.45123393052825,90.65150739093934,4.416574519207168,27.380625590438836,1321.8351865976051,24.00335459778252,1333.3863114735195,26.787840265556326,64.67156727579005,42.61330003061043,7.629593063289653,54.341047395842835,131.1908936166027,86.4441229192383,8.476989942299218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8,2.995732273553991,10,3.828641396489095,3.091042453358316,3.828641396489095,0.6931471805599453,3.4011973816621555,2.70805020110221,52,5.214935757608986,4.9344739331306915,5.472270673671475,1.3862943611198906,4.1588830833596715,4.30406509320417,42,4.7535901911063645,4.477336814478207,5.147494476813453,0.9555114450274363,4.007333185232471,4.0943445622221,33,4.762173934797756,4.48863636973214,5.093750200806762,1.0986122886681098,4.007333185232471,4.406719247264253,35,4.700480365792417,4.382026634673881,5.123963979403259,1.0986122886681098,4.07753744390572,4.574710978503383,36,4.48863636973214,3.1354942159291497,4.844187086458591,0.33647223662121295,2.8903717578961645,3.9889840465642745,4.276666119016055,4.07753744390572,3.367295829986474,4.204692619390966,0.4700036292457356,3.2188758248682006,3.4339872044851463,49,29.0,-12,147,-88,0.0,0.0,0.0,10158,10188,10124,38,2.8903717578961645,47,8,70,-45,3.5553480614894135,91,14,5.081404364984463,14,3.8217027636810585,4.296468746312235,4.467260097574035,4.249832633057478,117.08053642084414,4.600779983134788,3.8155913970577924,96.614,4.372960437301246,4.58743036165021,102.64487235393511,0.9238795325112866,0.3240261272513242,0.12268318117165702,4.005408236967524,0.9238795325112866,0.3240261272513242,0.12268318117165702,60.389429728364576,4.318602380200052,4.42841225082061,118.39608577572042,4.433017521292164,4.363593188635859,4.460302113046428,4.357427305572885,4.487355568065977,4.320476047986001,3.782391229494408,3.713317621569617,3.6512110573155563,66.93541184561464,104.4611366786202,102.53416686252275,62.898594019119,66.53760176383406,98.21953763892952,4.692910621164651,5.219686180087123,2155.207020589025,4.8975110196244875,2265.889263550178,84.07303745852708,34.82419234522319,11.877883492024795,8.498086801456848,147.82072520180586,61.2293491784144,20.88419075520843,9.176091389940288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9,2.833213344056216,11,3.4339872044851463,2.995732273553991,3.4339872044851463,0.5306282510621704,3.4339872044851463,2.772588722239781,45,4.51085950651685,3.9512437185814275,4.867534450455582,1.0647107369924282,4.04305126783455,4.553876891600541,43,4.189654742026425,3.8066624897703196,4.406719247264253,0.7419373447293773,3.9318256327243257,4.007333185232471,35,4.1588830833596715,3.713572066704308,4.330733340286331,0.6931471805599453,3.912023005428146,3.9318256327243257,41,4.2626798770413155,3.6888794541139363,4.5217885770490405,0.8754687373538999,3.9512437185814275,4.3694478524670215,36,4.007333185232471,3.367295829986474,4.0943445622221,0.5877866649021191,3.5553480614894135,4.574710978503383,4.23410650459726,3.828641396489095,3.258096538021482,3.828641396489095,0.4700036292457356,3.1354942159291497,3.295836866004329,50,31.0,-4,163,-92,0.0,0.0,0.0,10160,10195,10127,28,2.9444389791664403,80,11,63,-21,3.1780538303479458,51,15,4.653960350157523,16,3.547957818319422,4.0759317102602886,4.491197146668861,4.372670502249856,113.10608894636441,4.18536248284151,3.7503789872015076,87.81336,4.261015455363951,4.3435456478556,102.64487235393511,0.7071067811865477,0.5347999967395702,0.23017401566350837,3.743484523364526,0.3826834323650904,0.6543437372433647,0.47546458418188897,33.816696457430766,4.376497663553652,4.404082999944655,115.22853275542309,4.433017521292164,4.385656339297391,4.450479612393281,4.347786766026143,4.424286179222068,4.285263248108818,4.1296470364576,4.107829424804038,3.9225422821231564,78.96812772679233,72.61983251953767,126.10100998042945,57.786703151172844,48.204855059941735,106.57865977606141,4.474082490732725,15.481150305880085,2467.0482654586162,30.151186502858913,1674.898364469076,36.06244584051393,36.06244584051392,13.199771300228527,7.651829296937706,39.7990769659694,96.0834713811738,63.311188616906925,8.165629855655226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
