,target,day,aqi-bj,pm2.5-bj,pm10-bj,co-bj,no2-bj,so2-bj,o3-bj,aqi-bd,pm2.5-bd,pm10-bd,co-bd,no2-bd,so2-bd,o3-bd,aqi-lf,pm2.5-lf,pm10-lf,co-lf,no2-lf,so2-lf,o3-lf,aqi-ts,pm2.5-ts,pm10-ts,co-ts,no2-ts,so2-ts,o3-ts,aqi-tj,pm2.5-tj,pm10-tj,co-tj,no2-tj,so2-tj,o3-tj,aqi-zjk,pm2.5-zjk,pm10-zjk,co-zjk,no2-zjk,so2-zjk,o3-zjk,aqi-cd,pm2.5-cd,pm10-cd,co-cd,no2-cd,so2-cd,o3-cd,EVP,GST-mean,GST-max,GST-min,PRE-208,PRE-820,PRE-2020,PRS-mean,PRS-max,PRS-min,RHU-mean,RHU-min,SSD,TEM-mean,TEM-max,TEM-min,WIN-mean,WIN-max,WD-max,WIN-ext,WD-ext,pm10-bj-sqt,co-bj-sqt,so2-bj-sqt,o3-bj-poly,pm2.5-bj-sqt,aqi-bj-sqt,so2-lf-sqt,pm2.5-lf-sqt,aqi-lf-sqt,co-lf-sqt,pm10-tj-poly,no2-cd-poly,no2-cd-s2,so2-cd-poly,co-cd-s2,co-cd-sqt,no2-bd-poly,so2-ts-poly,no2-zjk-s2,WD-max-sin,WD-max-cos,WD-max-sint,WD-ext-sin,WD-ext-cos,WD-ext-sint,o3-bj-exp,o3-lf-exp,so2-tj-exp,o3-tj-exp,o3-zjk-exp,o3-cd-exp,o3-bd-exp,o3-ts-exp,EVP-exp,WIN-mean-exp,WIN-max-exp,WIN-ext-exp,pm2.5-zjk-log,pm10-zjk-log,so2-zjk-log,pm2.5-cd-log,pm10-cd-log,so2-bd-log,co-bd-log,WIN-max-project1,WIN-ext-project1,WIN-max-sin,WIN-max-cos,WIN-max-sint,WIN-ext-sin,WIN-ext-cos,WIN-ext-sint,year_2013,year_2014,year_2015,year_2016,year_2017,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weekday_7,class-pm2.5_1,class-pm2.5_2,class-pm2.5_3,class-pm2.5_4,class-pm2.5_5,class-pm2.5_6,class-bj_1,class-bj_2,class-bj_3,class-bj_4,class-bj_5,class-bj_6,class-bd_1,class-bd_2,class-bd_3,class-bd_4,class-bd_5,class-bd_6,class-lf_1,class-lf_2,class-lf_3,class-lf_4,class-lf_5,class-lf_6,class-ts_1,class-ts_2,class-ts_3,class-ts_4,class-ts_5,class-ts_6,class-tj_1,class-tj_2,class-tj_3,class-tj_4,class-tj_5,class-tj_6,class-zjk_1,class-zjk_2,class-zjk_3,class-zjk_4,class-zjk_5,class-zjk_6,class-cd_1,class-cd_2,class-cd_3,class-cd_4,class-cd_5,class-cd_6,PRE-b_0,PRE-b_1,SimpClass-cd_1,SimpClass-cd_2,SimpClass-cd_3,SimpClass-cd_4,SimpClass-lf_1,SimpClass-lf_2,SimpClass-lf_3,SimpClass-lf_4,SimpClass-lf_5,SimpClass-tj_1,SimpClass-tj_2,SimpClass-tj_3,SimpClass-tj_4,SimpClass-ts_1,SimpClass-ts_2,SimpClass-ts_3,SimpClass-ts_4,SimpClass-zjk_1,SimpClass-zjk_2,SimpClass-zjk_3
551,14,6,79,25,62,5.0,32,3,135,108,41,100,0.6,32.0,26,169,91,55,101,1.2,43,18,149,107,81,152,2.5,63,58,157,105,57,93,1.7,31,19,166,58,16,28,0.4,19,10,109,66,21,39,0.5,16,18,119,61.0,293,590,185,0,7,7,9975,10000,9942,54,29,78,240,292,210,29,50,2,88,3,7.874007874011811,2.23606797749979,1.7320508075688772,2478735,5.0,8.888194417315589,4.242640687119285,7.416198487095663,9.539392014169456,0.7071067811865476,8742,4368,256,342,0.25,0.7071067811865476,33824.0,3422,361,0.3826834323650898,0.9238795325112867,0.9914448613738103,0.7071067811865476,0.7071067811865476,0.9659258262890684,2.3455513385429143e-59,1.9503933001302485e-65,5.602796437537268e-09,8.074506789675094e-73,4.590938473882946e-48,2.0842828425817514e-52,4.020060215743355e-74,6.542840619051457e-69,3.221340285992516e-27,2.543665647376923e-13,1.9287498479639178e-22,6.054601895401186e-39,2.772588722239781,3.332204510175204,2.302585092994046,3.044522437723423,3.6635616461296463,3.258096538021482,-0.5108256237659907,1.912249125639344e-22,5.84829633866675e-39,19.134171618254488,46.19397662556434,49.57224306869051,62.22539674441619,62.22539674441619,85.00147271343802,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
552,18,7,43,14,32,2.6,30,4,86,75,29,61,0.5,35.0,27,130,46,16,37,0.5,51,7,92,88,66,124,2.4,51,29,110,84,38,65,1.3,32,12,141,42,14,42,0.5,22,21,81,46,15,32,0.5,16,18,92,44.0,247,593,118,0,1,1,10042,10063,9999,48,14,75,223,295,152,14,56,10,91,10,5.656854249492381,1.61245154965971,2.0,643538,3.7416573867739413,6.557438524302,2.6457513110645907,4.0,6.782329983125268,0.7071067811865476,4290,4368,256,342,0.25,0.7071067811865476,44135.0,870,484,0.38268343236508967,0.9238795325112868,0.9914448613738103,0.38268343236508967,0.9238795325112868,0.9914448613738103,4.4737793061811207e-38,1.1089390193121365e-40,6.14421235332821e-06,5.814040485895939e-62,6.639677199580735e-36,1.1089390193121365e-40,3.4811068399043105e-57,1.6889118802245324e-48,7.781132241133797e-20,8.315287191035679e-07,4.780892883885469e-25,3.0144087850653746e-40,2.6390573296152584,3.7376696182833684,3.044522437723423,2.70805020110221,3.4657359027997265,3.295836866004329,-0.6931471805599453,4.739991682506865e-25,2.9886201000331363e-40,21.430272212445022,51.73725382063206,55.52091223693338,34.82419234522316,84.0730374585271,90.22148238501673,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
553,49,8,69,18,35,0.5,35,4,123,93,43,85,0.6,48.0,30,152,65,27,52,0.6,55,9,118,72,30,64,1.1,54,22,126,93,28,51,1.4,41,14,152,59,18,41,0.6,23,26,111,58,14,34,0.5,18,22,110,49.0,315,605,110,0,3,3,10008,10044,9977,50,19,125,233,311,146,18,42,11,109,10,5.916079783099616,0.7071067811865476,2.0,1876119,4.242640687119285,8.306623862918075,3.0,5.196152422706632,8.06225774829855,0.7071067811865476,2652,6174,324,506,0.25,0.7071067811865476,112944.0,506,529,0.7071067811865475,0.7071067811865477,0.9659258262890684,0.38268343236508967,0.9238795325112868,0.9914448613738103,3.817497188671175e-54,5.665668176358939e-52,8.315287191035679e-07,9.710436457780846e-67,6.213159586848109e-49,1.6889118802245324e-48,9.710436457780846e-67,1.9006199352650016e-55,5.242885663363464e-22,1.522997974471263e-08,5.74952226429356e-19,4.590938473882946e-48,2.8903717578961645,3.713572066704308,3.258096538021482,2.6390573296152584,3.5263605246161616,3.4011973816621555,-0.5108256237659907,5.553612043905152e-19,4.551662358814569e-48,29.698484809834994,29.698484809835,40.56888470414087,41.71249412779478,100.70286904373026,108.06748988974532,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
554,75,9,134,49,87,1.1,49,15,197,178,63,127,1.0,48.0,29,243,127,74,134,1.7,75,36,190,150,76,145,3.1,72,71,215,156,58,106,1.4,41,31,221,131,28,67,0.7,26,30,179,37,15,37,0.5,19,14,74,53.0,306,512,162,0,0,0,9977,9994,9949,51,37,68,246,295,197,26,59,5,92,4,9.327379053088816,1.0488088481701516,3.872983346207417,7684379,7.0,11.575836902790225,6.0,8.602325267042627,11.269427669584644,0.7071067811865476,11342,7239,361,210,0.25,0.7071067811865476,112944.0,5112,676,1.0,6.123233995736766e-17,0.5000000000000004,0.9238795325112867,0.38268343236508984,0.7933533402912352,2.779630478564191e-86,3.0482349509718567e-83,3.442477108469977e-14,1.0493479039958717e-96,1.8251045143570802e-78,7.281290178321643e-33,2.927122496515368e-106,4.23337158863185e-94,9.602680054508676e-24,5.109089028063325e-12,2.3802664086944007e-26,1.1089390193121365e-40,3.332204510175204,4.204692619390966,3.4011973816621555,2.70805020110221,3.6109179126442243,3.367295829986474,0.0,1.1901332043472013e-26,8.7978047515057e-41,59.0,3.6127080574846916e-15,29.500000000000025,84.99691699103838,35.206875777588266,72.98850730679364,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
555,20,10,100,75,74,1.1,34,4,154,161,80,127,3.3,31.0,20,226,100,75,132,1.5,43,13,159,124,94,144,3.1,66,59,156,95,71,106,2.3,36,17,149,115,60,94,0.9,19,15,177,58,38,67,0.6,15,7,96,23.0,231,322,180,41,40,81,9961,10011,9931,77,50,0,216,264,186,26,62,6,101,6,8.602325267042627,1.0488088481701516,2.0,3676134,8.660254037844387,10.0,3.605551275463989,8.660254037844387,10.0,0.7745966692414834,11342,3615,225,56,0.36,0.7745966692414834,30783.0,3540,361,0.9238795325112867,0.3826834323650897,0.13052619222005257,0.9238795325112867,0.3826834323650897,0.13052619222005257,1.314164668364901e-67,8.854771883513433e-70,4.139937718785167e-08,1.9503933001302485e-65,1.3485799642996046e-77,2.031092662734811e-42,7.070450560725609e-99,1.7785284761271306e-68,1.026187963170189e-10,5.109089028063325e-12,1.185064864233981e-27,1.368539471173853e-44,4.0943445622221,4.543294782270004,2.70805020110221,3.6375861597263857,4.204692619390966,2.995732273553991,1.1939224684724346,1.546820042622351e-28,1.786302460751674e-45,57.28053101569978,23.726372806635563,8.092623917643259,93.31183278363996,38.65102666887406,13.18314541422531,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
556,8,11,48,20,25,0.6,21,3,96,69,28,63,1.1,31.0,15,123,60,30,69,0.7,31,5,84,55,39,59,0.8,28,10,106,63,30,45,1.1,29,9,116,53,10,24,0.4,10,12,104,41,18,37,0.4,13,10,81,68.0,273,464,159,47,0,47,9938,9955,9926,53,25,94,231,294,164,31,67,15,134,16,5.0,0.7745966692414834,1.7320508075688772,894048,4.47213595499958,6.928203230275509,2.23606797749979,5.477225575051661,7.745966692414834,0.6324555320336759,2070,2379,169,110,0.16000000000000003,0.6324555320336759,30783.0,110,100,0.7071067811865477,0.7071067811865474,0.25881904510252013,0.3826834323650904,0.9238795325112865,0.6087614290087204,2.031092662734811e-42,3.3057006267607343e-37,0.00012340980408667956,4.1863939993042314e-51,6.813556821545298e-46,6.639677199580735e-36,3.817497188671175e-54,9.221146422925876e-47,2.9374821117108028e-30,3.442477108469977e-14,7.984904245686979e-30,6.375869581278994e-59,2.302585092994046,3.1780538303479458,2.4849066497880004,2.8903717578961645,3.6109179126442243,2.70805020110221,0.09531017980432493,2.066645292103763e-30,3.881383477472632e-59,47.3761543394987,47.376154339498676,17.340876021868848,51.27957993692211,123.79985735651239,81.57403148716854,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
557,11,12,44,8,22,0.4,22,3,87,60,14,43,0.3,22.0,13,112,45,13,36,0.4,36,6,89,59,21,47,0.4,34,12,111,66,20,42,1.0,37,11,119,58,14,21,0.4,11,12,109,47,11,26,0.4,16,14,94,66.0,278,506,145,0,0,0,9937,9946,9925,42,27,111,244,290,179,28,67,14,118,12,4.69041575982343,0.6324555320336759,1.7320508075688772,666159,2.8284271247461903,6.6332495807108,2.449489742783178,3.605551275463989,6.708203932499369,0.6324555320336759,1806,4368,256,210,0.16000000000000003,0.6324555320336759,11154.0,156,121,0.9238795325112866,0.38268343236509,0.13052619222005268,0.9238795325112865,0.38268343236509034,0.7933533402912364,1.6458114310822737e-38,2.2273635617957438e-39,1.670170079024566e-05,2.0842828425817514e-52,4.590938473882946e-48,1.5007857627073948e-41,2.2856936767186716e-49,6.213159586848109e-49,2.1705220113036395e-29,6.914400106940203e-13,7.984904245686979e-30,5.665668176358939e-52,2.6390573296152584,3.044522437723423,2.4849066497880004,2.3978952727983707,3.258096538021482,2.5649493574615367,-1.2039728043259361,1.0422391464312534e-30,4.494876772696122e-52,61.8999286782562,25.63978996846103,8.74525487874353,109.01778483633181,45.156645019080656,93.6156941543659,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
558,19,13,65,11,27,0.4,18,3,118,68,17,43,0.5,32.0,19,122,48,15,35,0.5,23,6,95,82,61,111,3.0,73,50,79,77,31,60,1.8,41,16,132,66,15,25,0.5,12,15,119,63,14,29,0.4,14,7,116,54.0,282,539,183,4,1,4,10001,10029,9938,56,35,81,240,283,190,35,50,2,98,2,5.196152422706632,0.6324555320336759,1.7320508075688772,1657074,3.3166247903554,8.06225774829855,2.449489742783178,3.872983346207417,6.928203230275509,0.6324555320336759,3660,2954,196,56,0.16000000000000003,0.6324555320336759,33824.0,2550,144,0.3826834323650898,0.9238795325112867,0.9914448613738103,0.3826834323650898,0.9238795325112867,0.9914448613738103,5.665668176358939e-52,5.5210822770285325e-42,1.1253517471925912e-07,4.7111658015535965e-58,2.0842828425817514e-52,4.1863939993042314e-51,1.0377033238158346e-53,4.906094730649281e-35,3.532628572200807e-24,6.305116760146989e-16,1.9287498479639178e-22,2.7487850079102147e-43,2.70805020110221,3.2188758248682006,2.70805020110221,2.6390573296152584,3.367295829986474,2.9444389791664403,-0.6931471805599453,1.912249125639344e-22,2.725268771113951e-43,19.134171618254488,46.19397662556434,49.57224306869051,37.5029763717788,90.5401941861061,97.16159641463341,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
559,85,14,98,19,37,0.5,29,3,158,135,45,96,0.8,53.0,23,198,81,27,55,0.8,38,9,137,103,59,110,2.3,57,37,163,98,38,60,1.7,34,11,158,89,16,37,0.5,14,17,147,74,14,39,0.4,15,8,129,59.0,343,592,164,0,0,0,10042,10056,10020,51,28,123,259,327,182,25,51,6,79,6,6.082762530298219,0.7071067811865476,1.7320508075688772,3969434,4.358898943540674,9.899494936611665,3.0,5.196152422706632,9.0,0.6324555320336759,3660,3615,225,72,0.16000000000000003,0.6324555320336759,151739.0,1406,196,0.9238795325112867,0.3826834323650897,0.13052619222005257,0.9238795325112867,0.3826834323650897,0.13052619222005257,2.4069765506104637e-69,3.1743585474772134e-60,1.670170079024566e-05,2.4069765506104637e-69,1.4411565509640892e-64,9.462629465836378e-57,1.0225689071173033e-86,1.6218080426054863e-71,2.3802664086944007e-26,1.3887943864964021e-11,7.095474162284704e-23,4.906094730649281e-35,2.772588722239781,3.6109179126442243,2.833213344056216,2.6390573296152584,3.6635616461296463,3.1354942159291497,-0.2231435513142097,9.261452243987897e-24,6.40373863862515e-36,47.117856158075625,19.516855050619576,6.656835803222681,72.98648306839165,30.23199115684209,10.311569185384153,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
560,104,15,166,85,121,1.2,40,15,231,131,84,165,1.3,59.0,47,194,118,84,139,1.6,38,26,180,90,64,109,1.9,55,41,148,107,65,93,1.9,40,23,168,137,30,71,0.6,17,20,201,127,23,60,0.6,17,16,190,53.0,328,518,197,0,0,0,10029,10049,9998,53,33,75,265,321,215,15,56,10,99,10,11.0,1.0954451150103321,3.872983346207417,12379983,9.219544457292887,12.884098726725126,5.0990195135927845,9.16515138991168,10.862780491200215,0.7745966692414834,8742,5219,289,272,0.36,0.7745966692414834,208919.0,1722,289,0.38268343236508967,0.9238795325112868,0.9914448613738103,0.38268343236508967,0.9238795325112868,0.9914448613738103,4.764032113782328e-101,6.714184288211594e-79,1.026187963170189e-10,1.0927656633766312e-73,5.09107080895011e-88,3.0482349509718567e-83,5.583037061001886e-85,5.301718666092324e-65,9.602680054508676e-24,3.059023205018258e-07,4.780892883885469e-25,1.0112214926104486e-43,3.4011973816621555,4.2626798770413155,2.995732273553991,3.1354942159291497,4.0943445622221,3.8501476017100584,0.26236426446749106,4.739991682506865e-25,1.0025703525593837e-43,21.430272212445022,51.73725382063206,55.52091223693338,37.88565980414388,91.4640737186174,98.15304127600722,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
561,42,16,177,104,144,1.2,50,12,242,163,109,194,1.3,63.0,41,228,127,91,149,1.3,41,27,190,178,83,139,1.7,54,38,243,138,76,121,1.3,41,23,202,123,34,61,0.7,18,18,185,135,35,78,0.7,21,14,199,58.0,344,562,194,0,0,0,9997,10012,9970,52,27,90,269,339,222,26,48,11,108,1,12.0,1.0954451150103321,3.4641016151377544,14231294,10.198039027185569,13.30413469565007,5.196152422706632,9.539392014169456,11.269427669584644,0.8366600265340756,14762,9723,441,210,0.48999999999999994,0.8366600265340756,254079.0,1482,324,0.7071067811865475,0.7071067811865477,0.9659258262890684,0.0,1.0,0.8660254037844385,7.9567438919514e-106,3.0482349509718567e-83,1.026187963170189e-10,1.8729002841608093e-88,4.52398178760621e-81,3.761820781096061e-87,9.568814292462674e-100,2.927122496515368e-106,6.47023492564546e-26,5.109089028063325e-12,1.4251640827409352e-21,1.2479464629129513e-47,3.5263605246161616,4.110873864173311,2.8903717578961645,3.5553480614894135,4.356708826689592,3.713572066704308,0.26236426446749106,1.37660279421904e-21,1.0807533394455504e-47,33.94112549695428,33.941125496954285,46.36443966187528,0.0,108.0,93.53074360871936,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
562,19,17,126,42,67,0.8,36,3,189,157,79,143,1.1,44.0,22,222,103,70,115,0.8,42,9,163,152,117,184,2.7,67,50,208,139,106,185,1.7,44,22,183,96,28,57,0.6,18,14,155,96,40,79,0.7,19,13,155,36.0,342,630,208,0,121,121,9983,9996,9964,56,25,97,272,344,212,17,96,2,179,2,8.18535277187245,0.8944271909999159,1.7320508075688772,6787179,6.48074069840786,11.224972160321824,3.0,8.366600265340756,10.14889156509222,0.8366600265340756,34410,7239,361,182,0.48999999999999994,0.8366600265340756,87164.0,2550,324,0.3826834323650898,0.9238795325112867,0.9914448613738103,0.3826834323650898,0.9238795325112867,0.9914448613738103,8.285961676100547e-83,1.6218080426054863e-71,2.7894680928689246e-10,3.3427955219162848e-80,4.834541638053336e-68,4.834541638053336e-68,3.860335205164256e-97,4.642455656042647e-91,2.3195228302435696e-16,4.139937718785167e-08,2.031092662734811e-42,1.8251045143570802e-78,3.332204510175204,4.04305126783455,2.6390573296152584,3.6888794541139363,4.3694478524670215,3.091042453358316,0.09531017980432493,2.0137163834424778e-42,1.8094904922294708e-78,36.73760950704862,88.69243512108352,95.1787066918858,68.50033439335107,165.37443631952033,177.46863018591205,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
563,14,18,53,19,32,0.5,28,2,103,108,49,89,0.9,28.0,16,169,68,41,73,0.8,29,7,122,89,67,107,2.3,54,26,134,83,52,91,1.9,28,22,139,56,14,58,0.4,13,17,107,48,13,39,0.4,12,6,96,72.0,312,515,168,1,1,1,10022,10044,9988,36,15,114,275,330,191,22,45,16,96,15,5.656854249492381,0.7071067811865476,1.4142135623730951,1103439,4.358898943540674,7.280109889280518,2.6457513110645907,6.4031242374328485,8.246211251235321,0.6324555320336759,8372,1884,144,42,0.16000000000000003,0.6324555320336759,22764.0,702,169,0.3826834323650904,0.9238795325112865,0.6087614290087204,0.7071067811865477,0.7071067811865474,0.25881904510252013,1.8521167695179754e-45,1.0377033238158346e-53,2.7894680928689246e-10,4.2960271311739114e-61,3.392270193026015e-47,2.031092662734811e-42,4.020060215743355e-74,6.375869581278994e-59,5.380186160021138e-32,2.7894680928689246e-10,2.8625185805493937e-20,2.031092662734811e-42,2.6390573296152584,4.060443010546419,2.833213344056216,2.5649493574615367,3.6635616461296463,2.772588722239781,-0.10536051565782628,1.742590901659263e-20,5.256854634837587e-43,17.220754456429066,41.574578963007895,27.39426430539242,67.88225099390857,67.88225099390854,24.846628329841934,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
564,23,19,35,14,33,0.5,24,2,70,68,32,78,0.6,44.0,20,122,47,19,42,0.6,25,5,93,99,75,106,2.2,66,42,73,65,38,80,1.4,37,19,96,38,10,22,0.4,11,34,76,29,13,18,0.3,11,5,58,57.0,258,436,170,11,15,26,10055,10078,10005,59,19,65,216,299,170,23,57,1,98,3,5.744562646538029,0.7071067811865476,1.4142135623730951,347970,3.7416573867739413,5.916079783099616,2.23606797749979,4.358898943540674,6.855654600401044,0.5477225575051661,6480,1463,121,30,0.09,0.5477225575051661,87164.0,1806,121,0.0,1.0,0.8660254037844385,0.7071067811865476,0.7071067811865476,0.9659258262890684,3.975449735908647e-31,4.0795586671775603e-41,5.602796437537268e-09,2.031092662734811e-42,9.854154686111257e-34,6.47023492564546e-26,1.0377033238158346e-53,1.9792598779469045e-32,1.7587922024243116e-25,1.026187963170189e-10,1.7587922024243116e-25,2.7487850079102147e-43,2.302585092994046,3.091042453358316,3.5263605246161616,2.5649493574615367,2.8903717578961645,2.995732273553991,-0.5108256237659907,1.5231587272774363e-25,2.6551224300566777e-43,0.0,57.0,49.363448015713,69.29646455628166,69.29646455628166,94.66073097632871,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
565,41,20,103,23,39,0.6,37,2,163,115,37,72,0.6,41.0,26,176,86,37,71,0.7,39,8,143,95,58,99,2.2,55,33,154,94,46,63,1.2,34,11,153,98,18,45,0.5,14,43,157,53,23,43,0.5,16,6,104,50.0,319,557,151,0,0,0,10076,10095,10056,52,32,134,246,310,176,17,37,3,59,2,6.244997998398398,0.7745966692414834,1.4142135623730951,4357479,4.795831523312719,10.14889156509222,2.8284271247461903,6.082762530298219,9.273618495495704,0.7071067811865476,4032,4368,256,42,0.25,0.7071067811865476,70643.0,1122,196,0.7071067811865476,0.7071067811865476,0.9659258262890684,0.3826834323650898,0.9238795325112867,0.9914448613738103,1.6218080426054863e-71,7.868448159078602e-63,1.670170079024566e-05,3.572269937619218e-67,6.542840619051457e-69,6.813556821545298e-46,3.665820411179563e-77,1.314164668364901e-67,1.9287498479639178e-22,4.139937718785167e-08,8.533047625744066e-17,2.3802664086944007e-26,2.8903717578961645,3.8066624897703196,3.7612001156935624,3.1354942159291497,3.7612001156935624,3.258096538021482,-0.5108256237659907,8.24229107866081e-17,2.3599028996007574e-26,26.16295090390226,26.16295090390226,35.739255572695534,22.578322509540296,54.50889241816592,58.495246821054806,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
