,target,day,aqi-bj,pm2.5-bj,pm10-bj,co-bj,no2-bj,so2-bj,o3-bj,aqi-bd,pm2.5-bd,pm10-bd,co-bd,no2-bd,so2-bd,o3-bd,aqi-lf,pm2.5-lf,pm10-lf,co-lf,no2-lf,so2-lf,o3-lf,aqi-ts,pm2.5-ts,pm10-ts,co-ts,no2-ts,so2-ts,o3-ts,aqi-tj,pm2.5-tj,pm10-tj,co-tj,no2-tj,so2-tj,o3-tj,aqi-zjk,pm2.5-zjk,pm10-zjk,co-zjk,no2-zjk,so2-zjk,o3-zjk,aqi-cd,pm2.5-cd,pm10-cd,co-cd,no2-cd,so2-cd,o3-cd,EVP,GST-mean,GST-max,GST-min,PRE-208,PRE-820,PRE-2020,PRS-mean,PRS-max,PRS-min,RHU-mean,RHU-min,SSD,TEM-mean,TEM-max,TEM-min,WIN-mean,WIN-max,WD-max,WIN-ext,WD-ext,pm10-bj-sqt,co-bj-sqt,so2-bj-sqt,o3-bj-poly,pm2.5-bj-sqt,aqi-bj-sqt,so2-lf-sqt,pm2.5-lf-sqt,aqi-lf-sqt,co-lf-sqt,pm10-tj-poly,no2-cd-poly,no2-cd-s2,so2-cd-poly,co-cd-s2,co-cd-sqt,no2-bd-poly,so2-ts-poly,no2-zjk-s2,WD-max-sin,WD-max-cos,WD-max-sint,WD-ext-sin,WD-ext-cos,WD-ext-sint,o3-bj-exp,o3-lf-exp,so2-tj-exp,o3-tj-exp,o3-zjk-exp,o3-cd-exp,o3-bd-exp,o3-ts-exp,EVP-exp,WIN-mean-exp,WIN-max-exp,WIN-ext-exp,pm2.5-zjk-log,pm10-zjk-log,so2-zjk-log,pm2.5-cd-log,pm10-cd-log,so2-bd-log,co-bd-log,WIN-max-project1,WIN-ext-project1,WIN-max-sin,WIN-max-cos,WIN-max-sint,WIN-ext-sin,WIN-ext-cos,WIN-ext-sint,year_2013,year_2014,year_2015,year_2016,year_2017,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weekday_7,class-pm2.5_1,class-pm2.5_2,class-pm2.5_3,class-pm2.5_4,class-pm2.5_5,class-pm2.5_6,class-bj_1,class-bj_2,class-bj_3,class-bj_4,class-bj_5,class-bj_6,class-bd_1,class-bd_2,class-bd_3,class-bd_4,class-bd_5,class-bd_6,class-lf_1,class-lf_2,class-lf_3,class-lf_4,class-lf_5,class-lf_6,class-ts_1,class-ts_2,class-ts_3,class-ts_4,class-ts_5,class-ts_6,class-tj_1,class-tj_2,class-tj_3,class-tj_4,class-tj_5,class-tj_6,class-zjk_1,class-zjk_2,class-zjk_3,class-zjk_4,class-zjk_5,class-zjk_6,class-cd_1,class-cd_2,class-cd_3,class-cd_4,class-cd_5,class-cd_6,PRE-b_0,PRE-b_1,SimpClass-cd_1,SimpClass-cd_2,SimpClass-cd_3,SimpClass-cd_4,SimpClass-lf_1,SimpClass-lf_2,SimpClass-lf_3,SimpClass-lf_4,SimpClass-lf_5,SimpClass-tj_1,SimpClass-tj_2,SimpClass-tj_3,SimpClass-tj_4,SimpClass-ts_1,SimpClass-ts_2,SimpClass-ts_3,SimpClass-ts_4,SimpClass-zjk_1,SimpClass-zjk_2,SimpClass-zjk_3
189,67,9,82,27,53,0.6,43,6,138,106,36,112,1.0,33.0,32,167,115,41,78,0.6,26,12,176,128,68,117,2.4,56,55,191,109,49,78,1.3,41,20,170,40,9,19,0.7,11,17,79,52,20,42,0.5,24,17,102,46.0,314,563,130,0,0,0,10004,10017,9977,54,23,117,233,312,158,21,46,13,72,12,7.280109889280518,0.7745966692414834,2.449489742783178,2647254,5.196152422706632,9.055385138137417,3.4641016151377544,6.4031242374328485,10.723805294763608,0.7071067811865476,6162,14424,576,306,0.25,0.7071067811865476,37059.0,3080,121,1.0,1.8369701987210297e-16,0.4999999999999998,0.9238795325112865,0.38268343236509034,0.7933533402912364,1.1677812485237086e-60,3.665820411179563e-77,2.061153622438558e-09,1.4788975056432133e-74,4.906094730649281e-35,5.0345753587649823e-45,2.970445045520691e-73,1.1213829703227856e-83,1.0530617357553812e-20,7.582560427911907e-10,1.0530617357553812e-20,5.380186160021138e-32,2.1972245773362196,2.9444389791664403,2.833213344056216,2.995732273553991,3.7376696182833684,3.4657359027997265,0.0,5.2653086787769036e-21,4.2683886614414504e-32,46.0,8.450062914116736e-15,22.99999999999999,66.51932634081263,27.553207130286506,57.12144050096902,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
190,40,10,89,67,85,1.2,42,6,115,110,53,99,1.1,21.0,28,171,82,60,95,0.8,22,12,130,102,77,112,2.8,56,35,126,79,58,84,1.5,38,17,120,43,11,16,0.7,16,19,85,53,26,39,0.6,20,22,103,36.0,246,543,170,1,120,121,10048,10056,10016,68,45,63,217,266,181,21,58,3,107,2,9.219544457292887,1.0954451150103321,2.449489742783178,1534215,8.18535277187245,9.433981132056603,3.4641016151377544,7.745966692414834,9.055385138137417,0.7745966692414834,7140,8420,400,506,0.36,0.7745966692414834,9723.0,1260,256,0.7071067811865476,0.7071067811865476,0.9659258262890684,0.3826834323650898,0.9238795325112867,0.9914448613738103,1.1379798735078682e-50,3.4811068399043105e-57,4.139937718785167e-08,7.667648073722e-53,1.2160992992528256e-37,1.8521167695179754e-45,5.440559879258653e-75,1.9006199352650016e-55,2.3195228302435696e-16,7.582560427911907e-10,6.47023492564546e-26,3.392270193026015e-47,2.3978952727983707,2.772588722239781,2.9444389791664403,3.258096538021482,3.6635616461296463,3.332204510175204,0.09531017980432493,6.24976701683848e-26,3.363248851267186e-47,41.01219330881976,41.01219330881976,56.02369792476597,40.94712726306461,98.85510997870769,106.0846001669977,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
191,24,11,71,40,41,0.7,32,3,125,107,63,106,1.2,22.0,31,168,84,62,99,0.8,23,10,140,99,74,123,2.1,59,30,128,101,76,89,1.5,37,17,137,73,12,19,0.7,12,18,127,73,20,38,0.4,20,21,128,44.0,284,463,169,0,0,0,10060,10083,10032,59,31,126,237,302,181,19,46,3,73,4,6.4031242374328485,0.8366600265340756,1.7320508075688772,1968875,6.324555320336759,8.426149773176359,3.1622776601683795,7.874007874011811,9.16515138991168,0.6324555320336759,8010,8420,400,462,0.16000000000000003,0.6324555320336759,11154.0,930,144,0.7071067811865476,0.7071067811865476,0.9659258262890684,0.9238795325112867,0.38268343236508984,0.7933533402912352,5.166420632837861e-55,1.580420060273613e-61,4.139937718785167e-08,3.1743585474772134e-60,6.991989996645917e-56,2.572209372642415e-56,1.0927656633766312e-73,2.572209372642415e-56,7.781132241133797e-20,5.602796437537268e-09,1.0530617357553812e-20,1.9792598779469045e-32,2.4849066497880004,2.9444389791664403,2.8903717578961645,2.995732273553991,3.6375861597263857,3.4339872044851463,0.1823215567939546,1.0171795272429172e-20,1.5702524354735992e-32,32.526911934581186,32.526911934581186,44.43258800929715,67.44320587332393,27.935890562651558,57.91479384126017,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
192,48,12,86,24,56,0.5,39,6,143,108,53,128,0.9,35.0,34,169,95,62,93,0.5,24,11,154,84,60,119,1.4,54,34,118,103,71,100,1.8,46,26,163,53,14,23,0.7,13,18,103,49,25,49,0.4,23,20,93,59.0,324,549,170,0,0,0,10021,10045,9988,43,20,134,278,357,191,21,53,6,95,6,7.483314773547883,0.7071067811865476,2.449489742783178,2944799,4.898979485566356,9.273618495495704,3.3166247903554,7.874007874011811,9.746794344808963,0.6324555320336759,10100,12719,529,420,0.16000000000000003,0.6324555320336759,44135.0,1190,169,0.9238795325112867,0.3826834323650897,0.13052619222005257,0.9238795325112867,0.3826834323650897,0.13052619222005257,7.868448159078602e-63,1.314164668364901e-67,5.109089028063325e-12,1.6218080426054863e-71,1.8521167695179754e-45,4.0795586671775603e-41,4.020060215743355e-74,5.665668176358939e-52,2.3802664086944007e-26,7.582560427911907e-10,9.602680054508676e-24,5.5210822770285325e-42,2.6390573296152584,3.1354942159291497,2.8903717578961645,3.2188758248682006,3.8918202981106265,3.5263605246161616,-0.10536051565782628,1.2534012626224643e-24,7.206458465541518e-43,48.9656152230982,20.282221915349755,6.917888187662786,87.76855558857224,36.354926074683526,12.399988260904994,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
193,38,13,117,48,84,0.9,41,8,179,142,75,181,1.2,36.0,50,206,115,87,116,0.9,18,17,154,81,49,111,1.9,50,42,104,73,39,83,1.6,48,24,128,91,17,39,0.9,18,38,149,51,20,42,0.3,22,17,101,57.0,320,559,206,0,115,115,10036,10054,10005,59,37,93,260,320,187,19,84,3,148,3,9.16515138991168,0.9486832980505138,2.8284271247461903,5767559,6.928203230275509,10.816653826391969,4.123105625617661,9.327379053088816,10.723805294763608,0.5477225575051661,6972,11154,484,306,0.09,0.5477225575051661,47988.0,1806,324,0.7071067811865476,0.7071067811865476,0.9659258262890684,0.7071067811865476,0.7071067811865476,0.9659258262890684,1.8251045143570802e-78,1.314164668364901e-67,3.775134544279098e-11,2.572209372642415e-56,1.9503933001302485e-65,1.368539471173853e-44,3.4303365279297016e-90,6.813556821545298e-46,1.7587922024243116e-25,5.602796437537268e-09,3.3057006267607343e-37,5.301718666092324e-65,2.833213344056216,3.6635616461296463,3.6375861597263857,2.995732273553991,3.7376696182833684,3.912023005428146,0.1823215567939546,3.1930616093681535e-37,5.121066983297405e-65,59.396969619669996,59.396969619669996,81.13776940828174,104.65180361560904,104.65180361560904,142.95702229078213,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
194,101,14,159,38,68,0.6,38,3,224,194,69,131,1.3,28.0,37,259,125,81,100,0.6,25,9,187,97,69,139,1.2,50,32,156,126,38,73,1.3,43,19,189,107,17,39,0.9,16,27,168,71,20,50,0.6,24,24,125,39.0,276,407,184,0,0,0,10027,10049,10001,61,39,111,259,324,195,15,35,10,50,10,8.246211251235321,0.7745966692414834,1.7320508075688772,11289824,6.164414002968976,12.609520212918492,3.0,9.0,11.180339887498949,0.7745966692414834,5402,14424,576,600,0.36,0.7745966692414834,22764.0,1056,256,0.38268343236508967,0.9238795325112868,0.9914448613738103,0.38268343236508967,0.9238795325112868,0.9914448613738103,5.22439558379172e-98,6.122543565829638e-82,5.602796437537268e-09,8.285961676100547e-83,1.0927656633766312e-73,5.166420632837861e-55,3.2940424157003086e-113,1.7785284761271306e-68,1.1548224173015786e-17,3.059023205018258e-07,6.305116760146989e-16,1.9287498479639178e-22,2.833213344056216,3.6635616461296463,3.295836866004329,2.995732273553991,3.912023005428146,3.6109179126442243,0.26236426446749106,6.25117561220962e-16,1.912249125639344e-22,13.393920132778138,32.33578363789504,34.70057014808336,19.134171618254484,46.19397662556434,49.57224306869051,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
195,126,15,176,101,145,1.2,49,14,241,155,114,220,1.4,32.0,44,220,225,175,198,1.1,30,26,200,123,94,168,1.3,47,44,178,115,72,130,1.4,43,24,177,116,24,56,1.0,18,33,178,131,46,95,0.8,25,26,194,52.0,275,466,202,0,19,19,10007,10020,9981,63,38,47,262,327,226,22,54,5,95,4,12.041594578792296,1.0954451150103321,3.7416573867739413,14055843,10.04987562112089,13.2664991614216,5.0990195135927845,13.228756555322953,15.0,0.8944271909999159,17030,16275,625,702,0.6400000000000001,0.8944271909999159,33824.0,1980,324,1.0,6.123233995736766e-17,0.5000000000000004,0.9238795325112867,0.38268343236508984,0.7933533402912352,2.1628672335193993e-105,1.3838965267367376e-87,3.775134544279098e-11,1.3485799642996046e-77,4.961148436415422e-78,5.583037061001886e-85,2.852423339163565e-96,4.961148436415422e-78,2.6102790696677047e-23,2.7894680928689246e-10,3.532628572200807e-24,5.5210822770285325e-42,3.1780538303479458,4.02535169073515,3.4965075614664802,3.828641396489095,4.553876891600541,3.784189633918261,0.3364722366212129,1.766314286100405e-24,4.3801690665033245e-42,54.0,3.3065463576978537e-15,27.000000000000025,87.76855558857224,36.35492607468353,75.36856732766734,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
196,88,16,165,126,149,1.0,41,3,203,165,126,178,1.2,19.0,29,198,172,131,151,0.7,13,9,166,198,149,203,1.2,28,29,173,141,108,137,1.4,26,14,184,96,26,41,1.1,18,37,155,118,90,124,0.9,24,22,159,36.0,275,389,203,18,0,18,9986,10008,9959,66,47,34,259,303,216,14,45,9,70,11,12.206555615733702,1.0,1.7320508075688772,8406839,11.224972160321824,12.84523257866513,3.0,11.445523142259598,13.114877048604,0.9486832980505138,18906,14424,576,506,0.81,0.9486832980505138,7239.0,870,324,1.2246467991473532e-16,1.0,0.8660254037844384,0.7071067811865475,0.7071067811865477,0.9659258262890684,6.89001509906914e-89,8.074506789675094e-73,8.315287191035679e-07,1.2297457485529627e-80,4.834541638053336e-68,8.854771883513433e-70,1.0225689071173033e-86,7.362997122252211e-76,2.3195228302435696e-16,8.315287191035679e-07,2.8625185805493937e-20,3.975449735908647e-31,3.258096538021482,3.713572066704308,3.6109179126442243,4.499809670330265,4.820281565605037,3.367295829986474,0.1823215567939546,2.479013809560746e-20,3.8399895710282187e-31,5.5109105961630896e-15,45.0,38.971143170299726,49.49747468305832,49.497474683058336,67.61480784023479,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
197,61,17,116,88,107,0.9,35,3,170,140,107,156,1.2,22.0,28,161,145,111,137,0.8,19,7,148,172,130,182,1.4,31,29,149,122,93,124,1.7,36,20,164,91,44,62,1.1,21,26,149,97,62,86,1.0,26,31,156,28.0,240,351,183,335,17,352,9983,9999,9971,77,54,0,232,279,179,17,58,4,98,2,10.344080432788601,0.9486832980505138,1.7320508075688772,4942070,9.38083151964686,10.770329614269007,2.6457513110645907,10.535653752852738,12.041594578792296,1.0,15500,18278,676,992,1.0,1.0,11154.0,870,441,0.9238795325112867,0.38268343236508984,0.7933533402912352,0.3826834323650898,0.9238795325112867,0.9914448613738103,1.4788975056432133e-74,5.301718666092324e-65,2.061153622438558e-09,5.96629836401057e-72,1.9503933001302485e-65,1.7785284761271306e-68,1.1983630608508849e-70,1.9503933001302485e-65,6.914400106940203e-13,4.139937718785167e-08,6.47023492564546e-26,2.7487850079102147e-43,3.784189633918261,4.127134385045092,3.258096538021482,4.127134385045092,4.454347296253507,3.332204510175204,0.1823215567939546,5.133182490729837e-26,2.725268771113951e-43,53.58501288565463,22.195639077175212,46.01449373689164,37.5029763717788,90.5401941861061,97.16159641463341,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
198,121,18,115,61,72,0.7,36,4,176,149,114,159,1.2,38.0,29,144,97,73,101,0.7,22,5,149,115,87,124,1.4,40,20,165,130,99,129,1.9,47,17,136,48,10,16,0.7,11,19,96,63,22,39,0.5,24,28,115,38.0,254,371,178,0,0,0,9991,10007,9967,71,41,97,240,300,190,19,41,10,63,10,8.48528137423857,0.8366600265340756,2.0,5482928,7.810249675906654,10.723805294763608,2.23606797749979,8.54400374531753,9.848857801796104,0.7071067811865476,16770,14424,576,812,0.25,0.7071067811865476,56354.0,420,121,0.38268343236508967,0.9238795325112868,0.9914448613738103,0.38268343236508967,0.9238795325112868,0.9914448613738103,3.665820411179563e-77,1.9503933001302485e-65,4.139937718785167e-08,8.628801156620959e-60,2.031092662734811e-42,1.1379798735078682e-50,2.8946403116483003e-63,2.194878508014299e-72,3.1391327920480296e-17,5.602796437537268e-09,1.5628821893349888e-18,4.359610000063081e-28,2.302585092994046,2.772588722239781,2.9444389791664403,3.091042453358316,3.6635616461296463,3.367295829986474,0.1823215567939546,1.549511515548825e-18,4.322312932156418e-28,15.690020726968676,37.87906083296276,40.649239316326224,24.109056239000648,58.20441054821107,62.46102626655005,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
199,44,19,158,121,132,1.2,45,5,159,216,166,239,1.4,43.0,31,139,190,143,199,1.0,29,7,113,120,91,146,1.9,43,38,134,101,76,101,1.6,47,22,102,45,10,21,0.7,18,27,90,50,23,42,0.3,25,22,99,35.0,256,376,177,0,0,0,10005,10014,9982,75,63,0,240,262,200,19,45,5,67,5,11.489125293076057,1.0954451150103321,2.23606797749979,4045119,11.0,12.569805089976535,2.6457513110645907,11.958260743101398,13.784048752090222,0.5477225575051661,10302,16275,625,506,0.09,0.5477225575051661,81399.0,1482,324,1.0,6.123233995736766e-17,0.5000000000000004,1.0,6.123233995736766e-17,0.5000000000000004,8.854771883513433e-70,8.408597124803643e-50,2.7894680928689246e-10,5.0345753587649823e-45,8.194012623990515e-40,1.0112214926104486e-43,4.2960271311739114e-61,6.375869581278994e-59,6.305116760146989e-16,5.602796437537268e-09,2.8625185805493937e-20,7.984904245686979e-30,2.302585092994046,3.044522437723423,3.295836866004329,3.1354942159291497,3.7376696182833684,3.4339872044851463,0.3364722366212129,1.431259290274698e-20,3.992452122843493e-30,45.0,2.7554552980815448e-15,22.50000000000002,67.0,4.102566777143633e-15,33.50000000000003,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
200,65,20,86,44,38,0.8,27,2,143,98,42,72,1.0,31.0,23,157,63,38,64,0.7,16,6,115,78,57,95,2.0,46,44,90,54,31,50,1.2,36,12,105,73,22,41,1.0,16,24,128,58,32,40,0.4,22,18,110,44.0,259,443,186,76,0,76,10031,10043,10014,73,45,81,221,279,184,23,43,6,77,6,6.164414002968976,0.8944271909999159,1.4142135623730951,2944799,6.6332495807108,9.273618495495704,2.449489742783178,6.164414002968976,7.937253933193772,0.6324555320336759,2550,11154,484,342,0.16000000000000003,0.6324555320336759,30783.0,1980,256,0.9238795325112867,0.3826834323650897,0.13052619222005257,0.9238795325112867,0.3826834323650897,0.13052619222005257,7.868448159078602e-63,1.1379798735078682e-50,6.14421235332821e-06,2.506567475899953e-46,2.572209372642415e-56,1.6889118802245324e-48,6.542840619051457e-69,8.194012623990515e-40,7.781132241133797e-20,1.026187963170189e-10,2.1151310375910805e-19,3.6251409191435593e-34,3.091042453358316,3.713572066704308,3.1780538303479458,3.4657359027997265,3.6888794541139363,3.1354942159291497,0.0,2.760800003832126e-20,4.731758404369103e-35,39.72681989798533,16.45538759169886,5.612626265462261,71.13872400336908,29.46662429211191,10.050516800944049,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
201,29,21,95,65,63,1.0,34,5,154,109,56,96,1.1,30.0,39,170,97,45,80,0.7,17,8,156,90,67,110,2.5,41,56,133,69,43,64,1.0,31,14,123,76,24,34,1.0,20,31,131,60,43,58,0.5,23,25,112,36.0,259,435,190,0,26,26,10048,10061,10029,74,45,36,220,277,186,20,64,14,128,16,7.937253933193772,1.0,2.23606797749979,3676134,8.06225774829855,9.746794344808963,2.8284271247461903,6.708203932499369,9.848857801796104,0.7071067811865476,4160,12719,529,650,0.25,0.7071067811865476,27930.0,3192,400,0.9238795325112866,0.38268343236509,0.13052619222005268,0.3826834323650904,0.9238795325112865,0.6087614290087204,1.314164668364901e-67,1.7785284761271306e-68,8.315287191035679e-07,3.817497188671175e-54,1.2806276389220833e-57,2.2856936767186716e-49,1.4788975056432133e-74,1.733141042341547e-58,2.3195228302435696e-16,2.061153622438558e-09,1.603810890548638e-28,2.572209372642415e-56,3.1780538303479458,3.5263605246161616,3.4339872044851463,3.7612001156935624,4.060443010546419,3.6635616461296463,0.09531017980432493,2.0933932858436538e-29,1.5658618533994207e-56,59.128290080722344,24.49173967136576,8.353676302083372,48.98347934273157,118.25658016144467,77.92146291311622,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
202,23,22,89,29,41,0.6,31,2,147,93,61,98,0.8,32.0,25,151,89,40,77,0.6,23,4,147,87,65,103,1.8,42,31,110,93,46,73,1.0,39,11,151,47,12,21,0.8,18,24,93,62,44,49,0.5,23,25,88,33.0,258,424,173,11,0,11,10051,10061,10025,73,46,61,220,282,181,17,67,4,96,5,6.4031242374328485,0.7745966692414834,1.4142135623730951,3198279,5.385164807134504,9.433981132056603,2.0,6.324555320336759,9.433981132056603,0.7071067811865476,5402,12719,529,650,0.25,0.7071067811865476,33824.0,992,324,0.9238795325112867,0.38268343236508984,0.7933533402912352,1.0,6.123233995736766e-17,0.5000000000000004,1.4411565509640892e-64,1.4411565509640892e-64,1.670170079024566e-05,2.6395702969591894e-66,4.0795586671775603e-41,6.054601895401186e-39,2.6395702969591894e-66,1.6889118802245324e-48,4.658886145103398e-15,4.139937718785167e-08,7.984904245686979e-30,2.031092662734811e-42,2.4849066497880004,3.044522437723423,3.1780538303479458,3.784189633918261,3.8918202981106265,3.2188758248682006,-0.2231435513142097,6.33485045522143e-30,1.0155463313674064e-42,61.89992867825621,25.63978996846102,53.15467379951276,96.0,5.878304635907295e-15,48.00000000000004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
203,49,23,111,23,44,0.5,38,2,172,104,52,105,0.9,36.0,26,164,93,31,64,0.4,24,5,152,89,47,98,2.2,49,45,147,111,38,61,1.2,39,19,172,73,13,24,0.8,17,35,127,71,34,55,0.4,24,32,125,42.0,300,508,162,0,0,0,10039,10062,10011,56,30,133,250,312,178,15,31,2,51,9,6.6332495807108,0.7071067811865476,1.4142135623730951,5118204,4.795831523312719,10.535653752852738,2.23606797749979,5.5677643628300215,9.643650760992955,0.6324555320336759,3782,14424,576,1056,0.16000000000000003,0.6324555320336759,47988.0,2070,289,0.3826834323650898,0.9238795325112867,0.9914448613738103,1.2246467991473532e-16,1.0,0.8660254037844384,2.001470128041443e-75,9.710436457780846e-67,5.602796437537268e-09,2.001470128041443e-75,6.991989996645917e-56,5.166420632837861e-55,5.96629836401057e-72,1.4411565509640892e-64,5.74952226429356e-19,3.059023205018258e-07,3.442477108469977e-14,7.095474162284704e-23,2.5649493574615367,3.1780538303479458,3.5553480614894135,3.5263605246161616,4.007333185232471,3.258096538021482,-0.10536051565782628,3.4130262395895316e-14,6.14486087643466e-23,11.863186403317783,28.64026550784989,30.734790702588118,6.245698675651501e-15,51.0,44.16729559300636,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
