province,city,city_code,level,index,pollutions,aqi,so2_24h,no2_24h,co_24h,o3_24h,o3_8h_24h,pm2_5_24h,pm10_24h,pubtime
北京市,北京市,110000,,,,57,4,42,0.689,90,139,40,54,2013/8/1 0:00
北京市,北京市,110000,,,,92,6,39,0.96,250,194,68,80,2013/8/2 0:00
北京市,北京市,110000,,,,61,5,33,0.552,213,196,31,52,2013/8/3 0:00
北京市,北京市,110000,,,,106,7,32,0.789,282,223,76,99,2013/8/4 0:00
北京市,北京市,110000,,,,73,4,35,0.627,295,233,44,63,2013/8/5 0:00
北京市,北京市,110000,,,,176,4,42,1.033,245,194,135,156,2013/8/6 0:00
北京市,北京市,110000,,,,42,5,32,0.59,104,127,28,37,2013/8/7 0:00
北京市,北京市,110000,,,,53,6,37,0.679,204,182,30,54,2013/8/8 0:00
北京市,北京市,110000,,,,43,7,48,0.512,53,113,27,51,2013/8/9 0:00
北京市,北京市,110000,,,,141,10,28,1.063,298,242,105,156,2013/8/10 0:00
北京市,北京市,110000,,,,177,6,36,1.34,150,142,140,158,2013/8/11 0:00
北京市,北京市,110000,,,,70,3,22,0.648,137,122,51,54,2013/8/12 0:00
北京市,北京市,110000,,,,115,8,30,1.003,182,164,87,100,2013/8/13 0:00
北京市,北京市,110000,,,,96,5,32,0.834,204,172,70,92,2013/8/14 0:00
北京市,北京市,110000,,,,159,7,39,1.137,194,169,121,143,2013/8/15 0:00
北京市,北京市,110000,,,,159,5,54,1.249,124,99,121,159,2013/8/16 0:00
北京市,北京市,110000,,,,61,6,36,0.506,112,100,37,61,2013/8/17 0:00
北京市,北京市,110000,,,,35,4,30,0.453,152,129,13,32,2013/8/18 0:00
北京市,北京市,110000,,,,45,4,43,0.605,177,158,22,44,2013/8/19 0:00
北京市,北京市,110000,,,,113,9,47,1.295,186,158,82,117,2013/8/20 0:00
北京市,北京市,110000,,,,134,8,48,1.14,200,165,101,113,2013/8/21 0:00
北京市,北京市,110000,,,,152,5,65,1.228,54,102,115,130,2013/8/22 0:00
北京市,北京市,110000,,,,74,6,45,0.888,135,123,49,77,2013/8/23 0:00
北京市,北京市,110000,,,,56,5,47,0.73,167,134,30,63,2013/8/24 0:00
北京市,北京市,110000,,,,76,6,45,0.72,261,220,36,74,2013/8/25 0:00
北京市,北京市,110000,,,,81,11,37,0.952,248,208,51,101,2013/8/26 0:00
北京市,北京市,110000,,,,79,12,43,1.399,68,137,58,85,2013/8/27 0:00
北京市,北京市,110000,,,,97,6,48,1.998,68,53,73,73,2013/8/28 0:00
北京市,北京市,110000,,,,43,3,28,0.698,72,67,23,39,2013/8/29 0:00
北京市,北京市,110000,,,,27,2,25,0.397,80,72,10,26,2013/8/30 0:00
北京市,北京市,110000,,,,39,5,38,0.513,112,90,18,43,2013/8/31 0:00
