province,city,city_code,level,index,pollutions,aqi,so2_24h,no2_24h,co_24h,o3_24h,o3_8h_24h,pm2_5_24h,pm10_24h,pubtime
北京市,北京市,110000,,,,125,10,21,0.432,88,87,8,15,2013/3/1 0:00
北京市,北京市,110000,,,,33,34,57,1.031,83,83,35,45,2013/3/2 0:00
北京市,北京市,110000,,,,94,49,77,1.85,76,75,78,108,2013/3/3 0:00
北京市,北京市,110000,,,,66,20,43,0.735,91,91,24,42,2013/3/4 0:00
北京市,北京市,110000,,,,99,74,106,2.152,91,91,136,165,2013/3/5 0:00
北京市,北京市,110000,,,,222,102,129,2.919,55,59,202,233,2013/3/6 0:00
北京市,北京市,110000,,,,277,85,144,3.988,92,92,244,282,2013/3/7 0:00
北京市,北京市,110000,,,,292,58,112,3.033,100,96,187,229,2013/3/8 0:00
北京市,北京市,110000,,,,149,28,42,1.091,95,94,56,205,2013/3/9 0:00
北京市,北京市,110000,,,,81,24,51,0.824,90,89,41,66,2013/3/10 0:00
北京市,北京市,110000,,,,114,82,85,1.664,89,89,124,159,2013/3/11 0:00
北京市,北京市,110000,,,,173,30,81,1.763,51,54,122,133,2013/3/12 0:00
北京市,北京市,110000,,,,88,14,38,0.554,84,84,19,25,2013/3/13 0:00
北京市,北京市,110000,,,,79,54,76,1.495,84,84,101,113,2013/3/14 0:00
北京市,北京市,110000,,,,196,70,108,2.303,62,62,211,233,2013/3/15 0:00
北京市,北京市,110000,,,,297,66,95,2.314,104,104,232,240,2013/3/16 0:00
北京市,北京市,110000,,,,271,74,114,2.617,105,104,281,299,2013/3/17 0:00
北京市,北京市,110000,,,,326,15,43,0.989,104,104,94,90,2013/3/18 0:00
北京市,北京市,110000,,,,287,4,17,0.282,104,104,10,17,2013/3/19 0:00
北京市,北京市,110000,,,,144,10,29,0.289,104,104,34,40,2013/3/20 0:00
北京市,北京市,110000,,,,168,26,67,2.768,,,129,139,2013/3/21 0:00
北京市,北京市,110000,,,,127,26,56,2.774,,,93,127,2013/3/22 0:00
北京市,北京市,110000,,,,76,27,48,2.899,,,51,79,2013/3/23 0:00
北京市,北京市,110000,,,,28,8,24,0.75,31,31,12,22,2013/3/24 0:00
北京市,北京市,110000,,,,117,36,79,1.125,85,85,121,173,2013/3/25 0:00
北京市,北京市,110000,,,,189,64,83,1.724,57,46,176,221,2013/3/26 0:00
北京市,北京市,110000,,,,195,16,42,1.01,98,89,95,124,2013/3/27 0:00
北京市,北京市,110000,,,,51,9,34,0.6,95,85,27,49,2013/3/28 0:00
北京市,北京市,110000,,,,93,41,64,1.54,72,58,76,121,2013/3/29 0:00
北京市,北京市,110000,,,,100,51,56,1.585,93,84,80,108,2013/3/30 0:00
北京市,北京市,110000,,,,154,21,66,1.421,18,48,174,194,2013/3/31 0:00
