province,city,city_code,level,index,pollutions,aqi,so2_24h,no2_24h,co_24h,o3_24h,o3_8h_24h,pm2_5_24h,pm10_24h,pubtime
北京市,北京市,110000,,,,235,15,100,1.869,,,187,203,2013/11/1 0:00
北京市,北京市,110000,,,,304,12,107,2.173,,,254,259,2013/11/2 0:00
北京市,北京市,110000,,,,63,5,43,0.746,,,45,75,2013/11/3 0:00
北京市,北京市,110000,,,,63,11,55,0.916,,,42,65,2013/11/4 0:00
北京市,北京市,110000,,,,199,24,97,2.085,,,157,193,2013/11/5 0:00
北京市,北京市,110000,,,,137,10,52,1.359,,,96,127,2013/11/6 0:00
北京市,北京市,110000,,,,56,11,45,0.842,,,39,59,2013/11/7 0:00
北京市,北京市,110000,,,,169,50,93,2.253,,,130,161,2013/11/8 0:00
北京市,北京市,110000,,,,123,39,63,1.507,,,89,110,2013/11/9 0:00
北京市,北京市,110000,,,,35,10,30,0.478,,,19,42,2013/11/10 0:00
北京市,北京市,110000,,,,58,17,51,0.806,,,39,62,2013/11/11 0:00
北京市,北京市,110000,,,,80,22,59,1.344,,,58,81,2013/11/12 0:00
北京市,北京市,110000,,,,205,51,100,2.931,,,162,187,2013/11/13 0:00
北京市,北京市,110000,,,,93,19,55,1.283,,,63,101,2013/11/14 0:00
北京市,北京市,110000,,,,134,29,86,2.288,,,99,173,2013/11/15 0:00
北京市,北京市,110000,,,,67,11,29,0.698,,,36,84,2013/11/16 0:00
北京市,北京市,110000,,,,23,7,22,0.486,,,10,23,2013/11/17 0:00
北京市,北京市,110000,,,,18,7,20,0.437,,,9,18,2013/11/18 0:00
北京市,北京市,110000,,,,51,17,40,0.853,,,36,46,2013/11/19 0:00
北京市,北京市,110000,,,,90,25,55,1.73,,,66,78,2013/11/20 0:00
北京市,北京市,110000,,,,128,35,72,2.052,,,98,109,2013/11/21 0:00
北京市,北京市,110000,,,,179,47,83,2.46,15,14,145,143,2013/11/22 0:00
北京市,北京市,110000,,,,231,57,102,3.13,23,19,188,174,2013/11/23 0:00
北京市,北京市,110000,,,,108,24,41,1.136,44,31,68,129,2013/11/24 0:00
北京市,北京市,110000,,,,30,10,26,0.616,58,51,17,29,2013/11/25 0:00
北京市,北京市,110000,,,,42,10,22,0.739,62,57,16,47,2013/11/26 0:00
北京市,北京市,110000,,,,31,4,8,0.402,62,60,7,35,2013/11/27 0:00
北京市,北京市,110000,,,,39,13,28,0.781,58,48,23,35,2013/11/28 0:00
北京市,北京市,110000,,,,86,32,62,1.871,43,30,63,79,2013/11/29 0:00
北京市,北京市,110000,,,,51,26,43,1.028,64,53,32,48,2013/11/30 0:00
