,pm,lasso,xgb,svc,mlp
47,2.1972245773362196,2.901444629081899,2.683649065193422,2.8012541765374963,2.761264992388868
48,2.9444389791664403,2.8183011715859525,2.981998178140958,3.22966313509359,2.8305292758036464
49,4.7535901911063645,4.412679611939248,4.374309556545465,4.832869904740934,4.184090072069175
50,5.402677381872279,5.20008877815278,5.230794905699681,5.039164757312018,5.275685008119542
51,5.003946305945459,4.98861106912002,4.838460449126724,4.956651952967869,4.835004259951499
52,3.2188758248682006,3.036127848363141,2.781079258262935,3.0505448112004867,2.959521376273779
53,3.9889840465642745,3.6856937854141947,3.9594657103777022,3.6823901406809254,3.724624070273495
54,4.499809670330265,4.7562896067387035,4.539114482610335,4.760113640829965,4.322780749718948
55,3.713572066704308,3.591717185399064,3.6648485226078327,3.5374953632316224,3.3567967704248676
56,4.77912349311153,4.9003403586096095,4.797940730395064,5.064093283050731,4.667891241664744
57,4.290459441148391,3.902630115687647,4.025544178180978,3.589104898269399,3.5464226742037717
58,4.969813299576001,4.632443019161946,4.787891379611759,4.5667849540416965,4.9158495475576895
59,4.912654885736053,4.823820309397374,4.787123683927137,4.5051351869933365,4.159006699284573
60,4.204692619390966,4.165600811800979,4.030344497436371,3.5259199753413433,3.6858625175460853
61,1.791759469228055,2.8992202720632925,3.076095599145023,2.919925499528585,3.301820449160025
62,3.332204510175204,2.6902478466242763,3.0293659880797152,3.5747194428343234,2.44404384266412
63,4.48863636973214,4.416970872107118,4.489323122265576,4.926055806121397,3.8461331411448376
64,4.795790545596741,5.104382414770507,4.761737855696299,5.055941425255935,4.432237449737357
65,4.634728988229636,4.717626894264544,4.553705657265614,4.738107737661926,4.603763477927545
66,4.219507705176107,4.1161220023619105,3.959672906184009,3.5966932030253407,3.621013366030584
67,2.302585092994046,2.924047913695997,2.78545859202325,2.762587819818705,2.9360128924688964
68,3.2188758248682006,2.8820783981494156,2.7504827753837087,2.8769722089150744,2.737309260004518
69,4.59511985013459,4.519034680998478,4.478492779643427,4.712228174792557,4.313445887749312
70,4.718498871295094,4.575808383230145,4.553112053545022,4.590410630820383,4.771198105559852
71,5.241747015059643,5.1401170444980275,5.189963857742479,5.2921134021842375,5.268876460372983
72,5.583496308781699,5.592005543477681,5.591602835973453,5.723435667013092,5.432123710242418
73,5.976350909297934,5.7667187826296695,5.598873178255701,5.605613249883128,5.875283336567575
74,5.6937321388027,5.613778680888755,5.652706634522609,5.804831933162275,5.192032646809237
75,4.663439094112067,4.618017522561142,4.549123743795065,4.81147325276071,4.87444776787567
76,4.276666119016055,4.347118785813076,4.0109138309385886,4.287649500356473,3.8342329081612756
77,4.174387269895637,4.186253708748823,4.0423822674409555,4.129891518611552,3.9087795597448007
78,5.10594547390058,4.995803743057847,5.055847150775461,5.257700748441724,5.388215771096688
79,5.560681631015528,5.4723533586233,5.476364141406472,5.607771427550761,5.560178586909183
80,5.575949103146316,5.817911200476557,5.601825200928239,5.450001702607833,5.636919021318837
81,5.356586274672012,5.451590475243604,5.213346004923226,5.057345518543997,4.957489048398236
82,5.564520407322694,5.675782985022405,5.564738215968664,5.3211326266109005,5.263408155640128
83,5.872117789475416,5.761329747185861,5.589470428404103,5.196242416831417,5.506488694190491
84,5.75890177387728,5.767875207210658,5.698233558868264,5.234167223551782,5.670256060730066
85,4.3694478524670215,4.291633024154682,4.251665565263619,4.36187694341678,4.258704525370493
86,3.6635616461296463,4.230076919459506,4.085510233874352,4.26675804921864,4.012931109205834
87,4.912654885736053,4.611298267081941,4.728132723745413,4.686722164919573,4.226915163288934
88,5.389071729816501,4.999245765152688,5.200388427227121,5.381642244358003,5.644189257637918
89,4.060443010546419,4.12173463663851,3.917628299090872,4.273358612222709,3.82015659988928
90,3.044522437723423,2.8176422593006065,2.8068017828434018,3.1662161197904433,2.582406717351865
91,2.833213344056216,2.868997556025452,3.2110292640353095,3.147449023470932,2.7741905856480242
92,3.8918202981106265,3.8302145233383964,3.6905667962307027,3.8972022151604584,3.448868870488277
93,4.882801922586371,4.727858340084831,4.812727941525137,4.941723489051442,4.69800280519311
94,4.553876891600541,4.425458615242922,4.489970195216595,4.299559340754647,4.417345529615298
95,4.406719247264253,4.6361948939449364,4.574368462286564,4.922944367616639,4.898831075975844
96,5.049856007249537,5.253320272730658,5.177544636714285,5.585080681742982,5.138012273801053
97,2.4849066497880004,3.141572766047304,2.8476853105717006,3.446966370132947,2.930171303051982
98,3.044522437723423,3.708309096825106,3.598126915222775,3.6648768670284406,3.9021519810262397
99,3.091042453358316,3.862424870267907,3.9381320442673,3.6736461010984724,3.696605575292563
100,4.553876891600541,4.375514298484568,4.30239296166871,4.480712954047389,4.080128738117146
101,4.736198448394496,4.52999473074298,4.413332947824714,4.684116270286127,4.49765542086212
102,4.430816798843313,4.646065716766217,4.378698309887664,4.6903478419098,4.602701366448273
103,3.6375861597263857,3.583954079844468,3.3509690920584934,3.6133718831420443,3.2377401269785624
104,3.8501476017100584,3.9505623895906306,3.8876588472677875,3.9035364984467975,4.062755155802812
105,2.3978952727983707,3.246208023606089,3.2049400602726257,3.0966071836572984,3.2314109365483175
106,3.258096538021482,3.687799501697255,3.495568705351628,3.5954880206606314,3.666222788034889
107,3.871201010907891,3.7234967556621377,3.830015401691124,3.9166685458354773,3.553116896517114
108,4.90527477843843,4.56559089057539,4.6512308273834515,4.723331878627723,4.992989346493986
109,5.3981627015177525,5.068764111980839,5.153043718708214,5.233041588626912,5.021463706124742
110,5.303304908059076,5.223005497632777,5.2279724702114505,5.199434899445145,5.44510990048216
111,5.598421958998375,5.279858063101046,5.4981388759256165,5.576271725333967,5.690784433265691
112,5.521460917862246,5.038321142878767,5.240575277333244,5.386948307595813,5.27134907549436
113,4.859812404361672,4.898204380617616,4.85557129788134,4.999346956723031,5.146217284241573
114,3.6888794541139363,3.5028868946425025,3.477161206571448,3.649002000184102,3.8432904376850625
115,3.4657359027997265,3.487616001213055,3.675975548908522,3.7777030360764745,3.7300002546577162
116,4.897839799950911,4.499435816013481,4.556390306189603,4.6068424170723175,5.130972334671453
117,4.653960350157523,4.466416228296142,4.504177609249526,4.191562046832086,4.40798921947388
118,4.605170185988092,4.542811305440226,4.487694767883792,4.3512955629392325,4.482057033966276
119,3.1780538303479458,3.6927249943568192,3.7844648611265588,3.7484994338404816,3.574317131740777
120,3.4965075614664802,3.7551564269959,3.6883475438759366,3.6125488975456883,3.7218206732261434
121,3.1354942159291497,3.729452030046396,3.638205956305232,3.421299430996744,3.6420186639756755
122,3.9889840465642745,3.792689437190436,3.7747337762340343,3.875281247503171,3.692144587257597
123,4.584967478670572,4.63045997870422,4.373290503591819,4.8273514219673945,4.520058952735057
124,5.1647859739235145,5.212342930587743,5.084989527312882,5.446553138622871,5.215106640631195
125,4.804021044733257,4.972294097151397,4.823976525357802,5.026862742774234,5.096429210679951
126,4.477336814478207,5.0236654498552875,4.796011458370887,5.378597421003729,4.833053726712206
127,4.110873864173311,3.932506515833293,3.7777979256902614,3.7952537669849855,3.6617238634601104
128,4.61512051684126,4.722238306931192,4.540327582163733,4.477952095643525,4.601521798354014
129,5.062595033026967,5.264094144566205,5.142587669223832,5.463562530009523,5.128115776639339
130,5.438079308923196,5.168475918519848,5.10899636458745,5.539504897400322,5.117757270290618
131,4.5217885770490405,4.741143215809133,4.550453632344796,4.583026274771549,4.884522894057733
132,3.9512437185814275,4.081878046425698,4.001024696012055,4.2335809605195855,4.022812456645253
133,4.5217885770490405,4.504316800545872,4.493935619958505,4.268060868259253,4.515910201251932
134,4.9344739331306915,4.795311447953345,4.8332762571228125,4.822980639351055,5.257459227205386
135,4.127134385045092,3.9976703974399,3.943141209746511,3.9805275860429674,3.899908209530428
136,4.110873864173311,4.020722974456987,4.04763458084133,4.0902588511955456,3.9149595349809267
137,3.8918202981106265,3.818419150071275,3.9013104655273136,3.843222333256864,3.8755106449112255
138,4.07753744390572,3.8554311035965516,3.8649165388582833,3.954227889043012,3.629388588701846
139,4.762173934797756,4.744112712948973,4.678156406035444,5.037483136083095,4.901687356773001
140,4.7535901911063645,4.737887435701045,4.719002693112192,4.903149392145336,4.917919993135262
141,4.867534450455582,4.907474561356716,4.8306312402463565,5.032747502000909,5.179103782392903
142,3.6375861597263857,3.828907276728967,3.764420296237432,3.8165980543747144,3.976141382278684
143,3.9512437185814275,3.9034325638229403,3.758087184414052,3.893007797174233,3.6530076091229775
144,4.127134385045092,3.8323072705534718,3.894979244434209,3.940020365872495,3.687737237658858
145,4.499809670330265,4.735579007040129,4.501804799910098,4.499493303709683,4.507939538985758
146,4.6443908991413725,4.622733071299791,4.493976634211135,4.631974832276214,4.342908235606507
147,4.804021044733257,4.813222502481237,4.832684542495215,4.965096106435563,4.722353451889246
148,3.1780538303479458,2.988622028057125,2.997593923854063,2.9219349616349914,3.2725243812861087
149,3.6635616461296463,3.397214087754435,3.362116551302945,3.210970731556909,2.732155781702354
150,3.295836866004329,3.6815970707700982,3.540082443886653,3.1954316449517703,3.282311894822005
151,3.1780538303479458,3.5362412193032466,3.4541149354241676,3.4687741464736415,3.42791101542164
152,4.31748811353631,3.752475561509187,3.8790457616819487,3.6742687667321103,3.8023572818581335
153,4.1588830833596715,3.9749778795694413,3.742858381322061,3.566715176884166,3.8747822772805174
154,4.31748811353631,3.4548966458201793,3.462362557031499,3.0292712071119476,3.385442399774224
155,4.127134385045092,3.80557115532077,3.9822907800264824,3.415831852912264,3.8758471008869684
156,3.9318256327243257,3.93426776174433,4.014764761569381,3.8514326723628605,3.5695726504148473
157,3.2188758248682006,3.370343403655342,3.467682601798083,3.300716280964302,3.5660079043536723
158,3.5553480614894135,3.771597708519218,3.4951226770273376,3.3538214957481696,3.5188551367446714
159,3.970291913552122,3.688845164754973,3.4985244258560706,3.493785673924031,3.345011675672671
160,2.8903717578961645,3.649073020347081,3.4955115452174965,3.3412302118153416,3.4560326760638094
161,4.0943445622221,3.9556411881333102,4.02024557901974,3.7122185288044873,4.106553966053331
162,3.828641396489095,3.642496956580535,3.449756154646014,3.428717689193752,3.3252666744714885
163,4.04305126783455,4.119104139818855,3.9107575566479715,3.9118464849049035,4.461256112946458
164,4.356708826689592,4.519683191652622,4.673267392815302,4.166857833060396,4.735497276010867
165,4.672828834461906,4.271626769159631,4.129280063626915,3.904587551187117,4.389805140596831
166,4.382026634673881,4.159858563600558,4.111645698480738,3.827997890030647,4.448203398441519
167,4.68213122712422,4.256859143298889,4.326888070092361,4.223181218785055,4.485253368514163
168,4.919980925828125,4.434647080972841,4.574484823970752,4.333697652922228,4.789370548216533
169,4.406719247264253,4.2883408448588405,4.014461041910136,3.609501190113639,4.256152376932453
170,4.343805421853684,4.29242872022551,4.000450590019032,3.7628077116090495,4.3804043809103845
171,4.189654742026425,3.8335541837965783,3.7696848103502383,3.570043762057608,4.271590157082192
172,3.1354942159291497,3.2381523136334387,3.092119958107382,3.3627336914253925,2.870032633835333
173,3.58351893845611,3.464370466327048,3.236711501104131,3.364631501929479,3.1432158146769824
174,3.4339872044851463,3.6821741360277356,3.4680531478962644,3.5368594085333864,3.650883495019027
175,3.7612001156935624,4.079147517032635,3.8299410316521114,3.857770144382418,3.5749130625889087
176,4.442651256490317,4.5068483705139455,4.468692737855402,4.218808835123221,4.525138555485672
177,4.74493212836325,4.601862619899707,4.495730401263321,4.432534533921399,4.492887137345458
178,3.8066624897703196,4.551230993154206,4.634872899364943,4.431916502557995,4.7014420203308305
179,3.295836866004329,3.379625221231526,3.427822580297593,3.3235306092842642,3.3363153732616357
180,3.5263605246161616,4.253546852154396,4.333973889469837,3.937443608955087,4.5182968864367234
181,3.9889840465642745,4.092225283010313,4.145226503145379,3.637441923259191,3.9421015964727255
182,4.07753744390572,4.263351604583072,4.224241740929894,3.807566732580151,4.305883002687942
183,3.912023005428146,3.6666881012309007,3.6253945565937062,3.4229495124325746,3.471397035347995
184,2.302585092994046,2.6983705349577134,2.7244639298087483,2.7708435456781473,2.655744531145539
185,3.332204510175204,3.2405811596931167,3.0085475831239545,3.1112430779212934,2.974918972544396
186,3.332204510175204,3.3356083101597576,3.197778443418696,3.224315560340661,3.094349447457419
187,4.219507705176107,3.358585597325998,3.2964570564499285,3.1590869728655537,2.959555706790466
188,3.713572066704308,3.5862628416272,3.327502279916632,3.7256194049193048,3.453257391800829
189,3.2188758248682006,3.7144053168412814,3.5688731273959773,3.5841274948015256,3.639863984696805
190,3.8918202981106265,4.004834413774959,3.8288793721087453,3.8934905139869995,3.929162340426377
191,3.6635616461296463,4.494053674747711,4.150968054846087,4.365488594867824,4.18534383563795
192,4.624972813284271,4.653335743915257,4.553349521248421,4.709828066269261,4.876449087023291
193,4.844187086458591,4.515106039204391,4.552796387347465,4.558446826856614,4.8697315303978925
194,4.48863636973214,4.336761988899914,4.200949725348091,4.300346770302523,4.4125266905148
195,4.127134385045092,4.286670788264707,4.426280021604577,4.43625862244757,4.319432787929767
196,4.804021044733257,4.428762161737571,4.559919389897319,4.460301230229458,4.6087853214176056
197,3.8066624897703196,3.6325889273991363,3.3682777638187975,3.792737820664905,3.8907591275033577
198,4.189654742026425,3.6639964108444647,3.6984503583470367,3.7286006850515747,3.2794207951373266
199,3.4011973816621555,3.6930736786664173,3.637246895286383,3.6432558036964457,3.4029970445966455
200,3.1780538303479458,4.210831686564918,4.181262548942656,4.176341314727686,3.819319796689
201,3.912023005428146,4.585888274974498,4.433729162330676,4.534663888949371,4.918906703089411
202,4.634728988229636,4.241926497562935,4.184245114032315,4.32033583542717,4.227411701795088
203,4.852030263919617,4.708688878974083,4.747202379194704,4.686981649529628,5.3003700454788625
204,2.995732273553991,3.5489866629115214,3.0392820506379237,3.465072063342044,3.2523919682310494
205,2.995732273553991,3.320998669032968,3.141609430109564,3.2036511196998037,3.1627449673344366
206,3.7612001156935624,4.326372245960573,4.060490101217674,4.129669666724437,4.620763301401244
207,4.30406509320417,4.427673678479069,4.558086431741464,4.34534683218085,4.858200762928835
208,4.499809670330265,4.234348598452418,4.096825612728691,4.041926902228203,4.091622640242959
209,4.02535169073515,3.7953889197794846,3.727653546228012,3.531004402300209,4.052758927388996
210,5.25227342804663,4.7041541570403265,4.609117007392832,4.741304381608786,4.519001600942104
211,5.241747015059643,5.043521641906772,4.916856797924538,4.822566288800117,5.290667070207411
212,4.8283137373023015,4.5000594763584045,4.606753328518683,4.268363899937414,4.845252259209123
213,5.313205979041787,4.838026427271982,4.8115281983015485,4.8277310830002484,4.808484596325235
214,5.111987788356544,5.056156044661234,4.8214664343644555,5.169257717618514,5.2364992688813965
215,4.672828834461906,4.5077014164686355,4.23202228340597,4.607369690357222,4.604894254642618
216,3.258096538021482,3.7023461011427092,3.155160695119631,3.4123523053655136,3.4130315843153896
217,3.332204510175204,4.117419870846341,3.8983542677860883,4.028971057068967,4.0800136694955595
218,3.367295829986474,3.4511147820015755,3.2611064947080757,3.2799850450823183,2.9850994924077514
219,2.5649493574615367,3.3131069125127297,3.113325319239595,3.098198051272739,2.8430148529110246
220,2.833213344056216,3.158733842771603,3.042007936647136,2.994758980722691,3.0167002903643585
221,3.295836866004329,4.009750467620783,3.8769454674781696,4.123017841660565,3.7768866351180455
222,3.9318256327243257,4.011767238580655,3.9230026990288103,3.945880895160375,4.343941692403492
223,4.465908118654584,4.388445654997727,4.055609703109217,4.80079885458347,3.971438201230858
224,4.890349128221754,4.493606497272627,4.493130683975525,4.774751237568352,4.836948952532584
225,4.962844630259906,4.677984471279142,4.75895358471798,4.840287988819858,5.185302237550295
226,4.418840607796598,4.467505460315535,4.296432003204511,4.363847419070663,4.642243850623766
227,4.219507705176107,4.425055141437556,4.313238169196279,4.40168661138257,4.449689868500554
228,3.295836866004329,3.670027870420893,3.6151714169995723,3.5332957616950624,3.5245042732747973
229,2.5649493574615367,2.692252244628523,3.24557522348766,2.507598982159652,3.2071950379524665
230,3.295836866004329,3.345519314286379,3.1144962224075514,3.603510520467358,3.3058096723596617
231,4.127134385045092,3.7344744300711943,3.5807931224022713,3.700714822793624,3.8140252761523112
232,4.174387269895637,4.402963485740596,4.017167097521598,4.362082632088289,4.440058881958773
233,4.553876891600541,4.613872103867774,4.561345096218494,4.8658769230756125,4.469117290590539
234,4.68213122712422,4.578394827553694,4.4995460823984885,4.897739854244709,4.628351608171453
235,4.812184355372417,4.592823414830681,4.512396360585216,4.705571204642511,4.676208759862988
236,4.836281906951478,4.60464273689977,4.528616410540845,4.785547575539564,4.78491591304372
237,4.795790545596741,4.4129463921568925,4.4693761035747395,4.7103333329030095,4.633714496193962
238,5.278114659230517,4.772522400308963,4.726413279623676,5.026643463457783,5.187938980221164
239,5.017279836814924,4.617801314219619,4.6932921165356225,4.8422209956092415,5.276850980979671
240,4.8283137373023015,4.47147192850107,4.628253003887451,4.570979637449177,5.216930107620484
241,4.718498871295094,4.294796672538977,4.234793687937055,4.317347334037991,4.363486063694368
242,3.4657359027997265,2.630659004742651,2.9252793853560424,2.851930342783057,3.0415830952571032
243,3.2188758248682006,3.2666210853872526,3.156816974200914,3.372964798290641,2.8436748492547466
244,3.4657359027997265,3.356462935204153,3.2706606518761805,3.294982878353081,3.125318003358292
245,4.143134726391533,4.271892511447324,4.158639926453389,4.452928294118907,4.509293204473653
246,4.174387269895637,3.9543966368973087,4.040328488376276,3.76617965818072,4.30365535949567
247,4.394449154672439,4.136400370562678,4.087064735932532,4.07524113746036,4.240914986221183
248,3.4965075614664802,4.225967436775623,4.220774167744764,4.225085454246725,4.236796374452787
249,3.2188758248682006,3.2443646162053796,3.1277026903030083,3.3171459334335247,3.0028964858727956
250,3.258096538021482,3.8885232483303214,3.777487254670655,3.8286041972799225,4.067884296067615
251,3.295836866004329,3.383976552879367,3.3084833797526474,3.3197617449450805,3.420234344710588
252,3.4011973816621555,3.911986949611135,4.015339380029839,4.234158373494785,3.833206707648403
253,3.58351893845611,4.121089531304918,4.218782874463271,4.149217360965959,4.073111364126179
254,4.02535169073515,4.357258384568547,4.205700899057667,4.677190632004203,4.58058950008056
255,3.9889840465642745,4.156469932134623,4.042373159574551,4.125529128150654,4.493485556195549
256,4.060443010546419,4.266768273320097,4.2135290676177775,4.402907399171823,4.1049227535008
257,4.442651256490317,4.393789735743025,4.264661769285441,4.252870158057683,4.297929571955628
258,4.653960350157523,4.617411802567437,4.628015971696377,4.7301005120662305,4.875310137020476
259,4.844187086458591,4.629098955635762,4.5839824904304995,4.733229154663843,4.747269282676076
260,3.9512437185814275,4.336335064246961,4.346022620444631,4.446943509755995,4.434721642686489
261,4.68213122712422,4.414767834047947,4.493872603099258,4.510744031488551,4.575608323769963
262,2.8903717578961645,3.6501304981241587,3.5671717840719026,3.9502469983579767,3.899406857354074
263,2.833213344056216,3.04496666554593,3.1633174504367343,2.877429638175168,3.2646800191794156
264,3.1780538303479458,3.303926004953654,3.2704825695757505,3.3282427476254637,3.1190093555827607
265,3.871201010907891,4.0125784636068405,3.895121097090665,3.8281207943408395,3.8745862597615464
266,4.356708826689592,4.141613052318514,4.176018746119242,4.217646322515241,4.20443857636585
267,4.31748811353631,3.7175060694319093,3.7889163859058437,4.003741084907215,3.653375992194227
268,4.867534450455582,4.637841213746813,4.70783951498484,4.853136253927022,4.469059657487936
269,4.174387269895637,3.9540550498218727,3.968424568258474,4.134117998958136,3.859554108901807
270,4.564348191467836,4.223239505004178,4.224170718139142,4.246778506831796,4.061560137434697
271,3.044522437723423,3.14142034593616,3.117192773660649,3.2861932183492963,2.6715327989151523
272,2.772588722239781,3.5967747935764596,3.5279919956698853,3.6510869217028477,3.610000838019987
273,3.713572066704308,3.4680386433863895,3.233384097978712,3.6056935016237626,3.664307761617989
274,4.465908118654584,4.265641890451246,4.047197334802045,4.482371555509777,4.254823006033835
275,4.9344739331306915,4.835941250208523,4.7964114863725085,5.362162053605605,4.688318916539615
276,5.017279836814924,4.697783823058068,4.828959951800573,4.8402566167846315,4.372675721042103
277,2.70805020110221,3.8694952919372385,3.812577241193141,3.938945756015542,3.833625631687151
278,3.6109179126442243,3.808606944178233,3.5552174813263604,3.996984248086645,4.01116913389527
279,4.1588830833596715,4.317627342410994,4.118162140925173,4.408959945968756,4.467480068944504
280,4.418840607796598,4.462193487648572,4.285006514827395,4.8486351440561375,4.551678330327054
281,4.30406509320417,4.041993991500214,3.9884033375756482,4.334187926963087,4.0056107089089235
282,4.219507705176107,3.7765503564413323,3.877279261292052,3.9520546621074075,3.887496551214573
283,3.7612001156935624,3.7710892813039067,3.9258563256903405,4.006634836907952,4.05649629076162
284,2.9444389791664403,2.8690350098604482,2.8225422143969747,2.973683669760996,2.64486787177788
285,3.6635616461296463,3.4669800020468147,3.6976582891274274,3.437698823320555,3.478557878430068
286,3.9512437185814275,3.8093093094576838,3.9901747944551613,3.976939178100786,3.9943183816348196
287,4.143134726391533,3.9834353993559932,3.9383425926529774,4.228225426868256,4.0760429017479
288,4.442651256490317,4.538805149668425,4.482868662263401,4.764449906779604,4.469830937929684
289,4.795790545596741,4.832724649267862,4.77566673100747,4.918458589460444,4.828131756101219
290,4.61512051684126,4.542601379550559,4.417836148712456,4.836273803225134,4.499196119783966
291,4.553876891600541,4.566610888661684,4.4892186915637975,4.6301803444785365,4.811854582845273
292,3.8918202981106265,4.069445116584113,4.028058027110231,4.160396469209507,4.048451541883053
293,3.5553480614894135,3.011823478486974,2.9740155039017013,2.9554531303056195,2.603616400230246
294,4.68213122712422,4.373036889097264,4.009078030512403,4.522643395820995,3.9669887032088025
295,4.8283137373023015,4.879837201089928,4.829062480361744,4.903783390748498,4.638730003642996
296,3.4339872044851463,3.070958334985718,3.067168510232353,3.069258233171562,2.9014652178795783
297,4.04305126783455,3.720754789072066,3.750747880726385,3.771993280956687,3.424171409283936
298,3.9512437185814275,3.9320768054326534,4.0122099132239155,3.896986079966517,3.759543124638096
299,3.2188758248682006,3.633746709198231,3.7189390599408383,3.708489122603521,3.4062872779647115
300,4.204692619390966,3.717152167003369,3.9523951673435715,3.653089755042023,3.577551324701956
301,4.02535169073515,3.9308131114176117,3.9095957456087382,3.9972351401885358,4.129197978846568
302,4.499809670330265,4.41105415650679,4.161699248404772,4.427205398469411,3.979924163731705
303,4.330733340286331,3.9471888510524957,3.9642093068804782,3.9846099941737885,3.9041952951954135
304,3.4339872044851463,3.141026024595836,2.9022884749843305,3.292409082651586,3.427990438882176
305,3.258096538021482,2.82247049492262,2.6465973954722153,2.9286869902014607,2.5654663877855874
306,4.948759890378168,4.596539122435828,4.51730014744098,4.704977934378446,4.482365029042803
307,5.560681631015528,5.534716045094882,5.341075449506123,5.746565000150456,5.580000258455552
308,5.805134968916488,5.564047083425513,5.579060057593444,5.560728058640569,5.56486483463183
309,5.707110264748875,5.724660222361873,5.6588434819985585,5.7486824090945925,5.516528504486903
310,5.25227342804663,5.263629926743537,5.245008926984773,5.211075022721055,5.203905278959134
311,1.9459101490553132,3.1315933338582504,2.706729189383255,2.93422596304808,2.8756122294214403
312,2.6390573296152584,2.474131044751748,2.649265494286854,2.2596955883364434,2.6823168432128357
313,3.784189633918261,3.6392435786088817,3.5175192537676376,3.8552677395166266,3.897436242776529
314,3.784189633918261,3.7846176394901603,3.953986389331266,3.96837562099185,3.8572356804157244
315,3.5553480614894135,3.4820330729772553,3.574352510899385,3.532196069643762,3.513710579373597
316,4.553876891600541,4.301596904892992,4.348117322032268,4.376010505640778,4.6619511039009875
317,5.030437921392435,5.072476828864749,5.218301285106933,5.288497489043719,5.070614532093972
318,5.497168225293202,5.051570513999401,5.238592112822891,5.38864659795849,5.093422001012149
319,5.293304824724492,5.236096216529456,5.31175278304358,5.244957031967954,4.991798774227611
